city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
silao,123,2.9402469135802467,265.7753276762482,227.84492288689722,60615.56299152136,34157.53304849204,289,5,1277,446,8.0,0.0024691358024691358,0.003950617283950617,0.007780870102619471,0.7752475247524753,0.8324659231722429,0.0,0.0,0.0,0.0
silchar,10041,2.304648862512364,60.440461110401436,38.08167529903631,33969.435216908685,17003.248259263957,374,1,590,46,0.0,0.0009891196834817012,0.0,0.0035546420418505263,0.9544554455445544,0.632258064516129,0.0,0.0,0.0,0.0
siliguri,9463,2.6962538773562397,216.36188245948242,171.7059463279023,56963.54474995829,29145.11772108413,1730,1,5744,899,8.0,0.00011930326890956812,0.000954426151276545,0.007423606400565749,0.8917790239828183,0.8144655964671481,0.0,0.0,0.0,0.0
silivri,3549,2.913816230717639,280.3378010776557,247.4343032985881,69102.21213940355,37322.35687022187,350,6,2188,430,6.0,0.002012072434607646,0.002012072434607646,0.007511256645780773,0.8528225806451613,0.8774171851353624,1.0,1.0,0.00033534540576794097,0.00033534540576794097
sillod,7320,2.3333333333333335,17.9954301399208,11.2471438374505,34447.31125730496,17223.655628652483,9,0,13,2,0.0,0.0,0.0,0.0010448089841034924,0.9166666666666666,0.7674418604651163,0.0,0.0,0.0,0.0
sillyeonpo,12087,2.4488372093023254,77.70477033118914,53.851212927196194,35992.58433693504,17996.292168467535,132,0,271,27,0.0,0.0,0.0,0.004317821115804104,0.9372093023255814,0.7099415204678362,0.0,0.0,0.0,0.0
silopi,4841,3.104678826328311,255.1222703599695,234.0812583715184,69333.34831421034,36014.4526394704,104,1,820,332,3.0,0.0007930214115781126,0.0023790642347343376,0.0070838858197824085,0.7333333333333333,0.983300198807157,1.0,0.0,0.0007930214115781126,0.0
silvassa,6834,2.4458498023715416,191.09604053548895,134.9002088523254,43963.245102135894,22044.588620892344,372,0,851,41,1.0,0.0,0.0007905138339920949,0.008668614498633976,0.966798418972332,0.7192079207920792,0.0,0.0,0.0,0.0
simferopol,3788,2.973333333333333,59.423500645338905,51.48350949528085,26165.400426568765,13701.218907214623,471,10,2194,842,8.0,0.0028368794326241137,0.0022695035460992908,0.004337095921739371,0.7581792318634424,0.9009252669039146,0.0,0.0,0.0,0.0
simi valley,16,2.60768,74.44702274612837,54.36419389013278,25941.659032103158,14205.030388475867,843,5,1831,427,19.0,0.0016,0.00608,0.005240891480705673,0.857051282051282,0.7095429029671211,0.0,0.0,0.0,0.0
simoes filho,1421,2.704945054945055,601.5111688749998,488.1494485870191,152641.88257190044,80223.73165622218,343,1,1327,148,1.0,0.0005494505494505495,0.0005494505494505495,0.007497920583557726,0.9180868609125893,0.7701624002202037,0.0,0.0,0.0,0.0
sinan,10979,2.507042253521127,47.444953995840336,33.41193943369038,65144.707055559935,33726.76744243706,21,0,44,5,1.0,0.0,0.014084507042253521,0.0014067447785150679,0.9154929577464789,0.6788321167883211,0.0,0.0,0.0,0.0
sincan,3795,3.0976240040198117,255.34938938345928,238.72445964612544,69596.82956936298,40292.69112503471,907,20,9873,3076,48.0,0.0014356471179384107,0.003445553083052186,0.006337362490657895,0.7749263173028539,0.8719488082827048,6.0,1.0,0.00043069413538152323,7.178235589692053e-05
sincelejo,587,3.082315241337873,321.71600353275466,286.27762942039436,62547.441897899764,33112.28576969125,550,3,2941,1484,15.0,0.0006008411776487082,0.003004205888243541,0.009715910456028735,0.6995991983967936,0.9797493734335839,0.0,0.0,0.0,0.0
sindelfingen,2506,2.823529411764706,93.93732623390406,79.09371182324102,26919.032172605246,15283.900067239467,274,17,1191,245,7.0,0.00980392156862745,0.004036908881199538,0.006146162028058245,0.8532323820617356,0.7229512977544473,0.0,0.0,0.0,0.0
sindhanur,7775,2.4870466321243523,58.54652510216028,40.952232584412634,26533.67285743417,13266.83642871709,58,0,118,17,0.0,0.0,0.0,0.0044129981866235886,0.9119170984455959,0.7506561679790026,0.0,0.0,0.0,0.0
sindri,9371,2.9,46.56180842985647,41.240458895015735,42853.92333690795,21635.60014326297,8,0,53,9,0.0,0.0,0.0,0.002152092297950662,0.8714285714285714,0.8592592592592593,0.0,0.0,0.0,0.0
sinfra,1606,3.097323600973236,131.1625133037293,122.06730252719333,47347.82783615809,23684.13023325756,57,0,572,192,1.0,0.0,0.0012165450121654502,0.005537991558564782,0.7652068126520681,1.022574740695546,0.0,0.0,0.0,0.0
singa,4509,3.4536796536796537,314.19193408913964,308.4793534693371,96626.78435779159,48313.3921788958,21,0,569,564,1.0,0.0,0.0008658008658008658,0.00650320583836762,0.5108225108225108,1.2008676789587853,0.0,0.0,0.0,0.0
singaraja,12197,2.52755905511811,137.86208062090233,98.78306564174892,42130.75062081324,21310.0920824762,216,2,470,74,0.0,0.0026246719160104987,0.0,0.00646933293799653,0.9026315789473685,0.7260726072607261,0.0,0.0,0.0,0.0
