city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
unnamed,5448,2.8433962264150945,44.45576719600715,37.242189877409764,25017.396258867582,12695.865464967215,86,1,353,90.0,0.0018867924528301887,0.003501594067665394,0.8298676748582231,0.8689458689458689,0.0,0.0
unnamed,5455,3.0488118175979446,464.07540803646026,458.11425957099516,107361.21737887652,66982.91029789402,20,1,1420,115.0,0.0006422607578676942,0.006928265821424768,0.9254498714652957,0.7251367878982942,1.0,0.0006422607578676942
unnamed,5507,2.7636363636363637,27.964938409999753,22.816847475431615,16022.893755428757,9360.229446933095,81,1,300,57.0,0.0022727272727272726,0.0029876338575399496,0.8678815489749431,0.6827033218785796,1.0,0.0022727272727272726
unnamed,5688,3.1376554174067497,79.52611646058597,69.63832222925201,31847.857336217094,16279.863975934166,140,0,553,431.0,0.0,0.004884937403540107,0.6154529307282416,1.0142412105028928,2.0,0.0017761989342806395
unnamed,5829,2.682226211849192,206.5985477779249,166.91085547588187,61459.80800946867,34722.298353792234,107,0,414,35.0,0.0,0.0059500251300433,0.9353680430879713,0.6988277727682597,1.0,0.0017953321364452424
unnamed,5988,2.8812316715542523,67.36923086460116,57.49104452081801,37431.05115625978,19067.630764461835,100,0,463,119.0,0.0,0.003533172615769529,0.8255131964809385,0.8513612950699043,0.0,0.0
unnamed,6007,2.688295165394402,50.56976907572297,40.40434475770232,26404.609886779166,13495.21681975369,158,0,557,71.0,0.0,0.0037472365024696173,0.9096692111959288,0.7811104020421187,0.0,0.0
unnamed,6029,2.926470588235294,114.46231369374047,101.8377938010485,60276.57314712293,30138.286573561476,15,0,101,20.0,0.0,0.00379790381959376,0.8529411764705882,0.947565543071161,0.0,0.0
unnamed,6037,2.715025906735751,20.04700212004782,16.30766493703372,14821.034415034444,8292.868711396648,36,1,138,18.0,0.0051813471502590676,0.0024173784510175367,0.90625,0.6385224274406333,0.0,0.0
unnamed,6106,1.7777777777777777,4.860511649387831,1.620170549795944,18534.339566345952,9267.169783172974,6,0,2,1.0,0.0,0.0005244871695577857,0.8888888888888888,0.46153846153846156,0.0,0.0
unnamed,6123,2.7092568448500653,67.13204915153446,54.003225979787175,32520.301731620275,16260.150865810123,150,0,540,77.0,0.0,0.004128624002664798,0.8996088657105606,0.8136036625245259,0.0,0.0
unnamed,6159,2.6625766871165646,10.173154563254293,7.926322880572363,8919.97851274725,5018.90920219185,36,2,106,19.0,0.012269938650306749,0.0020269652534880465,0.8819875776397516,0.580441640378549,0.0,0.0
unnamed,6479,2.3105413105413106,298.07727976692235,185.97984122209687,83021.5038775293,48686.68432861451,132,0,197,22.0,0.0,0.006122357352474999,0.9373219373219374,0.5982783357245337,0.0,0.0
unnamed,6481,2.983050847457627,13.043952032164182,9.948776973684545,17645.75307315972,8822.876536579855,14,0,18,27.0,0.0,0.0014784239559608079,0.5423728813559322,0.9557522123893806,0.0,0.0
unnamed,6531,2.3559822747415065,183.09805695938408,118.72975923954152,53308.291502904634,30086.29408252055,238,0,399,40.0,0.0,0.006085763054006704,0.9409158050221565,0.6515937731653076,0.0,0.0
unnamed,6535,2.0,4.5359960461648,2.2679980230824,13929.622010139808,6964.811005069905,4,0,4,0.0,0.0,0.0006512733860061538,1.0,0.8181818181818182,0.0,0.0
unnamed,6598,3.0366666666666666,134.00711883860785,127.75345329280614,56561.79529648217,31039.48823907179,14,0,247,39.0,0.0,0.004317310833428071,0.87,0.8739495798319328,0.0,0.0
unnamed,6652,2.081081081081081,6.222647145125254,2.859054093706198,8627.109619776333,6792.959987701043,20,0,11,6.0,0.0,0.0009160435445507752,0.8378378378378378,0.391304347826087,0.0,0.0
unnamed,6864,2.688311688311688,64.12413056002293,52.465197730927855,67393.316977605,33696.658488802525,14,0,59,4.0,0.0,0.0019029818811657996,0.948051948051948,0.8456375838926175,0.0,0.0
unnamed,6873,2.675675675675676,32.39445148126754,26.265771471298006,35394.05161272984,17697.025806364927,7,0,28,2.0,0.0,0.0018305025847685957,0.9459459459459459,0.8695652173913043,0.0,0.0
