city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
kotamobagu,13008,2.391033623910336,338.77093810459894,226.86683930977344,60011.21026618056,31063.174119834814,1061,0,1985,166,0.0,0.010905869979600155,0.9483188044831881,0.6395077114815392,0.0,0.0,0.0,0.0,0.0,0.0
kota bharu,11220,2.575858051796756,249.59576792168664,186.96756197306019,59276.68061262041,31349.237263647075,2800,8,7493,846,0.0007169101173940317,0.007961781201328323,0.9230562281409739,0.6945777458850967,7.0,5.0,0.0006272963527197777,0.00044806882337126985,0.0,0.0
kota kinabalu,12732,2.4546476159897255,217.81929466829382,153.66943175787722,46358.27911767592,26579.567945493207,3669,60,8130,594,0.0048161823727725156,0.008194990043291014,0.9516857557670592,0.5431406558831834,5.0,0.0,0.0004013485310643763,0.0,0.0,0.0
kotchadpur,9781,2.6206896551724137,19.571109275761742,14.847048416095117,33748.00241830454,16874.001209152273,7,0,19,3,0.0,0.0011598380866031104,0.896551724137931,0.8301886792452831,0.0,0.0,0.0,0.0,0.0,0.0
kotdwar,7155,2.903225806451613,26.75010592681899,23.29847935561654,50369.205148821246,25184.602574410626,4,0,22,5,0.0,0.001062161129911934,0.8387096774193549,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.0
kothagudem,8570,2.7832103321033212,146.67222873430177,121.09930324464952,38894.186165628445,20694.67170314228,189,0,752,143,0.0,0.007087439261577223,0.8680811808118081,0.83541377716135,0.0,0.0,0.0,0.0,0.0,0.0
kotkapura,6593,2.582222222222222,36.99297833103479,28.607903242666904,22247.345345620077,11452.412829914263,51,0,166,8,0.0,0.0032301471209985827,0.9644444444444444,0.750561797752809,0.0,0.0,0.0,0.0,0.0,0.0
kotli,6389,2.3765690376569037,78.1117946756326,51.311932067256556,44904.752299538326,22452.376149769163,82,0,142,15,0.0,0.003478999022401274,0.9372384937238494,0.6849894291754757,0.0,0.0,0.0,0.0,0.0,0.0
kotputli,6917,2.715686274509804,417.25359074474244,334.530111969641,115797.3428154612,63212.16135116685,182,0,633,103,0.0,0.0066008436007550025,0.8877995642701525,0.817586018569088,0.0,0.0,0.0,0.0,0.0,0.0
kottarakara,8066,2.5697211155378485,176.2417633777666,134.11225818786224,112895.76845622616,56447.884228113006,120,0,358,24,0.0,0.0031222031753316286,0.952191235059761,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0
kot addu,6300,2.4727793696275073,165.06027175946264,113.98144840696416,51884.362882083115,25942.181441041583,108,0,209,32,0.0,0.006362621128627626,0.9083094555873925,0.7243867243867244,0.0,0.0,0.0,0.0,0.0,0.0
kot najib ullah,6312,2.514018691588785,60.99935139263105,42.1864673182682,42262.21825112476,21131.109125562372,33,0,60,14,0.0,0.0028867084557733856,0.8691588785046729,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0
koudougou,1745,3.185567010309278,241.1412088867545,226.22525782159443,77891.29338833425,39351.62105957051,168,0,1714,828,0.0,0.0061278596000331155,0.6929307805596465,1.066519255573982,6.0,0.0,0.0022091310751104565,0.0,0.0,0.0
koumra,3322,3.327188940092166,241.04316552525967,232.89731354130313,115133.90182006692,57628.399699873466,22,0,373,255,0.0,0.004182714890238206,0.6067588325652842,1.1040863531225906,1.0,0.0,0.0015360983102918587,0.0,0.0,0.0
koupela,1928,3.1197604790419162,197.76141086379783,181.77470998558664,74108.2685487534,37185.42920003917,27,0,215,90,0.0,0.0053182500543408956,0.7245508982035929,1.0,2.0,0.0,0.005988023952095809,0.0,0.0,0.0
koutiala,1624,3.325437112239143,244.53892168551607,226.8157116253983,78768.28945089766,39565.13476724018,257,2,1641,1627,0.0005640157924421884,0.006180666971669046,0.5355530474040632,1.140618382041508,15.0,3.0,0.004230118443316413,0.0008460236886632825,1.0,0.0002820078962210942
kovel,3359,2.8230452674897117,78.61087612944232,66.64131885870418,32815.633479829485,16505.680608476523,148,1,698,125,0.00102880658436214,0.004762655839170398,0.8712667353244078,0.8729994837377387,0.0,0.0,0.0,0.0,0.0,0.0
kovilpatti,8320,2.7067545304777596,272.2409958209875,220.21470996392895,100491.39890884692,52536.99561313981,116,0,437,54,0.0,0.005181891211017375,0.9110378912685337,0.8221670802315963,0.0,0.0,0.0,0.0,0.0,0.0
kovrov,3941,3.0220588235294117,39.036995901664056,33.72681631209946,19635.708109728734,9989.579306778693,111,3,461,239,0.003676470588235294,0.003907771759234593,0.7035670356703567,0.9666872301048736,2.0,0.0,0.0024509803921568627,0.0,0.0,0.0
kozan,4281,2.995644599303136,715.6060697191883,649.2192696973299,155647.5594034196,82323.97615489207,213,0,1678,394,0.0,0.008692559605876907,0.8236062717770035,0.9003706126008284,11.0,0.0,0.004790940766550522,0.0,0.0,0.0
