city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
izeh,5760,2.838851022395326,249.71930937637504,216.6503453304286,57421.016279926145,31743.172500851015,272,0,1576,200,5.0,1.0,0.0,0.0024342745861733205,0.0004868549172346641,0.00786686678433544,0.8997078870496592,0.7589568608335364
izhevsk,4761,2.9384753901560625,42.0689174735119,35.76868043291093,19205.06533377084,10507.551093219747,499,19,2015,789,7.0,3.0,0.005702280912364946,0.0021008403361344537,0.000900360144057623,0.004003684312385394,0.7588288560217326,0.834315058148316
izmit,3619,3.0444158595641646,207.80576440616326,192.03479121462408,53186.59021448048,30083.125387816257,1003,18,9651,2481,59.0,4.0,0.0013619854721549636,0.004464285714285714,0.0003026634382566586,0.006907718587322218,0.807243521745719,0.9070895381001098
izumo,12758,2.9259387437272886,160.351151972267,137.57068895630727,43426.07200491563,22108.46113855222,821,2,3768,1162,24.0,2.0,0.0003460806367883717,0.00415296764146046,0.0003460806367883717,0.007252931398859344,0.7943569326640124,0.9094293878257858
jabalpur,7970,2.7892665474060823,94.29615409447787,78.43955573154241,34164.05228412096,17172.76191628593,470,2,1971,351,1.0,0.0,0.0007155635062611807,0.00035778175313059033,0.0,0.005491030188047466,0.8739706408879341,0.8819208027235262
jaber al ahmad,5693,3.0033333333333334,103.08085711445631,102.39365140035993,29030.436797993672,18975.526467854113,10,1,1464,24,1.0,0.0,0.0006666666666666666,0.0006666666666666666,0.0,0.00543230551674456,0.9833222148098733,0.7036418309388573
jablah,4344,3.0014749262536875,104.76932643398223,94.5705424448335,41415.267763136,23596.69534325634,66,0,481,129,2.0,0.0,0.0,0.0029498525073746312,0.0,0.004439999962279637,0.8067846607669616,0.8719467061435974
jaboticabal,1245,3.2123681687440078,203.19367654696902,194.13470630781845,54021.48979979865,31332.106168839484,93,15,1339,635,3.0,1.0,0.007190795781399808,0.0014381591562799617,0.00047938638542665386,0.006485158560743353,0.6914534041525833,0.8469905728788978
jacksonville,595,2.895912653975364,78.78569358757132,65.41065310842707,28761.362683975032,16043.565509343094,3032,49,10649,4013,110.0,7.0,0.0027435610302351623,0.006159014557670772,0.0003919372900335946,0.004910734683115786,0.768120824209758,0.8117471993710869
jacksonville beach,610,2.870048130322103,95.90089003976676,76.94084735882065,29294.636994586137,16172.613649760951,534,16,1430,710,10.0,1.0,0.005923731951129212,0.0037023324694557573,0.00037023324694557573,0.005929832500585599,0.7314711359404097,0.7929170549860205
jacmel,736,2.711375212224109,125.62668826866035,100.88526918688683,61335.01704331796,30667.508521658987,116,0,411,62,0.0,0.0,0.0,0.0,0.0,0.0040964099897432575,0.8947368421052632,0.8456947996589941
jacobabad,6185,2.8885135135135136,66.77661963617393,58.203945493692146,37476.87800402106,19837.49620888383,38,0,216,41,1.0,0.0,0.0,0.0033783783783783786,0.0,0.0033661818473981284,0.8581081081081081,0.8620102214650767
jacona de plancarte,102,3.0099750623441395,309.41969849202366,270.8386887049883,69001.02834332186,36560.47967247242,200,2,988,410,4.0,0.0,0.0012468827930174563,0.0024937655860349127,0.0,0.008463228635509282,0.7415730337078652,0.9227883713660519
jada,2999,2.858490566037736,221.8862172192972,184.20742561602034,80781.9490372444,40390.974518622155,54,0,202,61,1.0,0.0,0.0,0.0031446540880503146,0.0,0.005493460355035434,0.8050314465408805,0.8954041204437401
jadcherla,8039,2.811224489795918,475.81595637341684,404.2007996743567,89866.48512566411,46927.32806245255,118,0,578,88,0.0,0.0,0.0,0.0,0.0,0.010139421442025936,0.8877551020408163,0.8112603966730646
jaen,1702,2.9021538461538463,260.2452903988842,231.5782707180225,44953.66690241532,29350.83155776264,179,9,1234,198,5.0,0.0,0.005538461538461538,0.003076923076923077,0.0,0.008866709274887823,0.8743811881188119,0.5785559343043074
jaen,468,3.0786860198624906,313.99385434140686,268.41797021240205,76783.99453377508,38984.35602815248,190,0,638,479,2.0,0.0,0.0,0.0015278838808250573,0.0,0.008054355293560751,0.6325439266615738,1.0015308075009568
jaffna,8807,2.49833729216152,201.2111837647872,143.7632400865748,61902.26003450169,30979.701575202966,1202,0,2722,280,6.0,0.0,0.0,0.0014251781472684087,0.0,0.006494936152833775,0.9320665083135392,0.7370172311348782
jagdalpur,8786,2.8181818181818183,126.71198669623877,106.64615889096929,41849.054387535536,20924.527193767768,162,0,723,138,0.0,0.0,0.0,0.0,0.0,0.006055667854420104,0.8651026392961877,0.895639392454679
jagraon,6632,2.6586620926243567,99.51782838401098,76.98548988197076,39593.21359935434,21627.48741296832,132,0,386,65,0.0,0.0,0.0,0.0,0.0,0.004601451221945361,0.888507718696398,0.7579672695951766
