city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
berdiansk,4037,3.091908091908092,44.21097001122659,39.75012288721672,21379.352064945237,11557.397122109416,101,4,603,288.0,5.0,0.003996003996003996,0.004995004995004995,0.003825339697521561,0.7061183550651956,0.9321266968325792,0.0,0.0
berdsk,6040,2.9660804020100504,51.400521588129486,43.26425812066175,24754.319302134052,12715.961604395277,126,1,443,226.0,0.0,0.001256281407035176,0.0,0.004042204843585158,0.7157232704402515,0.9148264984227129,0.0,0.0
berdychiv,3465,2.749209694415174,55.6249796807415,45.074403977334256,24253.91136552159,12313.702631140379,180,1,645,123.0,0.0,0.001053740779768177,0.0,0.004517323614756647,0.870253164556962,0.8112109994711793,0.0,0.0
berekum,1736,2.9300291545189503,196.6180852759838,176.6505537780826,55923.961712166856,28276.33997483602,209,0,1575,274.0,0.0,0.0,0.0,0.00695344890643415,0.8668610301263362,0.92434930673802,0.0,0.0
berezniki,4884,3.0093632958801497,26.155137063505656,22.481662756833515,14768.990633363857,8010.185876953539,75,2,302,153.0,2.0,0.003745318352059925,0.003745318352059925,0.0032652347230490318,0.7086466165413534,0.8725212464589235,0.0,0.0
bergamo,2631,2.663829047949965,156.46660307347636,125.6408338091744,33658.53841078774,19363.229022552754,2268,203,8194,826.0,20.0,0.017633773453787353,0.0017373175816539264,0.00808060488729625,0.9251038995490317,0.6107548755140848,1.0,8.686587908269631e-05
bergen,2154,2.3648271044359066,245.1972755177231,161.352311238348,58961.97931911868,32465.611616138496,1958,48,3398,317.0,5.0,0.008382815228781,0.0008732099196646874,0.0075525229099899895,0.9432898908066221,0.54832173376795,0.0,0.0
berhampore,9619,2.720496894409938,9.898424385498688,8.053997481368498,9878.409709910336,4939.204854955151,60,0,234,26.0,2.0,0.0,0.006211180124223602,0.0020040522060080796,0.9130434782608695,0.8685446009389671,0.0,0.0
berkane,1765,3.1512036108324977,786.7063510169718,757.3133604699484,142129.48207269865,75025.75454715615,149,2,2935,901.0,1.0,0.0005015045135406219,0.00025075225677031093,0.010485817247229431,0.7737079779227296,0.988954437052843,0.0,0.0
bern,2384,2.777668227754498,123.3945590368763,103.83757075471918,37396.92698016136,20735.82988335244,643,77,2896,421.0,20.0,0.018979541533152577,0.004929751047572098,0.005950789514141531,0.8891959798994975,0.7605279698302954,0.0,0.0
berrechid,1579,3.128060263653484,419.63754763454426,401.4611566823889,73379.38142983119,41410.40188453034,115,4,1962,574.0,0.0,0.0015065913370998117,0.0,0.01013362654157935,0.7834779328555262,0.9006985085897677,0.0,0.0
berrouaghia,2098,2.882689556509299,235.1486265007435,203.862757738842,61471.431685435266,33915.98899254559,93,0,505,98.0,3.0,0.0,0.004291845493562232,0.006933267567471701,0.8555078683834049,0.823402727925341,0.0,0.0
bertoua,3106,2.7196671046868155,197.82979721829435,159.9622451445341,56557.870686083035,28416.310893175683,437,0,1614,231.0,0.0,0.0,0.0,0.0069618395562319165,0.8983793254489707,0.8305196228897171,1.0,0.0004380201489268506
beruniy,5898,2.912242686890574,124.10484254568728,106.22191290475942,56396.84581272566,28559.478314606327,133,0,606,183.0,1.0,0.0,0.0010834236186348862,0.004345487028109182,0.800650054171181,0.9054861488321564,0.0,0.0
besancon,2258,2.751310861423221,107.01609458751153,89.90153564037018,26718.194337762554,16299.968227029321,427,73,1914,249.0,7.0,0.027340823970037453,0.0026217228464419477,0.006565417373639586,0.9014247208317289,0.5704374638658701,0.0,0.0
besuki,12663,2.3428184281842817,169.614104825984,111.00760519098952,47057.63933559214,23678.12903370736,255,2,454,27.0,0.0,0.0027100271002710027,0.0,0.007163323782234959,0.9633152173913043,0.6421267893660532,0.0,0.0
bethamcherla,8114,2.5822784810126582,75.18640395738903,55.20014467757676,43711.47371101449,21855.736855507253,21,0,49,9.0,0.0,0.0,0.0,0.0034401221269482578,0.8860759493670886,0.8235294117647058,0.0,0.0
bethlehem,3690,3.116079105760963,161.70496737746075,156.42140008567785,58256.61601810551,29700.80185185046,38,0,914,211.0,0.0,0.0,0.0,0.005444464704490326,0.8185726569217541,0.975872468763464,0.0,0.0
bethuadahari,9687,2.2,15.705812583032111,9.423487549819267,23500.059758658874,11750.029879329442,12,0,18,0.0,0.0,0.0,0.0,0.0013366615016581064,1.0,0.6727272727272727,0.0,0.0
bettiah,8686,2.7426470588235294,51.13735615115263,41.36109688696168,52263.84968950722,26131.924844753612,26,0,93,17.0,0.0,0.0,0.0,0.001956892056553547,0.875,0.8726591760299626,0.0,0.0
