city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
ozizza,2677,2.546236559139785,346.83524683772725,261.0587879423754,126290.6309137137,63361.0339274505,115,1,329,20,0.002150537634408602,0.005473951817687503,0.9568965517241379,0.6944745395449621,0.0,0.0,0.0,0.0,0.0,0.0
ozoro,2425,2.857142857142857,84.07097871332088,74.67173885717321,38067.878312233435,19059.897637334445,36,0,260,26,0.0,0.0044108830127525455,0.9192546583850931,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
ozu,2495,2.643059490084986,49.836490699457705,39.10682131373877,32568.159237103126,17301.922951244276,76,0,251,26,0.0,0.00288040183972,0.9263456090651558,0.746077032810271,0.0,0.0,0.0,0.0,0.0,0.0
paardekraal,3649,2.794175715695953,295.80515984482673,254.3398758389379,82495.59221840215,42105.19729331872,284,0,1591,151,0.0,0.007025383536007449,0.9254689042448174,0.85470719051149,0.0,0.0,0.0,0.0,0.0,0.0
paarl,3302,2.8251210481344344,267.7820281909218,225.83383237633706,73005.61874780901,39220.316843873814,550,9,2458,493,0.002563372258615779,0.006827635514952479,0.8589377498572245,0.8021145877982568,1.0,0.0002848191398461977,0.0,0.0,0.0,0.0
pabbi,6229,2.50990099009901,76.11833914666288,53.50893147933727,65422.806236132754,34948.4496975409,60,0,121,21,0.0,0.002178017617531654,0.8960396039603961,0.6340852130325815,0.0,0.0,0.0,0.0,0.0,0.0
pabianice,3154,2.864678899082569,82.16474369569426,70.00963826364774,28331.04850644267,15121.2520198817,129,10,584,148,0.011467889908256881,0.005433726227673644,0.8271461716937355,0.803955788248982,1.0,0.0011467889908256881,0.0,0.0,0.0,0.0
pabna,9769,2.5622641509433963,18.801748552072173,13.941673926347857,13500.95459026276,6760.8364732461305,137,1,349,43,0.0018867924528301887,0.002780979635652207,0.9187145557655955,0.7283950617283951,0.0,0.0,0.0,0.0,0.0,0.0
pacajus,1413,3.0305059523809526,237.56997961168656,210.34841944784748,62367.00644840737,32403.96225341446,154,0,841,349,0.0,0.007331510194764945,0.7403273809523809,0.9209839731643682,0.0,0.0,0.0,0.0,0.0,0.0
pachora,7236,2.6036585365853657,131.25428789596046,101.64204001699376,42714.79680525564,21357.398402627787,74,0,236,18,0.0,0.006145612186539119,0.9451219512195121,0.7972350230414746,0.0,0.0,0.0,0.0,0.0,0.0
pachuca,175,2.8250304692260815,321.06701128509036,265.72159335866144,57437.742475543186,33809.665110850125,2263,34,8640,2127,0.0025898842169408895,0.00949630853285365,0.8326714525736979,0.7150059198716725,57.0,0.004341864716636197,6.0,1.0,0.0004570383912248629,7.617306520414382e-05
pacitan,12469,2.878504672897196,223.0891948700923,195.6169685639347,73323.33583119385,36721.75010378202,224,0,1369,225,0.0,0.006075124258500852,0.8757559098405717,0.9243049821084504,1.0,0.0005497526113249038,0.0,0.0,0.0,0.0
padang sidempuan,10823,2.4572877736252003,369.94809436131726,259.43770525552065,74432.38106703236,37471.479260030246,1119,0,2422,205,0.0,0.009872791297992078,0.9452749599572877,0.713904100440764,0.0,0.0,0.0,0.0,0.0,0.0
paderborn,2448,2.5615238095238095,101.6867702044143,74.8027250532282,27270.579884899038,14441.651096741978,694,37,1623,268,0.014095238095238095,0.007041214991501543,0.8952859350850078,0.6776252175594663,3.0,0.001142857142857143,0.0,0.0,0.0,0.0
padi meena,6926,2.723001830384381,445.1499933081707,366.1148206097707,119988.44979877559,64964.36219107016,291,0,1220,128,0.0,0.00685221832854937,0.9219035997559487,0.7952948365413993,0.0,0.0,0.0,0.0,0.0,0.0
padmanabhapuram,8219,2.638121546961326,129.3276729157391,99.31793665904826,130109.35473621401,65073.69657434797,84,0,241,37,0.0,0.001987403201660439,0.8977900552486188,0.7858136300417247,0.0,0.0,0.0,0.0,0.0,0.0
padrauna,8555,2.7554585152838427,198.69728377149414,161.38731345632274,133976.91036246045,66988.45518123021,43,0,156,30,0.0,0.0029661421991884957,0.868995633187773,0.869757174392936,0.0,0.0,0.0,0.0,0.0,0.0
padua,2845,2.610531803962461,160.5257049448304,125.35316714344094,33826.01125819371,20518.982031221865,1681,116,5391,479,0.015119916579770595,0.00782327820651985,0.9359449444150344,0.5610644072284372,4.0,0.0005213764337851929,1.0,0.0,0.00013034410844629823,0.0
paechon,12322,2.627906976744186,61.27468727576398,47.024760002330495,33221.88999727553,16610.944998637755,20,0,58,8,0.0,0.0036888140488568863,0.9069767441860465,0.8083832335329342,0.0,0.0,0.0,0.0,0.0,0.0
pagadian,12985,2.7305164319248827,276.24859848319426,213.73600483582354,69498.2950582977,36227.22019462934,241,0,629,195,0.0,0.007625442885185762,0.8169014084507042,0.7948235294117647,0.0,0.0,0.0,0.0,0.0,0.0
