city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
saarbruecken,2325,2.6739247311827956,99.48953007783189,78.92301162894674,29105.868572022468,17122.508642218927,769,50,2550,333,12.0,6.0,0.013440860215053764,0.0032258064516129032,0.0016129032258064516,0.005810452904810969,0.9043596730245231,0.6234492160872529,0.0,0.0
saatli,5461,2.661596958174905,110.11617050753776,86.66938135003923,71848.355253628,36341.85454193906,56,0,184,23,0.0,0.0,0.0,0.0,0.0,0.0030300096650395765,0.9125475285171103,0.763915547024952,0.0,0.0
sabanalarga,620,3.0567802271209086,441.2253712169533,380.50898746899577,87532.28983528545,44505.8025150906,206,1,800,482,8.0,0.0,0.0006680026720106881,0.005344021376085505,0.0,0.009913884174256756,0.6724598930481284,0.9989956478071644,0.0,0.0
sabana de parra,795,3.046808510638298,291.5869538939246,246.91831414847232,86527.33542714412,47288.29478349952,72,0,236,158,4.0,0.0,0.0,0.00851063829787234,0.0,0.0061661549698271015,0.6553191489361702,0.9411764705882353,0.0,0.0
sabha,3090,3.046821867643212,325.50608360887543,304.90119942542054,69090.54171616537,38625.98851826392,242,0,2927,645,9.0,0.0,0.0,0.0023541721161391576,0.0,0.008427126297491727,0.8289301595605545,0.8354927365528072,0.0,0.0
sabirabad,5468,2.6510416666666665,100.37088424835324,79.72166587434306,49058.066419763716,24642.835757226218,79,0,281,24,0.0,0.0,0.0,0.0,0.0,0.004073024924451751,0.9375,0.765399737876802,0.0,0.0
sabzevar,5896,2.6517318080711787,433.28841468112967,335.2581155858121,65729.18054522453,36892.3401404626,1424,5,4215,641,7.0,2.0,0.0007944073721004131,0.0011121703209405784,0.00031776294884016526,0.0117446714692384,0.8966449356018444,0.6889366101964527,0.0,0.0
sachse,339,2.9351351351351354,67.46157758108694,57.80888762512856,26928.223028977656,15150.259440911466,450,6,2018,641,29.0,1.0,0.0019077901430842607,0.009220985691573928,0.0003179650238473768,0.00445283315735934,0.7862376553042371,0.7706041766300016,0.0,0.0
sadabad,7263,2.4782608695652173,45.698708916172436,32.78385639638457,52826.17163309565,26413.085816547846,13,0,31,2,0.0,0.0,0.0,0.0,0.0,0.001730154107459194,0.9565217391304348,0.7701149425287356,0.0,0.0
sadasivpet,7932,2.7817460317460316,431.7799931686967,346.9660659391313,86425.13226490747,47046.77718367661,99,0,317,88,0.0,0.0,0.0,0.0,0.0,0.009177674200359627,0.8253968253968254,0.8005982053838484,0.0,0.0
sadat city,3820,3.0354430379746837,226.77040091700846,214.1401507393523,75789.43535082504,48600.89879214693,66,2,941,176,0.0,0.0,0.0016877637130801688,0.0,0.0,0.004665971341123647,0.8512256973795436,0.6632782719186785,0.0,0.0
sadiqabad,6305,2.818739054290718,270.48992885776124,219.32896157818467,73502.63151284418,39476.36453142043,432,0,1403,448,1.0,0.0,0.0,0.00043782837127845885,0.0,0.006851946273889281,0.803415061295972,0.8560157790927022,0.0,0.0
safadasht,5738,2.6652587117212247,250.88849185288103,198.96225700265433,69414.58672988437,40952.20690040546,196,2,675,71,3.0,0.0,0.0021119324181626186,0.0031678986272439284,0.0,0.006126372931818652,0.9216931216931217,0.6259946949602122,0.0,0.0
safi,1547,3.03974801259937,458.1606200910366,429.22922350211707,75579.20683751345,39742.520105762174,421,2,5141,1097,6.0,0.0,0.0002999850007499625,0.0008999550022498875,0.0,0.01152822264093436,0.8345086271567892,0.9548217636022515,0.0,0.0
safur,3962,2.7726657645466846,273.41721081705685,231.97914909647452,87972.68832761038,43986.34416380523,112,0,571,56,0.0,0.0,0.0,0.0,0.0,0.0062159567023540455,0.9242219215155616,0.8608282416836388,0.0,0.0
saga,12746,2.8783570300157977,188.41520354207955,161.40307128071507,42191.83810911827,21913.372181640083,726,6,3517,795,14.0,5.0,0.001184834123222749,0.002764612954186414,0.0009873617693522906,0.008598183884265037,0.8388691182285488,0.8786470180991,1.0,0.00019747235387045813
sagamu,2175,2.752528256989887,91.4379376374449,75.7177924993,30931.921833373955,16372.723665162128,289,0,1230,162,0.0,0.0,0.0,0.0,0.0,0.005584772546549875,0.9036287923854849,0.8025022341376229,0.0,0.0
sagar,7673,2.5858343337334935,86.82913098377229,65.98180061551963,37415.41147453239,18860.16700701689,200,0,579,53,1.0,0.0,0.0,0.0012004801920768306,0.0,0.004603836803325637,0.9351740696278511,0.7874774232390126,0.0,0.0
sagara,7495,2.9243027888446216,253.02778565275486,222.2813814200496,102812.85827039304,51637.048588616795,61,0,357,84,0.0,0.0,0.0,0.0,0.0,0.004900120990039194,0.8326693227091634,0.94994994994995,0.0,0.0
saginaw,781,3.16160650251016,63.19539107203568,56.56312315890547,27222.765012875865,14455.87909800326,439,0,2207,1521,15.0,1.0,0.0,0.0035859431030360986,0.0002390628735357399,0.004371604842818908,0.6325603633755678,0.9796675038870949,0.0,0.0
