city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
shengzhou,10887,2.8906882591093117,94.35004208437044,77.73373912619184,47165.034835099315,27817.205718456004,87,0,287,120.0,0.0,0.003391787192405584,0.757085020242915,0.7761953204476093,0.0,0.0,0.0,0.0,0.0,0.0
shengzhou,12504,3.0625,30.080959788273073,26.408284465286247,20259.276544312946,14522.13279625052,84,2,394,203.0,0.0029069767441860465,0.002071387186050227,0.6967930029154519,0.6934893928310168,5.0,0.007267441860465116,0.0,0.0,0.0,0.0
shenmu,10307,3.0298013245033113,28.341517711871816,25.056904732019124,26474.925366151794,15069.651476291468,35,1,188,76.0,0.0033112582781456954,0.0018807016045766214,0.7408637873754153,0.8224455611390284,2.0,0.006622516556291391,0.0,0.0,0.0,0.0
shenqiu,11377,3.1824817518248176,10.023071603272973,8.998816110967704,15249.733395502684,8633.798815763976,14,3,64,56.0,0.021897810218978103,0.0011609109520796803,0.582089552238806,0.844106463878327,0.0,0.0,0.0,0.0,0.0,0.0
shenquan,12474,2.3461538461538463,10.149247074903075,5.855334850905621,15531.321753994647,7765.660876997326,22,0,20,10.0,0.0,0.0013069392593444522,0.8076923076923077,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0
shenxian,11121,3.273209549071618,22.164330172863135,20.22421639115363,20410.093577733805,12746.53843317582,33,1,176,164.0,0.002652519893899204,0.0017388509271799887,0.5558510638297872,0.8340026773761714,3.0,0.007957559681697613,0.0,0.0,0.0,0.0
shenyang,11334,3.1740346950195857,19.74573150722183,17.952925163043464,12809.68746120646,8775.442203342338,649,45,3986,2372.0,0.00629546726357023,0.002250112421651093,0.6525411797831902,0.7110062671642842,75.0,0.010492445439283717,19.0,2.0,0.0026580861779518746,0.0002797985450475658
sheopur,7151,2.6333333333333333,25.98412650545854,19.92116365418488,41447.73231265812,20723.86615632906,7,0,20,3.0,0.0,0.0012538262074001574,0.9,0.8545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
sheqi,11124,3.0136986301369864,7.583901602145444,6.337232845628384,13588.61423035429,7024.0379352859,12,0,36,25.0,0.0,0.0010797068113836655,0.6575342465753424,0.9361702127659575,0.0,0.0,0.0,0.0,0.0,0.0
sherbrooke,1041,2.964146531566641,72.65258391006779,64.13020364626016,29178.73743196046,16242.147755239588,301,25,1720,507.0,0.009742790335151987,0.004473089704939462,0.7953561589925227,0.8028363206618081,11.0,0.004286827747466875,2.0,0.0,0.000779423226812159,0.0
sherkot,7208,2.4,12.747215642626637,8.923050949838645,18741.830896782765,9370.915448391383,6,0,14,0.0,0.0,0.0013602956629829408,1.0,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
sherobod,6011,2.6776470588235295,61.22997499527179,47.97548629041296,33512.91173786963,17411.637347540483,92,0,286,47.0,0.0,0.0035166121240126193,0.8894117647058823,0.7917159763313609,0.0,0.0,0.0,0.0,0.0,0.0
shevgaon,7289,2.6285714285714286,65.91355371830792,51.789220778670504,53696.49913555227,26848.249567776114,15,0,52,2.0,0.0,0.0024550410093557413,0.9571428571428572,0.8518518518518519,1.0,0.014285714285714285,0.0,0.0,0.0,0.0
shexian,12259,2.9368421052631577,24.553897453837205,19.772349002300484,22269.70122920179,12902.441818364812,37,0,91,62.0,0.0,0.0019030426797885793,0.6736842105263158,0.752,0.0,0.0,0.0,0.0,0.0,0.0
sheyang,12076,3.2348754448398576,9.111549040165636,8.10636035601925,10307.198282148769,6121.388029253272,31,3,117,129.0,0.010676156583629894,0.001488477612695486,0.5323741007194245,0.7967332123411979,1.0,0.0035587188612099642,0.0,0.0,0.0,0.0
shibin al kom,3877,2.7875075620084693,434.20601296431175,366.82921784915993,95439.6209478194,49188.02829651536,1026,0,4941,643.0,0.0,0.008827473432088602,0.9024500907441017,0.8324381571979727,2.0,0.00030248033877797946,0.0,0.0,0.0,0.0
shibpur,9949,2.3902439024390243,25.510209337266975,16.79940614893191,22983.968979410478,11491.98448970524,42,0,72,9.0,0.0,0.002219826293719727,0.926829268292683,0.6390041493775933,0.0,0.0,0.0,0.0,0.0,0.0
shicheng,12299,2.393939393939394,9.33795548936186,5.9423353114120925,12630.240719992955,6315.120359996481,12,0,17,4.0,0.0,0.0014786662734907975,0.8787878787878788,0.7213114754098361,0.0,0.0,0.0,0.0,0.0,0.0
shieli,5950,2.8051948051948052,166.14793233752317,132.48679279901197,83163.17423028151,41581.587115140814,78,0,226,81.0,0.0,0.00399570925172851,0.7896103896103897,0.8496732026143791,0.0,0.0,0.0,0.0,0.0,0.0
shifang,10308,3.4094292803970223,46.99898823014738,43.85017264152709,27851.375459804953,19268.090303315428,27,1,162,206.0,0.0024813895781637717,0.0024392136164143024,0.4701492537313433,0.7421777221526908,7.0,0.017369727047146403,0.0,0.0,0.0,0.0
