city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
caucasia,592,3.1476683937823835,328.3646690455351,291.50162329776344,71459.29604257438,36749.61305189175,130,3,593,430,2.0,0.0025906735751295338,0.0017271157167530224,0.008935187115626839,0.625974025974026,1.0377440347071583,0.0,0.0,0.0,0.0
cawit,12941,2.437254901960784,317.79245820944084,221.83159827953125,65682.57406023238,32841.287030116146,154,0,335,21,0.0,0.0,0.0,0.009676614010833938,0.9588235294117647,0.7083743842364532,0.0,0.0,0.0,0.0
caxias,1331,3.057764441110278,188.64186575406734,173.07502011794776,48667.329949496,26246.87378445718,220,0,1853,592,1.0,0.0,0.00037509377344336085,0.007187212744009798,0.777569392348087,0.8796696076590952,0.0,0.0,0.0,0.0
caxias do sul,1208,2.918905775075988,160.94618514518038,136.3688710366884,42329.43349612477,23307.177946314823,1256,17,5130,1783,38.0,0.0020668693009118543,0.004620060790273556,0.0069054342621787945,0.7780214424951267,0.8017183596368289,1.0,0.00012158054711246201,0.0,0.0
caxito,3100,2.9389830508474577,253.82327509902447,232.74303699758005,84073.87781833358,42467.21646833874,49,0,479,62,0.0,0.0,0.0,0.005976922817351624,0.8949152542372881,0.9319148936170213,0.0,0.0,0.0,0.0
cayenne,1104,2.719448094612352,141.3139915072905,111.9741614702972,31905.127807972094,18486.13909790817,316,6,991,207,2.0,0.003942181340341655,0.001314060446780552,0.0076443215513444405,0.8621372031662269,0.6316484968615791,0.0,0.0,0.0,0.0
cay xang,11899,2.6065808297567954,405.2991437999176,300.93026556817915,100825.89575410643,50426.11111190669,180,0,434,85,0.0,0.0,0.0,0.008037485637162644,0.8783977110157367,0.7745872218234028,0.0,0.0,0.0,0.0
cazombo,3496,2.772727272727273,21.785255402834473,16.834060993099364,24450.510420124316,12225.25521006216,15,0,36,15,0.0,0.0,0.0,0.0017819877809097863,0.7727272727272727,0.9212598425196851,0.0,0.0,0.0,0.0
ca mau,11612,2.6750115901715343,326.107809230425,248.24711300712,86127.09815652928,47026.83003634129,515,4,1305,333,0.0,0.0018544274455261937,0.0,0.006934505451003525,0.8453320947515095,0.6784468728202744,0.0,0.0,0.0,0.0
cedar rapids,518,2.9758948137326517,57.28124076986512,49.446388809195106,24721.36334007004,13447.591869479658,749,12,3354,1345,15.0,0.002191380569758948,0.002739225712198685,0.004259590960658859,0.7509150805270863,0.8801611278952669,1.0,0.00018261504747991235,0.0,0.0
celaya,132,2.9715020968356844,244.2492721579,211.44835484275694,49029.256639399595,29675.118933678954,1409,31,6565,2428,56.0,0.0029546321006481127,0.00533739992375143,0.008230776520349379,0.7622598221967307,0.7523545441506908,2.0,0.00019062142584826535,1.0,9.531071292413267e-05
center township,820,2.989308176100629,81.5025955417942,68.58520304083058,29399.59773352869,16490.6625621186,504,14,1696,946,18.0,0.00440251572327044,0.005660377358490566,0.004942348146096765,0.6948831332912192,0.8512723249565355,2.0,0.0006289308176100629,0.0,0.0
centurion,3707,2.7657756354075373,112.87759784476093,91.83052602927198,34213.83883747947,20084.402246204598,851,40,3005,663,5.0,0.008764241893076249,0.0010955302366345311,0.005620162176650874,0.852343059239611,0.6162777839212651,0.0,0.0,0.0,0.0
cenxi,11813,2.9076305220883536,15.060001342816493,12.822169817980308,15784.827655397035,12401.93644773935,37,2,157,53,0.0,0.008032128514056224,0.0,0.0012143266018398006,0.7854251012145749,0.5644171779141104,0.0,0.0,0.0,0.0
cerete,571,3.0017421602787455,291.49286235969953,253.91364317046998,64452.933132501385,33782.7734923647,148,0,705,292,3.0,0.0,0.002613240418118467,0.008628446756320358,0.7430313588850174,0.9301615015277171,0.0,0.0,0.0,0.0
cerignola,3077,3.064534231200898,366.642266917268,332.8996564939055,51155.09073138531,29948.675046642806,164,4,1170,441,3.0,0.002244668911335578,0.0016835016835016834,0.01224235350466257,0.750281214848144,0.7426077161362996,0.0,0.0,0.0,0.0
ceske budejovice,2939,2.83826565726084,83.64608194785842,69.54195938954781,23357.903168867437,13268.773431528854,245,43,876,280,9.0,0.029593943565037854,0.006194081211286993,0.006303979970680723,0.7950354609929078,0.7143872113676731,0.0,0.0,0.0,0.0
ceuta,1654,2.8975664968873796,228.17218632036264,203.50841292636758,47696.30366864799,27625.287218563164,191,16,1343,217,0.0,0.009054895302773062,0.0,0.008259540779255298,0.876070816676185,0.7220474692593651,0.0,0.0,0.0,0.0
ceyhan,4292,3.1821596244131456,199.61474988478236,187.5254058776758,47542.12493006094,26835.961064132865,129,1,1360,633,7.0,0.00046948356807511736,0.0032863849765258214,0.007438330582152094,0.6993893846876468,0.9433341170938161,0.0,0.0,0.0,0.0
ceylanpnar,4615,3.1483282674772037,259.66477362169366,246.08959396730725,63261.91727721196,33620.75969640991,86,1,1146,407,5.0,0.0006079027355623101,0.00303951367781155,0.007723346407589393,0.7493917274939172,1.000913798355163,0.0,0.0,0.0,0.0
