city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
enerhodar,3757,2.7027027027027026,5.697586405659704,4.6196646532375985,7021.436313874556,3601.6374690000052,21,0,81,9,0.0,0.0015819433395781613,0.918918918918919,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.0
engels,4570,2.8934169278996866,46.448648609026286,38.55674655695975,19589.333090004795,10289.346429094547,271,2,948,374,0.0012539184952978057,0.004514246743377822,0.7652228499686127,0.8648223828984596,0.0,0.0,0.0,0.0,0.0,0.0
enping,12067,2.9713774597495526,34.87135813482476,29.75606051934063,20763.18103962828,12293.197450384303,82,1,332,139,0.0017889087656529517,0.002836638578007598,0.7419354838709677,0.8037803780378038,5.0,0.008944543828264758,0.0,0.0,0.0,0.0
enschede,2298,2.7769985974754556,173.75964271712465,143.053170091097,42371.56901220804,23448.773939811566,756,29,2921,559,0.006778868630201029,0.0074101803003914744,0.8653800894328078,0.7701636641940421,11.0,0.002571294997662459,2.0,0.0004675081813931744,0.0,0.0
ensenada,20,3.0147932076257944,235.94956685439652,203.94557310041964,59524.868603670584,32600.202544586493,1302,9,5582,2657,0.0009375976664235858,0.0072376718068451916,0.7178310740354535,0.8657627118644068,49.0,0.005104698406083967,0.0,0.0,0.0,0.0
enshi,10927,2.993258426966292,44.27177516861182,37.80511137993818,27733.631828410726,18746.53638299532,65,5,248,122,0.011235955056179775,0.00236159759137,0.7113636363636363,0.568,5.0,0.011235955056179775,0.0,0.0,0.0,0.0
entebbe,4428,2.540471092077088,192.32439619945706,143.06958295437127,62538.34284076221,32678.731087063083,598,12,1591,133,0.005139186295503212,0.005885307960308006,0.9423159707275075,0.7177332471450119,1.0,0.00042826552462526765,0.0,0.0,0.0,0.0
enugu,2593,2.6677975426370804,259.2804793781,200.77238660811062,69917.45845558542,37098.77856022187,2461,4,7164,1254,0.00036677058499908307,0.00698892226214979,0.8828655292606861,0.7448965548878389,20.0,0.0018338529249954153,3.0,0.0002750779387493123,0.0,0.0
enwan,2412,2.780821917808219,171.9247724108648,148.03698602892467,60879.34011420698,30464.94585845328,71,0,410,30,0.0,0.005643363792920047,0.9412915851272016,0.8633235004916421,0.0,0.0,0.0,0.0,0.0,0.0
en nahud,3842,3.3120281831907397,436.67087831103504,420.4083493754454,110603.03236097409,55301.51618048686,74,0,1156,748,0.0,0.007896182753577275,0.619023653749371,1.129755605946082,7.0,0.0035228988424760945,2.0,0.0010065425264217413,0.0,0.0
epe,2200,2.7635135135135136,74.03280400421224,61.90242902379232,34414.98481173296,18826.50779308822,97,2,439,52,0.0033783783783783786,0.003932370507470956,0.9084745762711864,0.7676595744680851,2.0,0.0033783783783783786,0.0,0.0,0.0,0.0
erbaa,4259,3.192953020134228,249.00084945807978,234.37831635232007,98148.63851033164,56081.28400063508,35,1,383,168,0.0016778523489932886,0.00443999908160555,0.7025210084033613,0.920675105485232,9.0,0.015100671140939598,0.0,0.0,0.0,0.0
ercis,4874,2.5639412997903563,135.000083199214,97.07553152480169,44717.828596890664,25900.07459403488,268,2,572,106,0.0020964360587002098,0.005212343412721532,0.8823529411764706,0.6266456029489205,3.0,0.0031446540880503146,2.0,0.0020964360587002098,1.0,0.0010482180293501049
erd,3190,3.06426400347373,108.08560014943102,96.30553691126029,39301.33899523466,20358.9825245115,251,7,1399,637,0.00303951367781155,0.005308988306232876,0.7186411149825784,0.9215173315892741,7.0,0.00303951367781155,2.0,0.0008684324793747286,0.0,0.0
erdaojiang,11732,2.608695652173913,13.219832010777791,9.771180181879238,14174.265180418755,8896.337873022116,18,0,42,9,0.0,0.0014859858291653406,0.8695652173913043,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0
erechim,1164,3.059309309309309,255.99490907336968,221.78537918218365,66016.11696267538,36973.30551103921,356,7,1477,774,0.002627627627627628,0.006923776641959607,0.6898757997741815,0.7973252966660388,47.0,0.017642642642642644,3.0,0.0011261261261261261,0.0,0.0
eregli,3701,2.8506304558680893,85.75867005277475,73.4480171257033,29745.64341626607,16375.2395771799,148,5,735,139,0.004849660523763337,0.005237094068063942,0.8606237816764133,0.756228627259404,4.0,0.0038797284190106693,0.0,0.0,0.0,0.0
eregli,4107,2.8574521833273185,388.48877611166256,332.40955906198195,88172.78432395251,48422.91642116708,400,2,1968,395,0.0007217610970768675,0.008022828958353337,0.8551823763091368,0.7984818362551961,6.0,0.0021652832912306026,0.0,0.0,0.0,0.0
erenhot,10153,3.260204081632653,25.533965417968485,23.319284743961013,21618.72929116633,11405.103780828138,17,0,95,83,0.0,0.0022388192083697494,0.5714285714285714,0.9483204134366925,1.0,0.00510204081632653,0.0,0.0,0.0,0.0
erfurt,2713,2.743008849557522,85.54090684421733,68.9474849147904,24504.305100114823,14536.783919707466,548,63,1790,415,0.022300884955752213,0.0058844450957443095,0.8464880521361332,0.6791085341547382,9.0,0.003185840707964602,0.0,0.0,0.0,0.0
