city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
brasov,3423,2.826711749788673,98.62480416599942,86.41133518010008,27593.096479305696,16237.576002947357,293,38,1824,208,3.0,0.016060862214708368,0.001267962806424345,0.006073862511750373,0.9093642611683849,0.6559879595785852,0.0,0.0,0.0,0.0
brass,2428,2.4705882352941178,10.278499350986134,7.255411306578448,13308.448596019412,6654.2242980097035,5,0,11,1,0.0,0.0,0.0,0.0015446577828854462,0.9411764705882353,0.896551724137931,0.0,0.0,0.0,0.0
bratislava,3069,2.7442586808745175,75.03444701365237,61.083526495956946,20745.409987007297,13389.784841874896,1012,145,3560,684,33.0,0.026639720742237735,0.006062832996509278,0.0056038575600551414,0.8629671574178935,0.5835143045982438,9.0,0.001653499908138894,0.0,0.0
bratsk,6876,2.9080459770114944,29.21038370992751,25.629033983039847,16740.497820241028,9424.761976569765,64,1,379,75,3.0,0.0019157088122605363,0.005747126436781609,0.0030993232277425555,0.8502879078694817,0.7415621986499518,0.0,0.0,0.0,0.0
brazzaville,3211,3.136150784359635,233.91335288358073,204.99594470691704,60834.503733464444,31070.29194986151,2112,1,8429,6535,5.0,5.853430110044486e-05,0.0002926715055022243,0.007528521240194634,0.6170461862670491,1.0229208746816545,2.0,0.00011706860220088972,0.0,0.0
breda,2169,2.822744360902256,165.30155549432604,138.85952095942537,36712.941756338885,21895.785843445083,851,41,3648,762,16.0,0.007706766917293233,0.0030075187969924814,0.007549468956091941,0.852244743322599,0.7335354875390884,2.0,0.00037593984962406017,0.0,0.0
bredene,2075,2.857142857142857,119.57132188947236,102.2642045768519,31158.64163175209,17925.501685324918,307,28,1451,331,4.0,0.013201320132013201,0.001885902876001886,0.006670458879673191,0.8399426660296225,0.7567567567567568,0.0,0.0,0.0,0.0
bremen,2439,2.821353065539112,83.08208430680847,69.61982570499549,25580.35824553634,16116.6235851713,1073,148,4342,1012,42.0,0.02234974327997584,0.006342494714587738,0.005155055205437151,0.8364226135310473,0.6296067372324808,5.0,0.0007550588945937784,0.0,0.0
bremerhaven,2417,2.9181598062953995,69.60536472972635,60.437006760483946,24241.065730542705,13068.925914375346,272,30,1371,381,9.0,0.014527845036319613,0.0043583535108958835,0.005326020300808574,0.8073710073710074,0.8140221402214022,2.0,0.0009685230024213075,0.0,0.0
brescia,2706,2.73375717165452,193.4095595126523,157.60074976569823,35060.2283186504,21969.888419868767,1194,70,4460,709,16.0,0.010854396030392309,0.0024810048069468134,0.008803392890140477,0.8863458222291896,0.5499882380616326,0.0,0.0,0.0,0.0
brest,1691,2.710262220783425,162.73182079701863,132.28216316649846,30932.45963145224,17783.406603383595,1156,98,4319,592,12.0,0.015862738750404663,0.0019423761735189381,0.009150767590617656,0.9004934210526315,0.6496092143150967,0.0,0.0,1.0,0.0001618646811265782
brest,3325,2.878306878306878,45.09476412429199,37.62668943069231,20859.404419170627,12031.701805456525,313,16,1161,389,10.0,0.008465608465608466,0.005291005291005291,0.003747995491696857,0.7865528281750267,0.7440555703980765,1.0,0.0005291005291005291,0.0,0.0
breves,1129,3.2354166666666666,163.75092845020373,147.03468783757876,50253.84618131448,27539.25042584663,49,0,220,211,0.0,0.0,0.0,0.005946092428736451,0.5604166666666667,0.9130890052356021,0.0,0.0,0.0,0.0
bria,3473,2.625,106.70358096275945,80.38817079288971,42187.22537726295,21148.270877009476,73,0,188,35,0.0,0.0,0.0,0.005045499066250287,0.8817567567567568,0.7512776831345827,0.0,0.0,0.0,0.0
brianka,4162,2.528375733855186,41.80359759664519,29.94152000072826,23206.524966949786,11616.773594375225,145,0,317,49,0.0,0.0,0.0,0.003598554904856393,0.9041095890410958,0.7354965585054081,0.0,0.0,0.0,0.0
brick,949,2.8071360234115597,79.57636215943874,64.3901702475328,27236.04982031215,14681.62436215805,3391,59,10975,3280,58.0,0.003320389442287129,0.00326411165512972,0.005420133371927643,0.8111801242236025,0.8120852746011576,6.0,0.00033766672294445384,0.0,0.0
bridgend,1728,2.3409337676438655,250.555772835694,164.77011916122186,43820.02556826744,24225.490179560158,946,11,1726,78,2.0,0.003981179876945349,0.0007238508867173362,0.01034265028193717,0.9709302325581395,0.5599199854519004,0.0,0.0,0.0,0.0
bridgeport,972,2.849965301873699,69.5484534722015,58.04713739834611,25674.936826635934,14247.824319289552,2383,82,9329,2550,62.0,0.005690492713393476,0.004302567661346287,0.004881338505700317,0.8174204355108877,0.8019615371191232,4.0,0.0002775850104094379,0.0,0.0
bridgetown,1031,2.484264705882353,212.39598718676683,153.05004959046434,46039.41102138422,23981.045606139618,1900,18,4572,309,1.0,0.0026470588235294116,0.00014705882352941175,0.00885682762441306,0.9542907696844589,0.6761560587063943,0.0,0.0,0.0,0.0
brighton,1929,2.6087421308944054,126.60570153801945,97.5370685563124,30089.91682867918,16337.866455339323,1933,45,5838,589,14.0,0.005345052856633804,0.0016629053331749615,0.007749218778602751,0.9279914019584428,0.7017858209400943,0.0,0.0,0.0,0.0
