city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
omo,2505,2.65,11.182601730081952,8.386951297561463,19764.08165342932,9882.040826714658,10,0,24,6.0,0.0,0.0011316085337202226,0.85,0.8666666666666667,0.0,0.0,0.0,0.0
omoko,2472,2.9022988505747125,97.70813044097555,85.49461413585361,38060.7853050054,20774.421502714726,87,2,499,108.0,0.0028735632183908046,0.004703290073719136,0.8443804034582133,0.8669558929862617,0.0,0.0,0.0,0.0
omong ri,12310,2.2945205479452055,72.97112856197457,45.48200478862799,28264.89883357443,14132.449416787224,110,0,168,14.0,0.0,0.005163374473167818,0.952054794520548,0.6373056994818653,0.0,0.0,0.0,0.0
omsk,5914,2.8526191180822726,41.634813740533644,33.699679070837384,18717.014125529444,9969.618192027978,1288,17,3868,1574.0,0.0025155371411660255,0.00417616933152226,0.7648716807595313,0.8265934555168064,10.0,1.0,0.001479727730097662,0.0001479727730097662
omuo obadore,2371,2.9382151029748282,64.26215804154326,58.08593232588006,31768.856029105358,15975.179563529746,42,0,339,55.0,0.0,0.0040226250844935365,0.8718535469107551,0.9194476409666283,1.0,0.0,0.002288329519450801,0.0
omura,12744,2.924269264836138,137.54701986890353,117.81042357239123,39389.87388168935,20521.39378348799,324,1,1466,458.0,0.0004428697962798937,0.0067026158807779014,0.7930881701373504,0.9192725659791529,7.0,2.0,0.003100088573959256,0.0008857395925597874
omuta,12759,3.078737997256516,117.68664543399828,106.09556019097897,37773.51964514766,19496.04610626963,359,1,2304,960.0,0.00027434842249657066,0.006036436557059231,0.7307903402854007,0.9881916792530551,17.0,4.0,0.004663923182441701,0.0010973936899862826
omu aran,2305,2.5749440715883667,206.08632865143284,157.67678836418352,71382.70671886929,36137.32532724444,105,0,322,20.0,0.0,0.005702866130384626,0.9552572706935123,0.7547806524184477,0.0,0.0,0.0,0.0
onchon,12079,2.4444444444444446,65.53664711777829,44.601329288487996,48324.58636176869,24162.29318088435,23,0,43,6.0,0.0,0.00271235211936037,0.9166666666666666,0.6690647482014388,0.0,0.0,0.0,0.0
ondo,2273,2.619062798852407,147.87288386373083,115.01748059531502,45726.364999701174,23329.61922901181,697,2,2237,201.0,0.000637551801083838,0.006338418231869033,0.9358851674641149,0.7613727055067837,0.0,0.0,0.0,0.0
ongata rongai,4817,2.430744595676541,376.60614985324247,260.8201117878741,118567.5594242374,59283.77971211882,384,0,808,57.0,0.0,0.006352600183086107,0.9543634907926342,0.6835138387484958,0.0,0.0,0.0,0.0
ongjin,12230,2.4964028776978417,105.02622754187894,70.26934648485425,49005.78028061898,24502.89014030948,46,0,72,20.0,0.0,0.0042862791670889985,0.8489208633093526,0.7326007326007326,1.0,0.0,0.007194244604316547,0.0
ongniud,10657,2.70595690747782,96.61273754929783,75.30650645477587,39964.05125559492,22331.02811612422,174,2,496,116.0,0.0025348542458808617,0.004326390036629713,0.8513341804320204,0.7125557680050988,1.0,0.0,0.0012674271229404308,0.0
ongole,8550,2.764507042253521,359.89984339164056,287.9198747133124,75674.13608680364,40497.333987816615,710,2,2252,586.0,0.0005633802816901409,0.00888700089492099,0.8348365276211951,0.8121562544069948,0.0,0.0,0.0,0.0
ong hung,11264,2.5043731778425657,204.61663080030652,148.66024605083493,55732.303887097485,28015.771322599678,469,0,1158,88.0,0.0,0.007303622964513813,0.9486880466472303,0.7197080291970803,0.0,0.0,0.0,0.0
ong xoai,11831,2.8620689655172415,420.9544217826265,345.9053209072206,132594.81435686996,74489.67684753568,243,2,823,290.0,0.001467351430667645,0.005651177983282563,0.7832476120499633,0.7511961722488039,5.0,0.0,0.003668378576669112,0.0
onitu,2443,2.3925729442970822,104.45628836059099,67.3285890493995,49825.05578188529,28179.65418576577,134,0,204,39.0,0.0,0.0037067980917010117,0.896551724137931,0.6061415220293725,0.0,0.0,0.0,0.0
onne,2550,2.739130434782609,18.773089224196536,16.324425412344812,27521.987903927016,19000.996159820825,3,0,20,0.0,0.0,0.0009880055269888314,1.0,0.34146341463414637,0.0,0.0,0.0,0.0
onomichi,12818,2.8469495091164094,231.51250855820442,195.47058927354706,56212.02439904696,29179.26360145257,888,4,3934,852.0,0.0007012622720897616,0.007934145005176878,0.8459649122807018,0.8816147433084687,23.0,3.0,0.004032258064516129,0.0005259467040673212
opaetensm,2447,2.6042031523642732,110.90161158615169,84.29299374499095,39262.16018364678,20840.22667019134,137,0,387,46.0,0.0,0.005321516571831677,0.9176882661996497,0.6842568161829375,1.0,0.0,0.0017513134851138354,0.0
