city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
liberec,2951,2.7923748277446028,140.85613952325494,118.27515987529169,42577.498949893634,23243.654275909663,349,34,1518,272,4.0,0.015617822691777675,0.0018373909049150207,0.0060599825591641995,0.8712085860942603,0.7794907731838355,0.0,0.0,0.0,0.0
libertador gral san martin,977,3.385782747603834,297.37480957065435,292.3868934356833,68733.4327981008,39809.42989588882,21,1,713,508,9.0,0.0007987220447284345,0.00718849840255591,0.007469959010926824,0.586730615507594,0.921505806968362,0.0,0.0,0.0,0.0
libreville,2834,2.483079677708147,139.82134908332065,98.03767287561033,40338.368683412344,21771.62445000257,1669,2,3464,448,1.0,0.00035810205908683976,0.00017905102954341988,0.006422182662778024,0.9193981730252553,0.6257503807902518,1.0,0.00017905102954341988,0.0,0.0
licheng,10789,2.734375,26.648219480867148,20.40254304003891,19641.49903815542,11105.64088848866,30,0,72,26,0.0,0.0,0.0,0.002399521085585331,0.796875,0.7051792828685259,0.0,0.0,0.0,0.0
lichinga,4601,3.0498744169357734,299.0850248569271,264.9590693834779,81389.9514742942,41521.95715253822,318,0,1694,775,0.0,0.0,0.0,0.007203057017716809,0.7219232149264442,0.9552882025498294,0.0,0.0,0.0,0.0
lichuan,10862,2.8885793871866294,55.20489096618303,43.671835750406636,39303.40414501756,24748.938806892987,75,0,177,104,3.0,0.0,0.008356545961002786,0.002230596285235776,0.7019498607242339,0.6227208976157083,0.0,0.0,0.0,0.0
lichuan,12293,2.925925925925926,28.932646716013434,23.574749176010947,25113.201945113626,13592.033781996872,30,0,85,46,1.0,0.0,0.006172839506172839,0.0021286473518286678,0.7098765432098766,0.8087774294670846,0.0,0.0,0.0,0.0
lido di ostia,2892,3.252998909487459,145.134123577397,137.37886506562768,29044.240810308685,20784.568731181436,49,4,552,294,15.0,0.004362050163576881,0.016357688113413305,0.006982782537107148,0.6582694414019715,0.6084568918176826,2.0,0.0021810250817884407,1.0,0.0010905125408942203
liege,2208,2.796959347802137,85.57614215276287,73.09373472627196,24800.965436966733,15047.762753731044,1324,92,6802,822,36.0,0.0101355073262091,0.003966068084168778,0.005686967794035997,0.9043962159154145,0.6366267742833287,1.0,0.00011016855789357717,0.0,0.0
lien khuong,12046,2.6730434782608694,281.8183188555586,216.1423975918284,86716.57521830867,45437.21858448513,268,0,724,156,2.0,0.0,0.0017391304347826088,0.00620236730229318,0.8626086956521739,0.7603485838779956,0.0,0.0,0.0,0.0
liepaja,3162,3.0098831985624437,77.35853742029765,68.80948072425397,24291.45296226997,13522.304660672617,123,12,717,253,8.0,0.01078167115902965,0.0071877807726864335,0.005720810125309641,0.7629427792915532,0.8456986800182067,0.0,0.0,0.0,0.0
lijiang,10243,2.7533425541724297,96.24218913910835,76.00869985951711,29345.858597921506,17628.26278276997,456,0,1347,355,11.0,0.0,0.005071461502996773,0.005459539055270743,0.8312586445366529,0.6912070159243019,0.0,0.0,0.0,0.0
lijiazui,11407,2.5945945945945947,7.1493714981385885,5.023882674367657,10992.524069239513,6462.072465952736,11,0,19,7,0.0,0.0,0.0,0.0011063589174846124,0.8108108108108109,0.6376811594202898,0.0,0.0,0.0,0.0
likasi,3709,2.888713496448303,159.53785116726007,136.96708571995828,46596.35816485004,23379.397463530902,717,2,3491,846,11.0,0.0003946329913180742,0.002170481452249408,0.006823864961281414,0.8306356099486775,0.9247556038313419,0.0,0.0,1.0,0.0001973164956590371
likuni,4490,2.718422674060382,368.45450373823985,296.2619392349988,100001.70199896039,50000.85099948026,318,0,1133,166,5.0,0.0,0.0030807147258163892,0.007368964655062967,0.8940234134319162,0.8293736501079914,1.0,0.0006161429451632779,0.0,0.0
lili,12405,2.93859649122807,11.120034062174318,9.120378814151744,15068.283166372903,9274.52960352953,41,0,120,66,1.0,0.0,0.0043859649122807015,0.0011989863138657144,0.706140350877193,0.7073170731707317,0.0,0.0,0.0,0.0
lilian ngoyi village,3612,3.048883270122208,332.5940134781041,324.6050295892495,134915.7361743027,68058.35936036913,57,0,2086,230,0.0,0.0,0.0,0.004886894374238707,0.9030762747576907,0.9831259228010968,0.0,0.0,0.0,0.0
liling,11777,2.9146005509641872,32.352203443293256,26.29173558063777,20621.504095643548,13830.947266366244,68,2,191,98,3.0,0.005509641873278237,0.008264462809917356,0.0023391169686523597,0.7174515235457064,0.599721059972106,1.0,0.0027548209366391185,0.0,0.0
lilongwe,4495,2.7322440813604536,221.72378170417977,182.71202818214837,70301.28729464917,35506.77638796221,1583,1,6668,732,13.0,0.00011114816049794375,0.0014449260864732689,0.0062445483442802865,0.9171854157403291,0.8313782176016011,0.0,0.0,0.0,0.0
limassol,4065,2.7470974961533083,196.4703553258463,165.27804125467054,44780.32578409993,25051.91376384639,1135,21,5516,471,6.0,0.0029374737725556023,0.000839278220730172,0.007842528805499165,0.9330808080808081,0.7501929689144622,0.0,0.0,0.0,0.0
