city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
zhangjiachuan,10270,2.673076923076923,56.4096573147453,41.76484243495565,44101.63418524103,22150.858535067102,27,0,57,20,0.0,0.002546612684354558,0.8076923076923077,0.7684729064039408,0.0,0.0,0.0,0.0,0.0,0.0
zhangjiagang,12300,3.0964266946925907,26.583626030721483,22.51855237074253,16771.88111471115,10965.899309450188,582,19,1675,1511,0.0049921177088807145,0.0024242084739746115,0.5959862688143649,0.7421059585149954,18.0,1.0,0.004729374671571204,0.0002627430373095113,0.0,0.0
zhangjiajie,11176,3.041769041769042,40.33719543697081,35.67909178700121,23834.352148307764,16416.29096563442,47,1,253,100,0.002457002457002457,0.0024571442795094213,0.7389162561576355,0.5774473358116481,6.0,0.0,0.014742014742014743,0.0,0.0,0.0
zhangjiakou,10478,3.090311004784689,36.38657647964587,32.795795905996606,16281.073691543792,12592.29647238983,165,6,1019,477,0.0035885167464114833,0.002889590199804138,0.7106842737094838,0.5151788397956116,5.0,0.0,0.0029904306220095694,0.0,0.0,0.0
zhangping,12460,3.2,29.954702771813935,27.311640762536232,17192.759794938847,11898.8523111744,15,2,87,66,0.011764705882352941,0.0025174447071406206,0.6071428571428571,0.5800604229607251,0.0,0.0,0.0,0.0,0.0,0.0
zhangpu,11885,2.0,2.4057004818567886,1.110323299318518,7138.975489679593,3892.826241948053,14,0,10,2,0.0,0.0006179830108864364,0.9230769230769231,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0
zhangpu,12526,2.9469026548672566,79.60676949649095,69.39174155225096,29982.809896726958,16769.993129905437,145,2,752,230,0.0017699115044247787,0.0047469768699267105,0.7952127659574468,0.8302976454908929,1.0,0.0,0.0008849557522123894,0.0,0.0,0.0
zhangqiu,11307,3.4630281690140845,11.277405258547425,10.54278554980402,10271.8801574841,7536.96555566013,37,1,195,332,0.0017605633802816902,0.001496279261894502,0.4091710758377425,0.6660761736049602,3.0,0.0,0.00528169014084507,0.0,0.0,0.0
zhangshu,12036,3.045685279187817,18.87486890260276,15.808900349895714,16064.586605725679,11373.667558827216,32,2,89,73,0.01015228426395939,0.001659523527039771,0.6205128205128205,0.6077922077922078,1.0,0.0,0.005076142131979695,0.0,0.0,0.0
zhangye,9931,2.900172117039587,29.173918261155496,23.95173667912422,22011.571290747877,12103.674655842055,104,0,330,144,0.0,0.002410335628698858,0.7469879518072289,0.7761452031114953,3.0,0.0,0.0051635111876075735,0.0,0.0,0.0
zhangzhishan,12349,3.2225969645868466,30.961592732047578,27.933308788609533,19118.12553903501,12974.397635910664,58,1,286,247,0.0016863406408094434,0.002386360708288436,0.581081081081081,0.6709075487701441,1.0,0.0,0.0016863406408094434,0.0,0.0,0.0
zhangzhou,12513,3.065861027190332,25.13573814652534,21.414737635408297,15297.617191968173,11053.752031891585,245,2,814,587,0.0012084592145015106,0.0022739553116448877,0.6406533575317604,0.5728567100878522,7.0,0.0,0.004229607250755287,0.0,0.0,0.0
zhangzi,10766,2.780701754385965,20.809121236986073,16.4282536081469,17299.009643483227,10090.433425745543,24,0,67,23,0.0,0.002062262378530937,0.7982456140350878,0.7443946188340808,0.0,0.0,0.0,0.0,0.0,0.0
zhanjiang,11842,2.9607091518926687,28.785804010637314,25.04792529147933,15524.0284913216,10074.640181612422,271,8,1353,442,0.003833253473885961,0.0028572538067588053,0.7811447811447811,0.6720443053214543,13.0,0.0,0.006229036895064686,0.0,0.0,0.0
zhao,10812,2.9161793372319686,30.24994286515801,25.237769096077248,20739.92219181446,12319.919940196003,85,1,303,121,0.001949317738791423,0.002455368461158746,0.7578125,0.7350343473994112,2.0,1.0,0.003898635477582846,0.001949317738791423,0.0,0.0
zhaoan,12514,2.880838894184938,72.54754949024613,62.10457525475788,32557.322365796976,19239.73426480503,151,0,721,177,0.0,0.003770714735023982,0.8312678741658722,0.8251313903487817,0.0,0.0,0.0,0.0,0.0,0.0
zhaodong,10984,3.0,4.4345150030784,3.4744653632366846,6755.916815164997,3827.347792054436,21,0,35,40,0.0,0.0011586391527533613,0.5773195876288659,0.9047619047619048,1.0,0.0,0.010309278350515464,0.0,0.0,0.0
zhaoping,11680,2.62,13.575438949456975,10.3173336015873,14648.52526872599,7324.262634362992,12,0,33,5,0.0,0.0018534888257236372,0.9,0.8315789473684211,0.0,0.0,0.0,0.0,0.0,0.0
zhaoqing,12011,3.066245106895513,80.18812159074244,72.96853461223235,29035.46242509137,20690.665076132813,299,7,2213,781,0.0021077988557663355,0.0038755700358439125,0.7579963789981895,0.5787407519251094,19.0,2.0,0.0057211683227943394,0.0006022282445046673,0.0,0.0
zhaotong,10451,2.9109848484848486,21.80759167507793,18.131690805604567,20014.768334109704,13056.525021849318,89,4,306,125,0.007575757575757576,0.0016702446967002493,0.7538167938931297,0.6615532118887824,3.0,0.0,0.005681818181818182,0.0,1.0,0.001893939393939394
