city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality
aligarh,7227,2.5101815573091995,596.8521972955216,428.97207756618695,108219.21979177155,54762.62156689996,5097,0,11725,1281,17.0,1.0,0.0,0.0009381380718503394,5.518459246178467e-05,0.010898897463599068,0.9283152143921417,0.7494273808538234,8.453878901394099e-06,4.706011412488365e-10,0.30941906077429004,1.707516476873738e-05,0.01879674818793999,1.124854355597659e-06
aligudarz,5725,2.9755301794453506,286.2344458562558,258.37367053908895,64814.80091191037,35952.15725068229,179,5,1350,293,11.0,1.0,0.0027188689505165853,0.005981511691136488,0.000543773790103317,0.007961537435999718,0.8336968375136314,0.8364728364728364,0.00020390077163909872,1.1172645021320478e-07,0.23705980398514534,0.0001289069080941519,0.05665050863932846,2.8818288516504966e-05
alipur,6330,2.707317073170732,23.492991234154623,18.62249305146403,30255.110118032382,15127.555059016193,17,0,56,8,1.0,0.0,0.0,0.012195121951219513,0.0,0.0015529932723763273,0.8902439024390244,0.8742138364779874,0.006790026401990642,8.280520002427613e-05,0.30336854075280006,0.0036996163506439034,0.22261248905331818,0.0027983141021211914
alipurduar,9660,2.8858267716535435,103.8983097693102,89.78613777308499,45435.36693248028,22717.683466240193,69,0,364,70,5.0,0.0,0.0,0.00984251968503937,0.0,0.004573455296342568,0.8523622047244095,0.9406528189910979,0.0006989421885952961,1.3758704499907404e-06,0.352118587306931,0.0006931468254073445,0.0970966185124245,0.00020472440944881889
ali mendjeli,2378,3.0239605355884427,199.31564296203427,174.3133988131674,51687.4348610968,32468.64844683183,178,0,857,380,2.0,2.0,0.0,0.0014094432699083862,0.0014094432699083862,0.006138710802465901,0.7293868921775899,0.752912107306742,0.00024799418134020687,1.7526090554078225e-07,0.17202539481478177,0.00012123001748751358,0.06508226798719517,3.917701676471736e-05
ali pur chatha,6445,2.5233644859813085,59.61391312900636,41.22831375277076,35844.22914600517,17922.114573002586,33,0,59,15,0.0,0.0,0.0,0.0,0.0,0.0033262767563603927,0.8598130841121495,0.7655502392344498,0.003943644773351088,3.685649320888867e-05,0.33720446669233745,0.003151443613947079,0.18648254864491115,0.0018210555250137439
alkmaar,2166,2.6410528175234056,155.430492378437,120.25888652491683,36507.81565803632,20642.48350448362,1281,37,3781,557,5.0,0.0,0.006535947712418301,0.0008832361773538244,0.0,0.007529641108574798,0.9000711237553343,0.7001689940407364,3.317728740699783e-05,5.882497767198197e-09,0.20995883052809913,3.708864697546355e-05,0.03766086645438531,7.949714468090208e-06
allada,2074,3.018867924528302,314.4355385053497,281.8054354529077,105629.86584476955,55030.243420054496,55,0,355,120,0.0,0.0,0.0,0.0,0.0,0.005713867847271069,0.7735849056603774,0.8985781990521327,0.000616311545962396,1.1628519735139547e-06,0.31908780103588014,0.0006020524547846795,0.0884480496908543,0.00015987717564426874
allagadda,8218,2.859375,58.12015360815615,49.03887960688175,49910.939819185674,29108.946771988536,10,0,43,11,0.0,0.0,0.0,0.0,0.0,0.001996642271649795,0.828125,0.8455284552845529,0.008695868519579314,0.00013587294561842679,0.3217137914142522,0.005026777990847691,0.23774651274651212,0.0035494887057387057
allahabad,6520,2.548611111111111,85.13174063496254,63.8488054762219,46759.00405163154,30380.156120055697,36,0,101,7,0.0,0.0,0.0,0.0,0.0,0.0028022153769895262,0.9513888888888888,0.7455830388692579,0.0018910467136486794,1.3132268844782496e-05,0.44566079460445673,0.0030948666291976163,0.14626876803193523,0.0010024326931378214
