city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
krusevac,3326,2.6841216216216215,145.94963283757048,114.63949200924031,36400.66679247104,19508.31070802261,254,1,794,135,0.0008445945945945946,0.007481408053314942,0.885883347421809,0.6903854299025837,0.0,0.0,0.0,0.0
kryvyi rih,3670,2.947870778267254,23.467572861648282,20.538433811369128,12151.198894094116,6330.869811612562,510,4,2770,793,0.0009789525208027412,0.0037068481203960755,0.8035276825085742,0.897536462801814,9.0,0.0022026431718061676,0.0,0.0
ksar chellala,2068,3.1188913202042303,498.0336614961016,443.1809387492662,83212.986235009,43348.650828461294,151,0,763,449,0.0,0.011489023348544661,0.6666666666666666,0.9959810010960906,8.0,0.005835156819839533,0.0,0.0
ksar el boukhari,2092,2.7916137229987292,465.4292716962338,384.40791182026936,114132.2425113077,64052.706961639866,137,2,536,112,0.0025412960609911056,0.007266348196259245,0.8573248407643312,0.7405750798722045,0.0,0.0,0.0,0.0
ksar el kebir,1634,3.0679434564523484,454.37056401160675,425.7781618987012,81101.94415580033,40959.18020870057,138,0,1630,425,0.0,0.01109325337314952,0.8062015503875969,1.0015978087194704,0.0,0.0,0.0,0.0
ksar hellal,2848,3.019427616461249,333.19687666032434,319.9024117674641,65543.8244192326,33272.592337369904,191,3,4116,476,0.0006266973052015876,0.010014154391153237,0.9002926421404682,0.9508522430199728,1.0,0.00020889910173386254,0.0,0.0
kuala kapuas,12705,2.5109361329833773,507.6365335189883,367.2925749958034,139257.3352094106,71743.11388870732,316,0,754,73,0.0,0.0070757527238986,0.9361329833770778,0.6953090749671197,0.0,0.0,0.0,0.0
kuala terengganu,11367,2.5887470997679816,478.03556366817156,363.7950461326225,101043.22800416412,55719.6702307509,1648,9,4776,458,0.0013051044083526682,0.00857929635420474,0.9327718890663569,0.6758660759677536,4.0,0.000580046403712297,1.0,0.00014501160092807424
kuandian,11736,2.8095238095238093,18.004077267972743,14.146060710550012,20114.959520231383,10079.434982174093,18,0,46,20,0.0,0.0017862189001480455,0.7619047619047619,0.9079754601226994,0.0,0.0,0.0,0.0
kuantan,11420,2.760616494507296,350.13869319520774,294.7962271777983,70391.37894203243,39653.45954741528,964,19,4633,479,0.003115264797507788,0.00882996583883261,0.9205592105263158,0.7377211024269847,4.0,0.0006558452205279554,0.0,0.0
kuchai kot,8616,2.3157894736842106,6.756663782674041,4.0641586662700995,14617.98072501942,8490.302546577961,53,0,65,15,0.0,0.0007958095421932086,0.8872180451127819,0.5593869731800766,0.0,0.0,0.0,0.0
kuchaman,6740,2.824786324786325,51.293605649870784,41.648654160151494,31025.680038589002,15512.840019294534,44,0,144,45,0.0,0.00330652579321858,0.8034188034188035,0.9136069114470843,1.0,0.004273504273504274,0.0,0.0
kuching,12454,2.4374136300821876,225.28072325500438,156.7576317827207,44359.118654348975,25364.553237826796,4182,54,8839,666,0.0039275583678813,0.008881714617351807,0.9507849580138736,0.5800985941208691,7.0,0.0005091279365772056,1.0,7.273256236817223e-05
kuhdasht,5569,2.9878048780487805,236.18131446647226,210.43899131959304,64504.00876176583,35218.43322981822,143,2,897,268,0.001524390243902439,0.006706184597289404,0.7938931297709924,0.8638623326959847,2.0,0.001524390243902439,0.0,0.0
kuichong sub district,12312,2.8321917808219177,39.94628395578808,32.558957470813574,24963.707841802352,16862.074766550613,54,2,177,57,0.00684931506849315,0.0023690017099811307,0.7965517241379311,0.6330434782608696,2.0,0.00684931506849315,0.0,0.0
kuitan,12441,2.3333333333333335,13.321569171986,8.179910895079123,19671.404728619116,11378.04407850701,22,0,29,6,0.0,0.001170813637218218,0.8947368421052632,0.5871559633027523,0.0,0.0,0.0,0.0
kuito,3282,2.979709350150809,180.0365139017362,160.48771776653263,53342.39003243357,27067.4233203268,396,2,2536,707,0.0005483959418700301,0.006651409399820276,0.8043895747599451,0.9290322580645162,5.0,0.0013709898546750755,1.0,0.00027419797093501506
kuje,2553,2.535573122529644,214.69315352802266,159.95912822147145,55834.69027826329,28161.759398769504,258,0,710,43,0.0,0.007623570334792486,0.9565217391304348,0.7176820208023774,0.0,0.0,1.0,0.0009881422924901185
kulai,11496,2.878139534883721,281.9558108340899,247.42168826681376,81209.27642500147,46338.967671659455,395,5,2425,398,0.0015503875968992248,0.006084637293431373,0.8757763975155279,0.7768453768453768,2.0,0.00062015503875969,0.0,0.0
kulim,10982,2.688611491108071,289.3136867821627,231.7279939958362,67813.04193718235,35625.822169651874,1164,4,4176,497,0.0006839945280437756,0.00812089852704134,0.9137577002053389,0.7680390310707866,7.0,0.0011969904240766074,0.0,0.0
