city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
yambio,3894,2.6444444444444444,70.8375113226428,52.341050032841615,40888.538638942926,20444.26931947147,94,0,206,60,0.0,0.003464907951255364,0.8333333333333334,0.8013986013986014,0.0,0.0,0.0,0.0,0.0,0.0
yamethin,10181,2.8205128205128207,163.54007824192723,128.59561707912226,68438.76492737152,34219.3824636858,50,0,126,58,0.0,0.0047791650949715065,0.7521367521367521,0.91792656587473,0.0,0.0,0.0,0.0,0.0,0.0
yamoussoukro,1633,3.228052472250252,59.2592373608261,55.25281061695592,34404.25215912715,17277.42041209387,67,0,564,360,0.0,0.0034298660301942843,0.6367305751765893,1.082448153768336,0.0,0.0,0.0,0.0,0.0,0.0
yamunanagar,6907,2.715139918679742,141.23638321420583,111.84732476016157,40942.602027901776,21287.89902452563,870,0,2766,541,0.0,0.006634585360043678,0.8696484094714183,0.811176259423238,4.0,0.0009567089213106913,0.0,0.0,0.0,0.0
yanam,8981,2.6993642143505903,526.4617466856757,413.6143604751222,102455.61756358598,53299.89766421785,236,2,720,143,0.0018165304268846503,0.009877350046754566,0.8698817106460418,0.811217510259918,0.0,0.0,0.0,0.0,0.0,0.0
yanbu,4712,3.050369083803734,629.6863701702135,607.2659262475225,143661.0281329581,90959.93648969168,82,1,1945,269,0.0004342162396873643,0.006922678208351373,0.8805386620330148,0.7397260273972602,6.0,0.0026052974381241857,0.0,0.0,0.0,0.0
yancheng,12097,3.1593601895734595,16.12355397832996,13.821553676921475,12958.295788672354,9297.854696253507,241,7,703,719,0.004146919431279621,0.0017341155035286591,0.561570493753718,0.613941018766756,16.0,0.009478672985781991,1.0,1.0,0.0005924170616113745,0.0005924170616113745
yanchi,10211,3.308270676691729,66.39838332586841,59.40907981788226,47478.40113424559,35730.5049686238,28,1,101,133,0.0037593984962406013,0.0018583108014895153,0.4867924528301887,0.6266666666666667,3.0,0.011278195488721804,0.0,0.0,0.0,0.0
yangcheng,10774,3.0231481481481484,39.67792985338453,34.90188274140306,26932.18164989938,16533.944733859968,26,0,137,50,0.0,0.002399786045741876,0.7546296296296297,0.6651053864168618,2.0,0.009259259259259259,1.0,0.0,0.004629629629629629,0.0
yangchun,11985,2.8995215311004783,33.670881050618796,26.743379207668518,22190.462844607013,13890.111298612459,86,2,200,128,0.004784688995215311,0.0024240900829917986,0.6875,0.6977025392986699,2.0,0.004784688995215311,0.0,0.0,0.0,0.0
yanggao,10419,2.730769230769231,14.421343162348593,10.538673849408587,25883.951145474028,13397.60667794376,14,0,24,14,0.0,0.001076411892736797,0.7307692307692307,0.8585858585858586,0.0,0.0,0.0,0.0,0.0,0.0
yanggu,11148,3.46984126984127,15.274514147230857,14.256213204082131,14856.778103019644,10427.968124110446,21,2,104,185,0.006349206349206349,0.0014647641770130404,0.3993610223642173,0.7520128824476651,2.0,0.006349206349206349,1.0,0.0,0.0031746031746031746,0.0
yangiiul,6009,2.677545691906005,75.02438040220919,56.806972106111395,27126.791813285316,14475.406794869867,372,0,915,241,0.0,0.0051828858052402425,0.8400783289817232,0.7492644655116051,3.0,0.0019582245430809398,1.0,0.0,0.0006527415143603133,0.0
yangikurgan,6072,2.8641456582633054,38.18737869483626,32.94597377593717,23053.782559192085,11645.033134788999,98,0,517,99,0.0,0.0032792846746612717,0.8613445378151261,0.8756148981026002,0.0,0.0,0.0,0.0,0.0,0.0
yangjiang,12029,3.0444444444444443,43.23332541775101,37.6413226429194,19939.684140699654,12718.456185757923,227,4,992,528,0.002279202279202279,0.003399258902677474,0.6961736150770989,0.7269087789533886,4.0,0.002279202279202279,0.0,0.0,0.0,0.0
yangling,10414,3.1666666666666665,18.933150383105257,17.60081757836822,16318.959991570306,9112.006861681963,19,1,166,84,0.003703703703703704,0.0020778244211737164,0.6877323420074349,0.9193245778611632,0.0,0.0,0.0,0.0,0.0,0.0
yangluo,11618,2.9054545454545453,23.476459988018284,18.610430099592676,18409.446845101043,14066.543341433175,57,1,130,86,0.0036363636363636364,0.0016689572852534487,0.6824817518248175,0.48987108655616945,0.0,0.0,1.0,0.0,0.0036363636363636364,0.0
yangquan,10650,2.9208261617900173,16.409625918637488,13.105105725039234,12606.699037876244,8518.014112298692,117,1,291,160,0.0017211703958691911,0.0019264614618264761,0.7034482758620689,0.5887445887445888,7.0,0.012048192771084338,5.0,0.0,0.008605851979345954,0.0
yangsan,12679,3.0675675675675675,125.87349702288624,115.28953931525616,48113.9398078109,26468.644619109742,168,10,1346,467,0.005005005005005005,0.00475557017876195,0.761569416498994,0.9806094182825484,7.0,0.0035035035035035035,0.0,0.0,0.0,0.0
yangxi,11414,2.6132075471698113,79.19940302455943,59.025970178681085,90793.4514518322,45396.7257259161,27,0,66,13,0.0,0.0017446060648234384,0.8773584905660378,0.7874396135265701,0.0,0.0,0.0,0.0,0.0,0.0
