city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
myeik,10550,2.896887159533074,379.5384923423902,322.68155866463917,101424.14268749152,50858.40090805143,231,0,1008,303,0.0,0.007462650920318361,0.8035019455252919,0.9256252029879831,0.0,0.0
myingyan,10142,2.841302136317396,122.00268873394022,94.69791607731067,38520.321216033946,19586.454875290612,220,0,483,276,0.0,0.006228931652550013,0.7151576805696847,0.8898521162672106,4.0,0.004069175991861648
myitkyina,10147,3.1295253419147224,231.82417660581763,205.9001536386345,75462.28899769307,38609.32988446041,417,0,2004,1299,0.0,0.006004356390011392,0.6492357200321802,1.0209311686569167,9.0,0.002413515687851971
mykolaiv,3626,3.0452282157676347,36.832324773805446,32.79758048323091,17587.878137207987,9252.97198767514,264,3,1508,630,0.0012448132780082987,0.003980593999729569,0.7361861238055671,0.9322104387606571,5.0,0.002074688796680498
mymensingh,9866,2.711972522080471,105.84049361261805,87.2482969917558,55919.4168827674,28367.93979539656,358,0,1552,127,0.0,0.0037309897855110873,0.9371933267909716,0.8204372390076148,1.0,0.0004906771344455348
my tho,11769,2.5564304461942258,133.1032880564774,96.81430105682755,66389.10080820206,34872.50604405147,831,5,1901,307,0.0016404199475065617,0.0038168546845569204,0.8977982254354255,0.6641999671106726,4.0,0.0013123359580052493
mzuzu,4526,2.803295571575695,500.0288444187969,428.96398290510587,152697.14363399384,76760.33707349039,276,0,1496,170,0.0,0.006514156444363565,0.9124613800205973,0.8584686774941995,0.0,0.0
m banza congo,3144,2.726775956284153,213.575251728427,170.7823961908551,58097.07726067351,30052.88150344016,220,2,735,140,0.0018214936247723133,0.007106648049837717,0.8713503649635036,0.7960676726108825,1.0,0.0009107468123861566
m daourouch,2500,3.123620309050773,217.77536429143174,204.79537569128019,58897.52995393872,31177.047574637665,27,0,322,98,0.0,0.006985118259517,0.7704194260485652,1.0066592674805772,6.0,0.013245033112582781
m saken,2820,2.9413118527042577,345.0589356487232,314.7488104996793,67436.85224669623,35651.34112192458,229,0,2073,305,0.0,0.009678708424141766,0.8830072880705792,0.8590900364753311,0.0,0.0
m sila,2203,3.123716381418093,275.69122408878206,264.50180032380945,55362.598089331215,30366.344548879366,166,6,3076,840,0.001466992665036675,0.009078841335183233,0.7938295788442703,0.910327085630283,2.0,0.0004889975550122249
naas,4155,3.263825634352635,331.5956181089522,306.5695337233709,98909.05248700616,49454.526243503315,232,0,1567,1275,0.0,0.006705061059047409,0.5852309694209499,1.1028813283412013,0.0,0.0
nabadwip,9692,2.763485477178423,82.23348048947135,67.39050787000245,35228.14521260655,17635.530170531332,87,0,338,54,0.0,0.004662943483654497,0.8817427385892116,0.8654848800834203,3.0,0.006224066390041493
nabatieh,4346,2.5350806451612904,241.39159835762652,178.41564507642315,70447.1309032383,36424.105444285764,647,2,1688,143,0.0008064516129032258,0.006627248505165311,0.9422921711057304,0.6546152292466169,0.0,0.0
naberezhnye chelny,4775,2.922905027932961,36.80153761368516,33.05970529765683,14313.620453847341,9644.873347306699,273,16,2044,349,0.0059590316573556795,0.0038156579447424133,0.8681153990258523,0.513219576223514,3.0,0.0011173184357541898
nabha,6713,2.8063063063063063,69.50361026550028,57.29351657020969,29213.839023959354,14642.752301753619,78,1,294,71,0.0022522522522522522,0.004746622003376819,0.8397291196388262,0.8910329171396141,0.0,0.0
nabinagar,9946,2.28494623655914,23.097137110454938,14.653022467923025,20411.522335884874,10205.374911786626,136,2,226,8,0.005376344086021506,0.0022632325916590347,0.9783783783783784,0.6163265306122448,0.0,0.0
nabire,13044,2.7274247491638794,244.1717543536958,192.72419407181343,68922.15408623467,37612.901783171794,126,0,383,89,0.0,0.006491702122885385,0.8511705685618729,0.7371956339210747,0.0,0.0
nablus,4359,2.6287845546292234,146.7155179613136,112.85313865124297,48271.63337357486,25184.840944862735,526,6,1539,204,0.0026327336551118913,0.0058255487212533295,0.9084909810822701,0.731116494164281,4.0,0.0017551557700745941
nacala,5376,2.766439909297052,95.21470387678436,76.21494437302694,34969.02749961934,17763.680706684492,264,0,840,219,0.0,0.005360077421395835,0.8344671201814059,0.8345323741007195,0.0,0.0
