city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
soubre,1585,2.862413528055342,175.20529233507372,147.3286624247276,51768.60800873481,25890.18731997563,207,0,859,235,0.0,0.006767246994767538,0.819369715603382,0.9110512129380054,0.0,0.0,0.0,0.0
sougueur,2037,3.2134453781512606,231.8043207035733,223.2334046439454,50581.06691672792,27374.98657485582,44,4,799,340,0.0033613445378151263,0.008467741895314306,0.7107925801011804,1.0038022813688212,3.0,0.0025210084033613447,0.0,0.0
souk ahras,2508,2.980600292825769,298.39677836324375,270.43573324575095,71406.32514252356,38857.13028713507,256,2,2013,461,0.0007320644216691069,0.007679331339145181,0.8311355311355312,0.8650779101741521,0.0,0.0,0.0,0.0
souk el arba du gharb,1629,3.181500872600349,301.95848431772185,291.41892116527083,87268.04611609517,45950.755262809915,20,0,409,144,0.0,0.006571349754551498,0.7486910994764397,0.9658194566170026,0.0,0.0,0.0,0.0
souk sebt oulad nemma,1598,2.957894736842105,386.80389833710007,355.68508847088225,72230.36602728599,36706.9841077838,107,0,1066,156,0.0,0.01053761042316406,0.8819548872180452,0.9137476459510357,1.0,0.0007518796992481203,0.0,0.0
sousse,2816,2.989010989010989,300.90553543919873,282.5272470428087,63364.79650880196,33811.44311421538,767,2,10398,1384,0.00015926102882624622,0.008899517669882855,0.8892163109270468,0.8794360138606763,7.0,0.0005574136008918618,0.0,0.0
southampton,1835,2.3200562736305286,179.21751863864455,115.63335547088488,31192.381789356325,16599.868769743938,4035,55,6903,369,0.004836015123538205,0.010796321412208917,0.966425163456441,0.5925942291546993,10.0,0.0008792754770069463,1.0,8.792754770069463e-05
southend on sea,1984,2.49491007804547,124.56226889095505,89.35345654410553,29125.848224487265,15868.12744505224,1666,22,3832,371,0.0037326094333220224,0.007849840463046834,0.9363079019073569,0.6546554220972826,3.0,0.0005089921954530031,0.0,0.0
southport,1756,2.5815056312981626,113.07623116573836,83.11471644666008,30619.707397643182,15663.570225787382,447,8,1036,196,0.004742145820983995,0.007219058588544376,0.8832638475282907,0.7271100507008649,0.0,0.0,0.0,0.0
south bend,693,2.997436935113989,64.49521959523082,55.32511822555953,26228.80455002862,13956.957135505252,1054,27,4242,2068,0.003642250101173614,0.004621008646015022,0.7170322231248307,0.9114918399133203,18.0,0.0024281667341157424,4.0,0.0005395926075812762
south laurel,874,2.655944055944056,77.28731034134607,58.40686716238787,25873.205458069217,14982.240124419282,524,9,1306,294,0.004195804195804196,0.0051585950898875845,0.8567415730337079,0.6611202249824233,11.0,0.005128205128205128,1.0,0.0004662004662004662
sowari,6259,2.1846153846153844,61.36706667934821,34.93202257132129,66880.53508273992,33440.26754136994,28,0,34,3,0.0,0.0018351248716365445,0.9538461538461539,0.592,0.0,0.0,0.0,0.0
soyo,3011,2.8596938775510203,328.98052079201375,286.1794836481548,110366.12663060986,57939.22938829552,51,0,294,47,0.0,0.0056780272065280885,0.8801020408163265,0.7971758664955071,0.0,0.0,0.0,0.0
sparendaam paradise,1039,2.820324777370351,255.42287615997282,203.10734730793018,92834.35604881698,47510.50380457256,391,1,1077,440,0.0005238344683080147,0.005376134869262113,0.7693920335429769,0.8543689320388349,0.0,0.0,0.0,0.0
split,3084,2.4552767052767055,88.23751354838036,60.471655037982686,25670.491048812804,14319.03192329414,978,37,1804,278,0.011904761904761904,0.00616225412591168,0.9058938456528818,0.6139807723643474,11.0,0.0035392535392535394,0.0,0.0
spokane,241,3.193551529320086,88.94296125978043,80.01920808448588,34421.00139159016,18358.67342707103,1030,15,5206,3970,0.0014611338398597311,0.004844737917099631,0.6083308945468735,0.9784846562911645,43.0,0.004188583674264563,2.0,0.0001948178453146308
springdale,401,2.7617142857142856,51.83644275305585,42.417020584214846,23858.408025246237,12237.868228290836,318,5,1205,220,0.002857142857142857,0.004235741208033536,0.8727793696275071,0.8218077474892396,2.0,0.001142857142857143,0.0,0.0
springfield,1004,2.8857444809769843,85.34509060249019,72.43709662691394,29866.611677187615,16721.207472524013,1288,36,5615,1516,0.004227336777829967,0.005104002850435755,0.8140330188679246,0.804541433205544,60.0,0.007045561296383279,1.0,0.00011742602160638798
springfield,413,3.002168021680217,71.79612959107486,62.314111392145186,29641.872966011706,16046.058705189507,731,12,3328,1442,0.002168021680216802,0.004474377846309078,0.734926670287887,0.8555384476043837,22.0,0.003974706413730804,0.0,0.0
springfield,525,3.013684846045482,61.80622035770784,53.248627359900844,24871.425859836818,13908.18541829629,688,23,2856,1349,0.004628697927148319,0.004443873769212297,0.7165386170642943,0.838373621927784,41.0,0.008251157174481787,12.0,0.002414972831555645
