city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
miskolc,3253,2.8232361963190185,102.1503875550149,84.7205859975066,30930.225400940126,17054.088750280174,445,24,1693,439.0,7.0,0.009202453987730062,0.0026840490797546013,0.005989788668910071,0.8273993808049536,0.7499515785396088,0.0,0.0
misrata,3095,2.7377701080432173,151.36823369179157,124.8606213391024,36146.217102729956,19650.117545800727,2334,1,9820,1172.0,1.0,7.503001200480192e-05,7.503001200480192e-05,0.007703171919403572,0.9119831920162077,0.725543172351683,0.0,0.0
mithankot,6304,2.7636363636363637,32.01970984188894,24.451414788351556,55848.09093790243,27924.045468951223,13,0,29,13.0,0.0,0.0,0.0,0.001146671598049491,0.7636363636363637,0.8571428571428571,0.0,0.0
mithapur,6369,2.2,2.569133879351459,1.5414803276108753,9599.821029143677,4799.910514571838,4,0,6,0.0,0.0,0.0,0.0,0.0005352462033514871,1.0,0.7333333333333333,0.0,0.0
mithatpasa mah,3576,2.8865836791147994,207.28723005245106,184.06417938267438,57366.52846910795,31686.167964271575,81,2,559,80.0,1.0,0.0027662517289073307,0.0013831258644536654,0.006541883836700678,0.8876560332871013,0.860125260960334,0.0,0.0
mito,12986,2.947691656077933,182.1560470629276,159.7176521649459,45573.54705293354,23986.17030362044,1745,12,9691,2680.0,33.0,0.0008470986869970351,0.002329521389241847,0.007594211362513056,0.807969478592624,0.9139667173091192,5.0,0.00035295778624876465
mitrovice,3312,2.3103302286198137,275.8493753413556,173.66131292658582,49880.587556784645,25620.452967157096,875,10,1349,125.0,3.0,0.004233700254022015,0.0012701100762066045,0.010766764182310413,0.9455782312925171,0.5922536709938285,0.0,0.0
mityana,4383,2.7142857142857144,131.58313425785985,108.0007024038538,66997.64309946494,33498.82154973246,69,0,289,26.0,1.0,0.0,0.0025974025974025974,0.00392799293140838,0.9298701298701298,0.807843137254902,0.0,0.0
mit ghamr,3920,2.8329504430587464,339.139019979686,292.11367178755694,78148.41214176254,41202.77776510616,845,2,4578,664.0,5.0,0.0003281916639317361,0.0008204791598293403,0.008230974666637558,0.8901838476690742,0.8547499794728631,0.0,0.0
mit musa,3875,2.5497737556561084,469.6961205167501,348.0214467629766,102520.74543891854,51260.37271945939,229,0,595,60.0,0.0,0.0,0.0,0.009162947821064998,0.9321266968325792,0.7458876914350538,0.0,0.0
miyakonojo,12839,3.2866123399301514,175.6082164807971,168.57571048901664,52261.20458805288,26611.986569549474,172,0,2575,1525.0,19.0,0.0,0.0044237485448195574,0.006598839061557894,0.639580908032596,1.0827023878858475,4.0,0.0009313154831199069
miyazaki,12842,3.033080874031514,206.53422413964506,185.44389203241047,52937.03016633605,27991.859783481766,1173,9,7623,2637.0,37.0,0.0007834943849569079,0.0032210324714895097,0.007378367344549313,0.7663355985363304,0.9503725327872424,8.0,0.0006964394532950292
miyun,10737,3.1908602150537635,17.169039323189992,15.184446068090073,13381.54186396124,8403.506480010594,43,5,170,146.0,8.0,0.013440860215053764,0.021505376344086023,0.0020430803931703934,0.5803814713896458,0.720164609053498,0.0,0.0
mizhi,10351,2.588235294117647,17.195987869516618,11.885462203930603,18886.80461888948,9452.206149469595,21,0,33,14.0,0.0,0.0,0.0,0.001819256541551578,0.7941176470588235,0.7862595419847328,0.0,0.0
mmopane,3584,3.0136385776911836,518.7211593066852,498.0026327294089,150182.43640767923,77226.01917760549,82,0,1780,190.0,1.0,0.0,0.0004870920603994155,0.006716922156944578,0.9069654164637116,0.9426969031943429,0.0,0.0
mnandi a h,3704,2.806943268416596,956.3186779690744,803.2752993609837,244666.4070921508,129730.27426669378,189,2,838,152.0,0.0,0.001693480101608806,0.0,0.007371592200623245,0.8710771840542832,0.8087547811304717,0.0,0.0
moanda,3010,3.219314938154139,549.6216832207436,536.0249527129041,169703.0921002275,85246.81307278688,52,0,1488,559.0,3.0,0.0,0.0014272121788772598,0.006447416195505822,0.7326355851569933,1.0704929745177423,0.0,0.0
moatize,4472,2.970954356846473,547.5489619362804,485.0693086033023,190089.85468250178,96484.27054708576,110,0,662,192.0,0.0,0.0,0.0,0.005675007530570161,0.8008298755186722,0.9287571502860115,0.0,0.0
mobara,13001,2.83920704845815,276.40714299307785,231.48929107251894,54196.91784354588,27477.238550784958,664,0,2759,655.0,8.0,0.0,0.0019579050416054823,0.010059494970071567,0.8377386196769456,0.8771886861760745,0.0,0.0
mobile,423,3.0052455194521346,96.25795394668837,84.32213596495563,32934.75535509541,18396.699846367854,851,32,4272,1652.0,50.0,0.004662683957453009,0.007285443683520326,0.0052323489946862955,0.7499634021373152,0.8327597569012228,6.0,0.0008742532420224392
