city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
gallarate,2519,2.725127976852882,157.73495636839414,130.63248890424984,37524.3117361755,21548.310956117224,772,55,3311,349,3.0,3.0,0.012241264188738037,0.0006677053193857111,0.0006677053193857111,0.007320061265572914,0.92000901306895,0.623943185661143
galle,8935,2.3635220125786165,219.76509946293314,144.85146178437353,64451.73518428445,32926.84548815544,1084,2,1949,144,1.0,0.0,0.0006289308176100629,0.00031446540880503143,0.0,0.006674344177366999,0.9543738200125865,0.6387970398362462
galway,1584,2.2641509433962264,347.10867107606407,216.12426689641725,59384.9421021458,31204.356773064937,1300,14,2054,75,2.0,0.0,0.0040638606676342524,0.0005805515239477503,0.0,0.011123724600395618,0.9775575633925969,0.5724077584949686
gama,1215,2.878423645320197,284.7099112113072,249.56296355142862,66491.87086257116,36251.61008182658,1253,9,7611,1273,4.0,0.0,0.0008866995073891626,0.00039408866995073894,0.0,0.007853717685053557,0.8740755349571048,0.7957784682152192
gamagori,12944,3.1730137885751803,143.19810843590142,136.28736584231066,41250.87200991145,21875.707927539126,147,3,2090,788,18.0,0.0,0.000984898227183191,0.005909389363099146,0.0,0.006545987398909759,0.7351298061123891,1.0050978457490545
gamawa,2903,3.175438596491228,138.41748613493874,120.6093885035431,51549.95985904118,25965.61885250057,22,0,75,74,0.0,0.0,0.0,0.0,0.0,0.005330798658072757,0.5672514619883041,1.0504451038575668
gambat,6213,2.6610169491525424,176.13016314477431,138.06813636348835,65057.94840660721,35547.26792553213,51,0,164,20,1.0,0.0,0.0,0.00423728813559322,0.0,0.004954815754441352,0.9110169491525424,0.7794432548179872
gamboru,3131,3.1393692777212614,245.08713235125603,223.14647350394117,73632.75086267,37307.733244986826,88,0,584,309,2.0,0.0,0.0,0.002034587995930824,0.0,0.00656933860714224,0.6836215666327569,1.0305966343702193
gampola,9018,2.5139664804469275,170.93022481702343,124.13926942018462,114741.80640547715,57597.87371344165,98,0,239,20,1.0,0.0,0.0,0.002793296089385475,0.0,0.002967648175129308,0.9413407821229051,0.6765119549929677
ganda,3158,2.888888888888889,125.2845632364524,104.85285131079439,52400.43472163329,26893.042342660094,91,0,347,120,0.0,0.0,0.0,0.0,0.0,0.004658623655893149,0.7849462365591398,0.846984698469847
gandhidham,6446,3.127672035139092,245.52718392490306,231.57922677075044,70791.02202005258,37686.50661388451,194,1,2402,811,7.0,0.0,0.00029282576866764275,0.0020497803806734994,0.0,0.006514989209279633,0.760398359695372,1.007914407152279
gandhinagar,6662,2.7393175074183977,456.89515166453924,375.20989086991466,85103.07128099095,48355.10066071087,1205,9,4869,653,3.0,1.0,0.0013353115727002967,0.00044510385756676556,0.0001483679525222552,0.00944874781401856,0.9023919179913832,0.7954224567139778
gandia,1947,2.9979088247595147,210.09153711891094,193.74815531041347,38745.47386810353,26418.293880594556,186,33,1776,392,4.0,0.0,0.013801756587202008,0.001672940192388122,0.0,0.007952502083158093,0.8320610687022901,0.5317342390150711
gangakhed,7598,2.7777777777777777,37.6542074654647,32.94743153228161,30739.19321381797,15369.596606908994,9,0,61,2,0.0,0.0,0.0,0.0,0.0,0.0024499151427655724,0.9722222222222222,0.9280575539568345
gangapur,7103,2.6,5.491065522693044,4.118299142019783,12500.371126738955,6250.185563369475,5,0,13,2,0.0,0.0,0.0,0.0,0.0,0.0008785443995254456,0.9,0.6
gangawati,7734,2.6926677067082685,172.23242633376572,134.34666640699353,50477.289728034695,25260.435221575182,141,0,416,83,1.0,0.0,0.0,0.0015600624024961,0.0,0.0068182683640644615,0.8689547581903276,0.836335160532498
gangneung si,12550,3.008663366336634,171.05063041665332,151.5040030959384,51414.64617533782,26482.798338630473,277,6,1580,543,16.0,2.0,0.0024752475247524753,0.006600660066006601,0.0008250825082508251,0.006458933388740179,0.7679900744416873,0.9434899606706686
gangoh,6936,2.2941176470588234,16.34851935539106,10.09761489597683,22508.340443410758,11254.170221705375,13,0,19,2,0.0,0.0,0.0,0.0,0.0,0.001452663238011138,0.9411764705882353,0.7142857142857143
gangu,10232,2.725731895223421,58.245920607931836,46.1300511440323,32034.07831286191,17054.68592419657,135,1,422,89,2.0,0.0,0.0015408320493066256,0.0030816640986132513,0.0,0.00341524440067786,0.8595679012345679,0.7970565453137103
ganja,5253,2.9493104733507267,85.99279383453023,75.86468244738467,34318.62649746795,17943.77023496208,316,2,1869,494,2.0,0.0,0.0007454342154304882,0.0007454342154304882,0.0,0.004792348135788083,0.814994405072734,0.8885570281874183
