city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
gudur,8593,2.871794871794872,70.5233363173672,60.577737605943625,35225.5764851052,17612.78824255259,22,0,110,24,0.0,0.004004098348663641,0.8461538461538461,0.9348534201954397,0.0,0.0,0.0,0.0
gueckedou,1531,2.4782608695652173,89.78043147378168,61.03649886755118,30195.92561943028,15097.962809715127,162,0,284,60,0.0,0.005946526203920069,0.8814229249011858,0.7080436941410129,0.0,0.0,0.0,0.0
guelma,2453,3.0150138285262744,345.45829329306656,311.33558553989917,68799.23565209098,38868.42761293406,250,4,1752,509,0.0015804030027657052,0.0088878895934064,0.7922437673130194,0.858783917607447,15.0,1.0,0.005926511260371394,0.0003951007506914263
guelmim,1537,3.1066079295154183,518.7540709716765,491.10242225468403,104753.6167748266,53832.86113964087,121,3,1659,487,0.0013215859030837004,0.0096363830565506,0.7851786501985002,0.9995584014131155,0.0,0.0,0.0,0.0
guelph,873,2.9393139841688654,69.15930591423144,60.97819189007654,28537.514612634805,15095.554831672987,269,18,1572,412,0.0079155672823219,0.004581435176474846,0.8160460992907801,0.8664299977812292,3.0,0.0,0.0013192612137203166,0.0
guercif,1714,2.921380632790029,273.75974336759936,246.46251104714838,66812.32629101716,34371.06728841215,104,0,813,126,0.0,0.00796483103275337,0.8791946308724832,0.8630466122056704,0.0,0.0,0.0,0.0
guerrara,2207,3.0905044510385755,142.8011175718007,130.5125941012303,32454.693685938426,16703.141839868793,58,0,439,177,0.0,0.008549356698327746,0.7373887240356083,0.9784065524944154,0.0,0.0,0.0,0.0
guidan roumdji,2464,3.0125,141.9853338583985,122.46235045286869,53027.48093854691,26513.740469273434,22,0,92,46,0.0,0.005355160431737052,0.7125,1.019047619047619,0.0,0.0,0.0,0.0
guider,3116,3.074418604651163,437.2473834982525,406.06384917124535,126422.25522720949,63211.12761360482,92,0,918,280,0.0,0.006917253338226236,0.7829457364341085,0.989126213592233,0.0,0.0,0.0,0.0
guigang,11575,2.9297352342158858,26.744421600905685,21.542604364884312,14542.534488587411,9635.083759643909,191,1,480,306,0.0010183299389002036,0.0027757331714046356,0.6839959225280327,0.6300459887583035,4.0,0.0,0.004073319755600814,0.0
guiglo,1563,2.644705882352941,74.98234785736993,55.22229383378068,26314.27128268713,13157.13564134353,112,0,240,73,0.0,0.005698987218901482,0.8282352941176471,0.8142011834319527,0.0,0.0,0.0,0.0
guigue,827,2.878980891719745,203.63825642818105,167.3206056002252,54336.936415687436,27520.37179142388,196,0,646,256,0.0,0.007399545978940605,0.7661510464058234,0.9078887368901049,0.0,1.0,0.0,0.0009099181073703367
guildford,1914,2.433216608304152,150.91252386821333,106.44655260339209,32097.656496332835,17618.494435183653,589,23,1321,64,0.01150575287643822,0.008565574341405991,0.9665991902834008,0.5809475551051432,2.0,0.0,0.0010005002501250625,0.0
guilin,11492,2.845808383233533,29.309258009377892,23.561484357838214,16675.488655081514,10558.427533704842,524,28,1472,632,0.010479041916167664,0.0027759112723761414,0.7549167927382754,0.6929774749195533,16.0,0.0,0.005988023952095809,0.0
guinguineo,1471,3.521276595744681,246.2507183088018,225.94813249078888,93393.39977389842,46696.699886949194,31,0,87,258,0.0,0.0052734073051193065,0.31382978723404253,1.251673360107095,0.0,0.0,0.0,0.0
guiping,11634,2.587719298245614,25.157702917035536,17.50740729314169,18478.232823795763,10892.162387951439,104,0,172,65,0.0,0.0023097069269610027,0.8070175438596491,0.6244477172312224,1.0,0.0,0.0029239766081871343,0.0
guixi,12242,3.023494860499266,48.19527339848484,39.84425686247719,20238.422050198686,12790.401993799433,118,2,308,252,0.002936857562408223,0.0037680812082254394,0.6273932253313697,0.861049519586105,1.0,0.0,0.0014684287812041115,0.0
guiyang,10854,2.9627479438800193,36.34551429231363,31.334158910935116,21752.786470702464,16670.31646609712,570,31,2553,948,0.007498790517658442,0.0021802534082799507,0.7611503777723617,0.4867699061090111,27.0,5.0,0.006531204644412192,0.0012094823415578133
guiyang,11854,2.704081632653061,15.391588554489873,11.622219928900517,19728.346104156844,9993.993405741267,24,0,55,19,0.0,0.001540083921372996,0.8061224489795918,0.8534031413612565,0.0,0.0,0.0,0.0
guiyang nanming district,10891,3.0095541401273884,70.44253121510665,63.03933525937888,40980.523797440495,35434.23805673647,33,4,207,67,0.012738853503184714,0.00198797928439482,0.7741935483870968,0.34146341463414637,3.0,0.0,0.009554140127388535,0.0
