city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
mandsaur,6971,2.4776119402985075,12.89494345683361,8.468321076129536,11840.935798711575,5920.4678993557845,23,0,33,11.0,0.0,0.002178027763352408,0.835820895522388,0.7596899224806202,0.0,0.0,0.0,0.0,0.0,0.0
mandurah,11560,2.7783251231527095,122.5715611624841,102.96116146482387,28310.05541412445,16408.078394324595,747,38,3414,454.0,0.008138787748982652,0.007470195974007565,0.8985100410278557,0.6171545857189155,5.0,11.0,0.0010708931248661383,0.0023559648747055045,0.0,0.0
mandvi,6385,2.5185185185185186,97.70353038598574,70.36262476356998,40811.73765680868,20405.86882840434,68,0,156,19.0,0.0,0.004788011292613302,0.9218106995884774,0.7650727650727651,0.0,0.0,0.0,0.0,0.0,0.0
mandya,7950,2.9157509157509156,548.5745940037247,475.7885469360754,123082.27237585114,63375.32738223424,326,0,1687,443.0,0.0,0.00865596465790415,0.8192918192918193,0.919942961906702,1.0,0.0,0.000407000407000407,0.0,0.0,0.0
manendragarh,8512,2.5833333333333335,15.470408663735506,10.313605775823671,23928.181637856003,11964.09081892801,8,0,10,6.0,0.0,0.0012930701461460207,0.75,0.9069767441860465,0.0,0.0,0.0,0.0,0.0,0.0
manga,4523,2.773283160865475,226.20072133894595,186.40812031318595,85752.59259492658,45710.40556610404,187,0,743,133.0,0.0,0.004948560804428351,0.8748824082784572,0.8048090523338048,0.0,0.0,0.0,0.0,0.0,0.0
manga,6498,2.5823529411764707,52.031383527491066,37.95230327887584,33530.4412472829,21361.102229576016,46,0,104,19.0,0.0,0.002435800501691799,0.8823529411764706,0.5791044776119403,1.0,0.0,0.0058823529411764705,0.0,0.0,0.0
mangalagiri,8629,2.8117556665386094,946.6976243290262,769.5782455167957,190632.15009366232,104889.83572710956,487,1,1631,483.0,0.000384172109104879,0.009025637401054153,0.813989239046887,0.8293902673591075,1.0,0.0,0.000384172109104879,0.0,0.0,0.0
mangaldoi,9929,2.450980392156863,3.6329951384249584,2.4219967589499722,6583.596251775701,3291.7981258878526,17,0,28,6.0,0.0,0.001103650649125113,0.8823529411764706,0.7422680412371134,0.0,0.0,0.0,0.0,0.0,0.0
mangaluru,7496,2.577656675749319,39.7020789780712,29.857694272336925,20678.55432410367,10715.444250943236,910,7,2484,261.0,0.0019073569482288828,0.003705126735606542,0.9265629265629266,0.7500341483403906,8.0,0.0,0.0021798365122615805,0.0,0.0,0.0
mangochi,4592,2.8177172061328792,161.03107547268104,137.71311735483113,57984.236448185686,29015.64412353135,85,0,440,61.0,0.0,0.0055498018512739715,0.8943781942078365,0.8793840889649273,1.0,0.0,0.0017035775127768314,0.0,0.0,0.0
mangowal,6432,2.480565371024735,54.023967403588586,38.3703796753403,33439.46957004859,19939.753089753685,82,0,184,17.0,0.0,0.002709359898310353,0.9399293286219081,0.5846702317290553,0.0,0.0,0.0,0.0,0.0,0.0
mangrol,6501,2.9027777777777777,77.04314037315311,67.94776963465587,54277.14492317975,27138.5724615899,17,0,107,20.0,0.0,0.002838879623539328,0.8611111111111112,0.9575971731448764,0.0,0.0,0.0,0.0,0.0,0.0
mangrul pir,7639,2.0689655172413794,44.94231996336321,24.02089515283206,32414.772252389386,16207.386126194704,27,0,31,0.0,0.0,0.002772952998924763,1.0,0.5675675675675675,0.0,0.0,0.0,0.0,0.0,0.0
manhuacu,1380,2.7493975903614456,203.31579849861956,164.85726793924212,55568.41725798882,29092.752537554697,157,0,567,106.0,0.0,0.006988537720388166,0.8722891566265061,0.7643504531722054,0.0,0.0,0.0,0.0,0.0,0.0
manikgonj,9868,2.0656063618290257,18.46832926093185,9.179090089926365,13816.455110083778,6908.2275550418935,253,0,215,34.0,0.0,0.0026733817196645383,0.9304174950298211,0.5014985014985015,1.0,0.0,0.0019880715705765406,0.0,0.0,0.0
manisa,3542,3.1157383307305224,285.5964867187949,267.65688439496984,59738.320453132954,34923.13267076994,362,8,4049,1293.0,0.0013881658858233559,0.008177859913404452,0.7664639443961773,0.8728378965667102,48.0,2.0,0.008328995314940135,0.00034704147145583897,1.0,0.00017352073572791948
manizales,565,2.8605172671550307,514.6775943285774,431.3473753634332,91672.9172467063,52947.27277430317,1083,23,4366,1180.0,0.003438481088354014,0.009720568546041622,0.8174317431743174,0.7724168980265627,35.0,2.0,0.005232471221408282,0.0002989983555090447,0.0,0.0
manjeri,7824,2.3260869565217392,145.31051636427622,93.11959366255131,82666.75336173344,41333.37668086678,380,0,632,45.0,0.0,0.0035155733219236476,0.9565217391304348,0.6295594504973946,1.0,0.0,0.000945179584120983,0.0,0.0,0.0
manjeshwar,7524,2.4204909284951976,76.77990853890944,53.18053430283055,48512.17893812891,24388.831811057746,288,1,614,34.0,0.0010672358591248667,0.003148158515083035,0.9636752136752137,0.6813069094804499,0.0,0.0,0.0,0.0,0.0,0.0
