city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
pingyang,12603,2.9451219512195124,25.730382480432315,20.552927469125812,22746.13632127413,15439.93710705767,33,0,74,57,0.0,0.0016664823374617783,0.6524390243902439,0.6408668730650154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pingyao,10570,2.9313984168865437,34.76040642199311,29.349155818041677,17144.745939801836,10895.345583352964,118,5,449,183,0.006596306068601583,0.003190390442970772,0.7529880478087649,0.7574950033311126,3.0,0.00395778364116095,0.0,0.0,0.0,0.0,0.0,0.0
pingyu,11364,3.1025641025641026,20.646501711261664,17.47011683260602,29232.351565479723,14616.175782739867,18,0,53,44,0.0,0.0014125789138115705,0.6068376068376068,1.056768558951965,2.0,0.017094017094017096,0.0,0.0,0.0,0.0,0.0,0.0
pingyuan,11110,3.253086419753086,16.11262167745245,14.521251635234922,12403.234337200625,8850.931233276739,32,2,143,146,0.006172839506172839,0.0018204436632468706,0.5434782608695652,0.621283255086072,1.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0
pinrang,12886,2.8725714285714288,482.13098338147915,399.755461078015,102546.03594872716,51717.78284227109,299,0,1076,375,0.0,0.009322344402347688,0.7857142857142857,0.9072961373390558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinsk,3382,2.933333333333333,45.13257119565246,38.40693313512386,23123.41572917958,11926.899502467022,152,2,632,231,0.00196078431372549,0.003784099227659041,0.7701375245579568,0.8744460856720827,2.0,0.00196078431372549,1.0,0.000980392156862745,0.0,0.0,0.0,0.0
piparcity,6633,2.735632183908046,35.76551360480012,30.010143599429984,32343.986424197625,16171.993212098803,14,0,68,5,0.0,0.0022115711486969188,0.9425287356321839,0.8875739644970414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pipariya,7679,2.3461538461538463,16.969385149468202,10.442698553518895,28996.41076740741,14498.2053837037,10,0,13,3,0.0,0.0011704472864305095,0.8846153846153846,0.7021276595744681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piprakothi,8797,2.3968253968253967,56.114468429380516,37.40964561958701,68261.96288368506,44184.95018233696,21,0,38,4,0.0,0.0012699905329261276,0.9365079365079365,0.4628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piracicaba,1271,3.037870349743818,268.2803833643493,238.36852507211117,60353.243582209616,37418.8322281411,1001,21,5620,2310,0.0023390510135887724,0.007169662102992811,0.7391983923188568,0.6930035177843542,25.0,0.002784584539986634,1.0,0.00011138338159946537,0.0,0.0,0.0,0.0
piranshahr,5302,2.7976791120080726,280.75799286757376,233.44559649130252,56782.3743830432,30498.766121249322,334,0,1383,263,0.0,0.009205552505022885,0.8662966700302724,0.7918666329881283,2.0,0.0010090817356205853,0.0,0.0,0.0,0.0,0.0,0.0
pirapora,1323,3.399441340782123,289.123974508212,280.7786828790178,90175.95510561025,48632.541644023455,62,4,1109,966,0.00186219739292365,0.005945072265079589,0.5461753731343284,1.0247490077048798,3.0,0.0013966480446927375,3.0,0.0013966480446927375,0.0,1.0,0.0,0.0004655493482309125
pirassununga,1276,3.119575699132112,514.7267764017656,475.5142254511971,127256.8134902502,73728.27764439354,158,3,1347,565,0.0014464802314368371,0.0069814024258697234,0.7267020762916465,0.78535170413343,1.0,0.00048216007714561236,0.0,0.0,0.0,0.0,0.0,0.0
pir mahal,6384,2.8693843594009985,339.1523593627676,278.20651109125527,97301.18329267707,48650.59164633851,216,0,711,275,0.0,0.006971186739684645,0.7712146422628952,0.9316381825760733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pir murad,6404,2.962532299741602,263.31375178081754,234.0566682496156,71779.74615918942,38005.52474174934,172,2,1088,284,0.0012919896640826874,0.0069283019658340755,0.815006468305304,0.9160997732426304,2.0,0.0012919896640826874,0.0,0.0,0.0,0.0,0.0,0.0
pisa,2744,2.8119011598587997,153.81050367637027,133.02320413765761,28542.609427447143,18689.022542465464,268,34,1487,191,0.01714573877962683,0.008229991875010043,0.9004617752693689,0.519650655021834,3.0,0.0015128593040847202,0.0,0.0,0.0,0.0,0.0,0.0
pistoia,2786,2.7811735941320292,167.77540885387018,143.7781926730599,36113.88196043979,23012.455649632928,234,31,1231,139,0.018948655256723717,0.007290634750513744,0.9127725856697819,0.5173166926677067,1.0,0.0006112469437652812,0.0,0.0,0.0,0.0,0.0,0.0
pitalito,533,3.086629001883239,472.25616532511015,425.7865144056431,86534.03143606623,49050.612685129185,209,2,1317,589,0.0009416195856873823,0.009627936114818101,0.7191328934967012,0.8775654635527247,6.0,0.002824858757062147,1.0,0.00047080979284369113,0.0,0.0,0.0,0.0
pitesti,3411,2.7459970887918486,83.95244031009817,70.08256843936142,28733.023800662286,16165.43843681717,227,3,1039,102,0.002183406113537118,0.00519332900485362,0.9234135667396062,0.6715381804895871,3.0,0.002183406113537118,0.0,0.0,0.0,0.0,0.0,0.0
pithampur,7177,2.966666666666667,16.466873256139912,14.82018593052592,19172.2076299545,11133.53422607836,9,0,67,13,0.0,0.0014790337840403934,0.8444444444444444,0.7885714285714286,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
