city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
kulob,6083,2.6519756838905777,51.68006735236288,39.82035584748934,28974.228538712367,14734.665719030778,151,0,434,73,0.0,0.003507379694784302,0.8890577507598785,0.7620137299771167,0.0,0.0,0.0,0.0,0.0,0.0
kulpi,9747,2.0,3.7889285306738896,1.794755619792895,8463.705759977254,4231.85287998863,10,0,8,1,0.0,0.0008953355984067361,0.9473684210526315,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0
kultaevo,4992,2.507880910683012,163.71791940377224,115.83544560266897,62619.92508930283,35787.58083425834,167,3,348,50,0.005253940455341506,0.004574713226970909,0.9066901408450704,0.6251105216622458,3.0,0.005253940455341506,0.0,0.0,0.0,0.0
kumanovo,3343,2.476802683063164,247.74419741956527,171.1636825101077,62498.85977732471,33210.428588009294,553,2,1065,166,0.0011179429849077697,0.007459831382875134,0.9054280917739228,0.674978985710283,3.0,0.0016769144773616546,0.0,0.0,0.0,0.0
kumba,2835,2.7017684887459805,195.53587807736113,154.35388446299729,70846.39901814415,35796.67617986344,262,0,829,153,0.0,0.005462403187795272,0.8770096463022508,0.815142972211035,0.0,0.0,0.0,0.0,0.0,0.0
kumbakonam,8612,2.6096379986165554,618.4895820964251,469.03671559030255,140958.3285105032,70936.11518242882,1048,4,2878,407,0.0009222965183306433,0.008718966079631432,0.9060696976690514,0.7763537697725436,0.0,0.0,0.0,0.0,0.0,0.0
kumbo,2918,2.8253796095444685,314.8845852600361,276.2924397780577,118253.04161810421,59155.75060249711,113,0,744,65,0.0,0.005322975062491119,0.9295010845986985,0.8700380641653073,0.0,0.0,0.0,0.0,0.0,0.0
kumya,12239,2.6466165413533833,122.3690611890398,94.76701731181278,84441.12765993101,42220.56382996555,30,0,90,13,0.0,0.0028983284468169467,0.9022556390977443,0.7662835249042146,0.0,0.0,0.0,0.0,0.0,0.0
kundla,6600,2.8924302788844622,170.88895670402974,146.3789868181928,81192.90816903797,40596.454084518984,36,0,170,45,0.0,0.004209455248191157,0.8207171314741036,0.9577464788732394,0.0,0.0,0.0,0.0,0.0,0.0
kunduz,6075,2.3802061855670105,205.61060191285952,135.2366639385612,54993.06537233146,27502.42442616808,830,0,1438,157,0.0,0.007476090061253821,0.9352577319587629,0.6769865841073271,0.0,0.0,0.0,0.0,0.0,0.0
kuningan,12199,2.4293714285714287,341.536628946301,233.0255628353619,76102.77123944905,38560.909127870334,2780,2,5399,569,0.00022857142857142857,0.008857068898810052,0.9349565614997714,0.6912126236350123,0.0,0.0,0.0,0.0,0.0,0.0
kunjang,12562,2.5085114089098153,97.62327346211326,68.62976232885254,38540.2168133148,19294.896073100314,820,6,1646,289,0.0021731256791017745,0.0050595387035130635,0.8950998185117968,0.7240690281562217,0.0,0.0,0.0,0.0,0.0,0.0
kunming,10476,3.019963702359347,27.863832211096803,24.337754120697323,15926.999113831858,11257.562154898693,767,42,3613,1588,0.006929549579277347,0.002475121329796251,0.7276956305034059,0.6180503615058589,46.0,0.0075895066820656654,3.0,2.0,0.000494967827091239,0.00032997855139415937
kunshe,11819,2.26027397260274,16.40596123319129,9.663785383934597,19733.268614203276,9866.634307101654,30,0,37,6,0.0,0.0016627717945706028,0.9178082191780822,0.6099290780141844,0.0,0.0,0.0,0.0,0.0,0.0
kuopio,3295,2.800236406619385,117.69696896531075,93.35066923844386,44999.19691992021,26480.903570177208,175,2,487,181,0.002364066193853428,0.004444597921419157,0.7843601895734598,0.6541889483065954,1.0,0.001182033096926714,0.0,0.0,0.0,0.0
kupang,12978,2.7001260636621494,283.6553663134951,231.13487223559457,69764.13864092843,36396.62479974857,1175,2,4720,449,0.0003151591553734636,0.007793452493854722,0.9292244640605296,0.7912165891350627,0.0,0.0,0.0,0.0,0.0,0.0
kuppam,8303,2.47787610619469,213.63704681326493,151.24746677045303,86997.16287710433,43498.58143855217,66,0,146,14,0.0,0.004911356640792002,0.9380530973451328,0.7360178970917226,0.0,0.0,0.0,0.0,0.0,0.0
kuqa,6679,3.084967320261438,24.667619347190758,20.95941513159999,21377.550519203156,13830.429125490096,69,1,214,172,0.002178649237472767,0.0017835758473847523,0.6179039301310044,0.6498353457738749,3.0,0.006535947712418301,0.0,0.0,0.0,0.0
kura,2578,3.0326923076923076,309.48365377288246,274.36916228711306,76378.37139300987,38249.771585437586,59,0,326,135,0.0,0.00809112423277081,0.7403846153846154,1.0019323671497584,0.0,0.0,0.0,0.0,0.0,0.0
kura,2723,2.7830188679245285,57.207936143764535,46.95368343875013,47299.77849967967,26120.3443512294,19,0,72,15,0.0,0.002190167762511597,0.8584905660377359,0.7922705314009661,0.0,0.0,0.0,0.0,0.0,0.0
