city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
hatta,7827,2.3461538461538463,25.95284399415627,16.969167226948333,42681.763747878074,21340.881873939044,9,0,16,1,0.0,0.0012161092567523762,0.9615384615384616,0.7446808510638298,0.0,0.0,0.0,0.0
hat yai,10934,2.5474173271385623,173.5976158548615,125.44195034715874,44891.75513067808,24541.763652526497,2030,10,4534,733,0.001366493577480186,0.007073559109798948,0.8981937602627258,0.6727123400177948,8.0,3.0,0.0010931948619841486,0.00040994807324405577
haurgeulis,12110,2.6397364771151177,197.8313656022686,150.43140941947817,56051.76557566959,28041.48076892969,691,0,1850,343,0.0,0.007054954309740597,0.8810679611650486,0.7955925733125109,0.0,0.0,0.0,0.0
havana,473,3.1437071399757968,115.76130641412301,102.33598346371545,34289.76682401442,19989.80251110269,2300,67,10109,7210,0.0033783783783783786,0.005791018012800634,0.6278269668606122,0.8488045540796963,131.0,15.0,0.006605486083098023,0.0007563533682936668
havelian,6327,2.524390243902439,63.504051849910304,47.24081905907961,59258.54577201912,29629.27288600956,21,0,58,3,0.0,0.002143287555324918,0.9634146341463414,0.6981132075471698,0.0,0.0,0.0,0.0
haveli lakha,6504,2.4514563106796117,68.16459728274023,45.001870050741125,38070.60691211053,20510.703828753205,70,0,110,25,0.0,0.0033233670502902384,0.8737864077669902,0.6781326781326781,1.0,0.0,0.0048543689320388345,0.0
haveri,7544,1.5902255639097744,67.27501000671425,17.956863573220723,25990.9509860954,13087.483427034018,195,0,57,13,0.0,0.005140408420135865,0.9473684210526315,0.2884250474383302,1.0,0.0,0.0037593984962406013,0.0
havirov,3132,2.6264940239043826,86.9429741894101,65.20723064205757,26467.269830208676,14532.057008929696,251,9,610,132,0.008964143426294821,0.005982840153736332,0.8653266331658291,0.670528967254408,2.0,0.0,0.00199203187250996,0.0
hawassa,5126,3.0710646285867527,295.1759634209422,276.3366286678759,77054.5970024062,41515.89552571793,238,0,2750,741,0.0,0.007109950530588675,0.8012872083668544,0.9076881792566751,0.0,0.0,0.0,0.0
hawsh isa,3796,2.8900169204737733,343.691494901927,307.6358727633154,74464.58194027998,38784.19444128987,124,1,938,119,0.0008460236886632825,0.00886163809389402,0.8992379339542761,0.859142978362325,0.0,0.0,0.0,0.0
hazaribagh,9133,2.7412935323383083,44.56403020259123,36.36070125982568,28622.866670531876,14311.433335265941,74,0,285,42,0.0,0.003113876098823551,0.8930348258706468,0.8598247809762203,1.0,0.0,0.0024875621890547263,0.0
hazorasp,5904,2.461030383091149,62.15713953711456,41.79390227792776,35200.76187985438,17628.879003086993,248,0,422,86,0.0,0.0035258702227311347,0.8850726552179656,0.7084161696487741,1.0,0.0,0.001321003963011889,0.0
ha long,11327,2.6987760652765185,171.47156813881602,133.85042626248466,43757.59620671893,23882.851263305343,968,8,2830,597,0.001813236627379873,0.007179694176728071,0.8623978201634878,0.7512211745995683,9.0,0.0,0.002039891205802357,0.0
ha tinh,11323,2.8541666666666665,217.78697085475653,181.07666705537522,55113.46823921307,28620.30380385622,356,0,1362,386,0.0,0.007609526871109332,0.8134469696969697,0.8566010903057597,6.0,2.0,0.002840909090909091,0.000946969696969697
hebi,10992,3.4285714285714284,35.22149184722929,33.149639385627566,17851.836295361594,14275.53869159423,56,0,388,496,0.0,0.002467261839160474,0.46638655462184875,0.5513428120063191,12.0,0.0,0.012605042016806723,0.0
hebron,4354,2.3947558335337984,158.18531267842286,106.43356255991068,45298.57895594914,23369.673725466117,1360,1,2594,199,0.00024055809477988935,0.006768828462763136,0.951395572666025,0.6332009148910558,3.0,0.0,0.0007216742843396681,0.0
hechi,11314,2.7455621301775146,42.84773571208584,31.56534376422892,21303.173137112026,11545.685959532837,89,2,153,94,0.005917159763313609,0.0037111468181505567,0.7202380952380952,0.7661169415292354,0.0,0.0,0.0,0.0
hechuan,10554,2.935280189423836,109.25569804151672,90.62962797287614,43898.079397049674,28955.020720256478,216,1,722,305,0.0007892659826361484,0.003773290273112571,0.740916271721959,0.66798575385833,23.0,0.0,0.018153117600631413,0.0
heemskerk,2152,2.7834251377065597,107.69711506323661,89.71164291822438,26787.462712942808,14830.691331528567,667,25,2814,483,0.006259389083625438,0.007261773079605757,0.8770471151423532,0.7558300768939872,4.0,1.0,0.00100150225338007,0.0002503755633450175
heerlen,2235,2.7434630430306775,137.74464617199723,113.86550429906708,34431.45954995226,19447.49326928744,1684,95,6974,951,0.009779699402923616,0.007082899799200918,0.9000935648196278,0.7370145063172672,10.0,0.0,0.0010294420424130121,0.0
