city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
genteng,12669,2.6454018227009115,203.48308789557862,156.61622920877593,58327.633948972354,29310.335840142234,278,0,804,123,1.0,1.0,0.0,0.0008285004142502071,0.0008285004142502071,0.006942366304001762,0.8964374482187241,0.776255707762557
geoje si,12680,2.952178533475027,136.14778210868303,119.07505279005964,36769.678634614786,22724.140126517996,118,15,606,199,2.0,1.0,0.015940488841657812,0.0021253985122210413,0.0010626992561105207,0.005991328224111987,0.7818574514038877,0.734163508391987
george,3410,2.7373431414971874,161.37673101816827,130.3024578450463,46654.1547617319,24491.90171308254,445,0,1584,281,1.0,0.0,0.0,0.00043271311120726956,0.0,0.006588983285522807,0.87797490263955,0.779943686376435
georgetown,1038,2.99136786188579,286.57977856938044,245.09611872334796,85622.476963794,49711.245595080305,218,6,857,421,4.0,0.0,0.00398406374501992,0.0026560424966799467,0.0,0.005764888309250934,0.7166666666666667,0.7776293823038397
george town,10940,2.6306833056985774,175.95053366070027,134.79969761822915,35311.76897928724,21383.055262015365,2680,90,7500,1163,23.0,3.0,0.00785408848939698,0.0020071559472903395,0.000261802949646566,0.008228502966704528,0.8954173630046618,0.5986011525095676
georgiyevsk,4653,3.023848684210526,67.03661969350873,58.49165583454997,31244.895529739642,15715.762904869594,155,0,723,337,1.0,0.0,0.0,0.0008223684210526315,0.0,0.004265565731634775,0.7220394736842105,0.9686856201071281
gera,2799,2.645308924485126,92.61658406283384,69.79800538068638,29343.02911353661,16312.946725532991,323,26,763,191,8.0,0.0,0.019832189168573607,0.006102212051868803,0.0,0.005677489519282899,0.845136186770428,0.6908382066276804
geumseong myeon,12656,2.503419972640219,102.82195733269968,73.70547967487637,37622.560236385354,19146.10195851389,207,0,475,47,2.0,0.0,0.0,0.0027359781121751026,0.0,0.00537038596971311,0.93296853625171,0.7144818119423473
geziret nikla,3844,2.832023575638507,308.636258871657,270.4357003079745,80334.19206485541,40874.2380928033,126,0,811,81,0.0,0.0,0.0,0.0,0.0,0.007550874909788187,0.9204322200392927,0.8759231905465288
ghafurov,6043,2.8049476688867747,68.84198743074936,55.7417043801786,29724.073055107627,15304.123886740865,200,2,654,193,2.0,0.0,0.0019029495718363464,0.0019029495718363464,0.0,0.004498263862748292,0.8141086749285034,0.8399426660296225
ghakhar mandi,6471,2.360248447204969,75.67710688965819,49.82467907020973,36721.29988277124,20945.856059887403,55,0,99,7,0.0,0.0,0.0,0.0,0.0,0.003612987059267751,0.9565217391304348,0.5899053627760252
ghaliya,4341,3.384161752316765,1377.219975119854,1357.495678930269,256610.50200205788,128305.2510010292,68,0,2720,1960,0.0,0.0,0.0,0.0,0.0,0.01073393305710307,0.5871946082561078,1.1702665683278897
ghardaia,2143,2.83668903803132,242.26682871330576,209.47679932369726,50647.27235731759,26456.783806940355,363,0,2031,288,0.0,0.0,0.0,0.0,0.0,0.00915707783989044,0.8926174496644296,0.8412017167381974
ghaseet pura69 rb,6426,2.7625786163522013,141.90527396708706,109.77577797453905,48973.05667965496,26309.029308768302,720,2,1783,664,10.0,1.0,0.0006289308176100629,0.0031446540880503146,0.00031446540880503143,0.005393786000298868,0.7876022655758339,0.8258541961895765
ghatal,9631,2.0,3.122886368325946,1.4413321699965904,8174.529815457364,4087.2649077286815,7,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0007640528418945455,0.9230769230769231,0.6666666666666666
ghatampur,7782,1.7142857142857142,6.520690164059087,1.8630543325883107,21780.990558941936,10890.495279470968,5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0005987505615424908,0.8571428571428571,0.6666666666666666
ghatkesar,8110,2.7302692664809656,1817.3793569576353,1404.7988065619604,364669.1640272634,193233.35961254072,978,3,2534,790,2.0,1.0,0.0006963788300835655,0.00046425255338904364,0.00023212627669452182,0.009405101482485889,0.8157955865272939,0.8135967460778617
ghayyadah al gharbiyah,3951,2.7832167832167833,491.0534268091208,417.2237157853719,142117.14960618134,74741.76000609159,215,0,1095,120,0.0,0.0,0.0,0.0,0.0,0.0065700008505164866,0.916083916083916,0.8423817863397548
ghazi,6295,2.624113475177305,97.96632882413834,72.95364912435834,73776.63368175687,36937.19404880016,36,0,86,19,0.0,0.0,0.0,0.0,0.0,0.0026522406844090153,0.8652482269503546,0.7689530685920578
ghazipur,8598,2.7839506172839505,28.801894655860483,24.17936835306806,29236.520579901615,14618.260289950795,26,0,120,15,1.0,0.0,0.0,0.006172839506172839,0.0,0.0019702682866893618,0.9012345679012346,0.9059561128526645
