city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,8way_int_count,6way_int_prop,7way_int_prop,8way_int_prop
colonia santa teresa,158,2.393667861409797,434.4787291053088,273.04159081169945,69821.8740258172,41778.21891090298,622,3,820,226,3.0,0.0017921146953405018,0.0017921146953405018,0.010399647003427465,0.8629563135846798,0.5594845669763261,0.0,0.0,0.0,0.0,0.0,0.0
colorado springs,265,2.7851959361393326,99.46341058856912,78.98952623570028,31259.51191161023,17608.715174524394,3262,78,9413,2993,100.0,0.004922067268252666,0.006310342651605982,0.005648533104361239,0.8037922506183017,0.7572701614181968,0.0,0.0,1.0,0.0,0.0,6.310342651605982e-05
columbia,686,2.981417863835103,78.2805765969738,67.64595735285025,31429.047335074887,16803.611112744115,870,17,3917,1565,32.0,0.002654590880699563,0.004996876951905059,0.004658556787094687,0.7494911539063723,0.8821364241522437,3.0,0.0,0.0,0.00046845721424109934,0.0,0.0
columbia,877,2.8216889428918592,87.97330029074594,75.01247081291733,30059.193720846288,17887.002229642116,485,23,2389,384,11.0,0.0069866342648845685,0.003341433778857837,0.0049182808366265915,0.8791679412664424,0.7413133323128731,0.0,0.0,0.0,0.0,0.0,0.0
comayagua,351,3.082908163265306,214.49646015723008,185.35886703638184,54480.767664056024,29329.160347162488,213,1,801,549,4.0,0.0006377551020408163,0.002551020408163265,0.007313419737158687,0.6470963624760689,0.9290508149568553,0.0,0.0,0.0,0.0,0.0,0.0
combongan,12435,2.8308977035490606,482.1189221611442,400.9270090344936,107121.77852745671,53566.54652835294,726,0,2864,720,0.0,0.0,0.0,0.00900037343094271,0.832753421479935,0.8845305790878496,1.0,0.0,0.0,0.00023196474135931338,0.0,0.0
comilla,9938,2.3935324535000384,30.560416198943997,20.69202217437182,25607.622589646653,12999.349246273308,4184,0,8269,498,6.0,0.0,0.00046307015512850195,0.0023509189283229042,0.9611021069692058,0.665097070516037,0.0,0.0,0.0,0.0,0.0,0.0
comitan,262,3.0710405348934393,190.91612842695332,165.22662013047236,50320.579491708784,27046.1728252398,322,1,1262,802,5.0,0.0004178854993731718,0.002089427496865859,0.007058896268265661,0.6622073578595318,0.9252981795354677,1.0,0.0,0.0,0.0004178854993731718,0.0,0.0
como,2560,2.683709869203329,139.09341175777027,113.12710302296655,34485.99411001584,20572.988928198774,471,50,1816,179,6.0,0.019817677368212445,0.0023781212841854932,0.006760972469446048,0.9247877072381723,0.5171018012548068,1.0,0.0,0.0,0.00039635354736424893,0.0,0.0
comodoro rivadavia,1078,3.379543261498874,446.2954022312252,427.9210659540953,92600.85098681244,62024.674960109056,128,10,1551,1395,24.0,0.0032164683177870698,0.0077195239626889674,0.007195449271088618,0.5417876734430461,0.7481026965929275,1.0,0.0,0.0,0.000321646831778707,0.0,0.0
concepcion,914,2.846913226983332,255.56437371459725,212.85757229838012,48593.110733748166,28030.813557376776,2336,44,9045,2532,22.0,0.0031475785106230775,0.0015737892553115388,0.009117265654508313,0.8167204879799067,0.7844607931096358,0.0,0.0,0.0,0.0,0.0,0.0
concepcion,986,3.268135904499541,277.29028139342245,254.8829859272873,81781.8972018813,48627.187927151055,88,4,534,455,7.0,0.0036730945821854912,0.006427915518824609,0.005702371311473619,0.5732718894009217,0.8558891454965358,1.0,0.0,0.0,0.0009182736455463728,0.0,0.0
