city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality,6way_int_count,6way_int_prop
adiyaman,4486,3.110639119521143,382.5115304085357,365.5980064727267,80136.52013986728,44756.542518020964,229,1,3934,999,15.0,0.00019308746862328635,0.0028963120293492954,0.008546494185839302,0.8039783700270374,0.9084146459279296,6.468722560029448e-05,1.2524148228517809e-08,0.2081588878148128,4.019287271960085e-05,0.03785618188953949,7.256264606177699e-06,1.0,0.00019308746862328635
ado,2609,2.681858239959713,156.55903417757213,124.56919249682183,38004.353126168666,19688.738406070355,1623,0,5602,717,1.0,0.0,0.0001258970162407151,0.007951704723208799,0.9096059423391666,0.7912599962219004,1.53686773344407e-05,1.9392652787937793e-09,0.2787840744120487,3.509808314390642e-05,0.023987917443936017,2.8264835572139143e-06,0.0,0.0
adoni,7886,2.9230114844746917,372.1454222017945,325.4491654814502,79072.93947720986,39536.469738605025,295,0,1648,407,1.0,0.0,0.0004253509145044662,0.009412712481975003,0.8264568268821778,0.9503938684266553,0.00010398842997331504,4.42315737870332e-08,0.26457998160680735,0.00011253933713603034,0.04521657509375163,2.0089933656627384e-05,0.0,0.0
ado ekiti,2319,2.680071492403932,77.77610417129335,63.57391416324962,27892.9522497335,14532.334927862514,613,0,2592,152,0.0,0.0,0.0,0.005351934465959425,0.9547214775096813,0.7798479654195857,5.466898059700597e-05,1.6314228766638608e-08,0.2298115197190647,6.845740831667104e-05,0.0363282992870389,1.0097290383350373e-05,0.0,0.0
adra,9431,2.4008438818565403,320.4415793605453,216.331867922731,73076.73462295248,36538.36731147633,231,0,444,36,0.0,0.0,0.0,0.008770002683176755,0.9493670886075949,0.6718419195483416,0.00020869302296447833,2.935204261103774e-07,0.46661710497176573,0.0006562828480615551,0.0675781991261434,9.876308280477695e-05,0.0,0.0
adrar,1934,3.2074502247912653,283.24812269118047,277.2447906110206,55101.089132446854,30807.703823954955,66,3,2264,781,0.0,0.0009633911368015414,0.0,0.009194067961369358,0.7489553198328511,0.9356602863117259,0.00010807312868690348,3.472786911532888e-08,0.25207743627746226,8.094972263245416e-05,0.044012044331611655,1.2184479419854617e-05,0.0,0.0
adzope,1684,2.839766081871345,157.96541572522025,133.39301772351934,52809.7170644817,26404.858532240803,133,0,593,129,0.0,0.0,0.0,0.005982437494688399,0.8491228070175438,0.9079178885630499,0.00031907563415213054,3.749419907780617e-07,0.30310625996594937,0.0003545102455742098,0.07107965952604699,8.816676440486384e-05,0.0,0.0
ad damazin,4544,3.4146995708154506,461.4316734692087,451.2821570463345,123309.04755258857,61680.54280429192,82,0,1936,1710,0.0,0.0,0.0,0.007480992424682437,0.5413090128755365,1.1709837605690512,8.097156071962669e-05,2.176654858054481e-08,0.21283709999444092,5.709149677962471e-05,0.035864595046670215,7.891835165084506e-06,0.0,0.0
ad damer,4479,3.3255069370330843,486.50651177938687,481.4441441274669,118308.30306290499,59733.76965223632,39,0,2411,1298,0.0,0.0,0.0,0.008144580772514044,0.6536819637139808,1.1292217327459617,6.870540325020917e-05,1.8331217516064346e-08,0.2653046588707168,7.078566138492978e-05,0.036762394818739545,8.539546010841445e-06,0.0,0.0
ad da ein,3658,3.5344706707174574,532.0515510028692,529.1917272886682,148064.4841321249,74032.24206606182,23,0,1923,2333,0.0,0.0,0.0,0.007186754529575089,0.4547791540079458,1.2381620484040687,0.00010384627326380977,2.431427610953167e-08,0.1773544001305336,4.1447627980961345e-05,0.037563463224198367,9.209118275680643e-06,0.0,0.0
