city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
kurdamir,5438,2.728187919463087,159.29224279971984,129.62539892259082,67698.42570475639,33967.164615503934,111,0,427,56,2.0,0.0,0.003355704697986577,0.004689594925065152,0.9026845637583892,0.8171861836562764,0.0,0.0,0.0,0.0
kure,12795,2.988101676581936,145.5189571901892,127.7324324065317,37464.27886364438,19537.62262967309,226,0,1211,397,13.0,0.0,0.007030827474310438,0.007448140439010214,0.777176852352623,0.9184944489574871,1.0,1.0,0.0005408328826392645,0.0005408328826392645
kurgan,5787,2.8508092892329344,31.934128223262405,25.754054147683828,15923.726375885717,8208.191456990822,275,2,808,332,4.0,0.0014074595355383533,0.0028149190710767065,0.003890519414732276,0.7632135306553911,0.8344511118955171,0.0,0.0,0.0,0.0
kurnool,8065,2.993490054249548,359.6776524200933,331.18962136041864,78236.26850892813,42269.4182660532,438,5,4255,819,13.0,0.0009041591320072332,0.0023508137432188066,0.008509169682823677,0.8494117647058823,0.9381620642824807,0.0,0.0,0.0,0.0
kursk,3735,2.901343214451135,45.19724859806368,38.60293025235268,20542.470139166264,11372.220126403698,315,7,1423,404,10.0,0.003242241778601204,0.004631773969430292,0.003974355763051578,0.8076208178438662,0.7650616422423819,0.0,0.0,0.0,0.0
kurukshetra,6856,2.84765625,357.9153133406723,312.47684582671974,84039.27055000428,45292.63266508489,520,4,3153,418,1.0,0.0009765625,0.000244140625,0.007902285477359355,0.897605083088954,0.8472918449688226,0.0,0.0,0.0,0.0
kurume,12752,3.040143912137853,149.65217794568665,135.2565509060334,44618.63663231054,23066.34228880381,508,3,3571,1169,29.0,0.0005680742283658398,0.005491384207536452,0.006487902419549476,0.7728306176582038,0.9702397876978486,0.0,1.0,0.0,0.0001893580761219466
kushalanagara,7745,2.482342807924203,612.6296892939996,433.74815210996354,173104.93206165102,86552.46603082531,339,0,745,77,0.0,0.0,0.0,0.007078130957884135,0.9336778639104221,0.7328441950798447,0.0,0.0,0.0,0.0
kushinagar,8530,2.6087824351297404,94.24613428032904,73.74148630317163,131514.8886390144,68362.97586361991,109,17,336,39,0.0,0.033932135728542916,0.0,0.0013786136880340686,0.9194214876033058,0.7435098650051921,0.0,0.0,0.0,0.0
kushiro,12846,3.103189246178176,194.75541732535964,181.10097847229014,46326.66579760209,23666.77435644196,532,0,5221,1823,12.0,0.0,0.0015814443858724301,0.008229064696023872,0.7581707959936742,1.0129853009030387,0.0,0.0,0.0,0.0
kusong,11932,2.47244094488189,64.92149029823939,44.47377681847895,41465.629852846134,20732.814926423056,40,0,74,13,0.0,0.0,0.0,0.0031313398845566223,0.8976377952755905,0.714859437751004,0.0,0.0,0.0,0.0
kut,5475,3.038276690696876,265.92998762916534,254.7468693715022,63162.087002521126,34130.60058525347,245,3,4864,712,2.0,0.0005149330587023687,0.00034328870580157915,0.007791541404755225,0.8773827923750644,0.919766343097672,0.0,0.0,0.0,0.0
kutahya,3643,3.0660569105691056,304.9032309341855,285.4594527419902,67454.61814396297,37317.9803970054,251,5,2934,725,21.0,0.0012703252032520325,0.005335365853658537,0.008170410823160532,0.8102264054947851,0.9176530482372407,0.0,0.0,0.0,0.0
kutaisi,4661,2.68075117370892,118.83316076948579,94.21572781665216,31690.28184101746,17420.002349728136,353,9,1175,163,4.0,0.00528169014084507,0.002347417840375587,0.006821650099911746,0.9014749262536873,0.6779911373707533,0.0,0.0,0.0,0.0
kutkai,10213,2.975133214920071,305.12722235991987,255.2662908197553,90404.72692827164,45202.363464135844,92,0,302,168,1.0,0.0,0.0017761989342806395,0.006750249300614819,0.6998223801065719,0.9598572702943801,0.0,0.0,0.0,0.0
kutlwanong,3608,3.070559610705596,577.9014056082846,553.997941142735,218963.25495618023,109521.55294265656,34,0,662,126,0.0,0.0,0.0,0.0052765998114623425,0.8467153284671532,1.0091519219035998,0.0,0.0,0.0,0.0
kuytun,6653,3.145418326693227,37.93074129727875,32.11267938514635,22180.044797946193,15457.02105944519,77,2,199,220,3.0,0.00398406374501992,0.00597609561752988,0.0024539489951785204,0.552,0.6743718592964824,1.0,0.0,0.00199203187250996,0.0
kuznetsk,4539,2.9893390191897655,51.73188111324299,43.84525105013665,25437.536715845705,12960.646834706344,143,1,519,273,2.0,0.0010660980810234541,0.0021321961620469083,0.003991458279282332,0.7065101387406617,0.9646869983948636,0.0,0.0,0.0,0.0
kwaksan,11950,2.4166666666666665,46.38366202144702,31.888767639744827,35660.10530690104,17830.05265345053,15,0,31,2,0.0,0.0,0.0,0.002601431578637021,0.9583333333333334,0.6923076923076923,0.0,0.0,0.0,0.0
kwamhlanga,3753,3.0627984718242596,147.93797072846868,136.91680385471457,58462.32222702756,29267.79135692651,312,0,2989,887,0.0,0.0,0.0,0.005054633912218925,0.7882043935052531,1.0010751403655478,0.0,0.0,0.0,0.0
