city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop
jessore,9820,2.781041388518024,116.44868265559903,98.72485111656259,58452.37816551946,29361.74203467578,228,0,1142,128.0,0.0,0.003966000468162784,0.9145527369826435,0.8548980274155801,0.0,0.0
jetisay,6002,2.9402985074626864,76.19998123597526,65.16804365405049,34853.16287124082,17756.694198211724,97,1,419,151.0,0.0014925373134328358,0.004291338262932374,0.7713004484304933,0.9399849962490623,2.0,0.0029850746268656717
jetpur,6523,2.9221183800623054,42.59986623664058,37.556891417349796,24753.94075686635,14119.962551241177,38,3,228,50.0,0.009345794392523364,0.003016995695423849,0.8364779874213837,0.8748019017432647,2.0,0.006230529595015576
jewar,7127,2.2083333333333335,20.54550048670186,11.98487528390942,33002.84694830364,16501.423474151816,10,0,13,1.0,0.0,0.0012450744336623305,0.9583333333333334,0.6744186046511628,0.0,0.0
jeypore,8920,2.6877828054298645,91.14266068683867,72.58420036598916,42010.822920407154,21005.411460203584,45,0,155,21.0,0.0,0.004339008586407158,0.9049773755656109,0.8421052631578947,0.0,0.0
jhajjar,6933,2.5806451612903225,341.4033521741356,252.95510468547343,70816.22150793379,36445.946314638335,257,0,638,96.0,0.0,0.009367388878499572,0.9022177419354839,0.7488630621526023,1.0,0.0010080645161290322
jhalawar,7137,2.787878787878788,7.561906470630598,6.416163065989598,12630.837071731114,6361.963215935694,5,0,25,3.0,0.0,0.001188612101951366,0.9090909090909091,0.8524590163934426,0.0,0.0
jhalrapatan,7143,2.9,16.047442504644334,13.239140066331576,22265.76549491248,11132.88274745625,7,0,23,10.0,0.0,0.0014414453891837683,0.75,1.0266666666666666,0.0,0.0
jhang,6357,2.764290301862556,251.11982747698963,201.76679779943098,66683.59192691749,33345.121204475465,612,0,2012,490.0,0.0,0.007530931614766037,0.8426461143224149,0.8785151856017998,0.0,0.0
jhansi,7518,2.5503685503685505,73.57869017169563,53.08994761774271,29919.439938569623,15477.76432629587,340,0,751,129.0,0.0,0.004753831924336093,0.8935298935298935,0.7377923676651621,1.0,0.000819000819000819
jhargram,9551,2.4328358208955225,17.55163171413991,10.478586097993976,17054.01571072019,8527.007855360092,27,0,24,16.0,0.0,0.0020583576339861026,0.7611940298507462,0.7441860465116279,0.0,0.0
jharsuguda,9033,2.7982456140350878,30.510489334257,24.354864293134973,31407.223393915985,15821.485894688398,23,0,68,23.0,0.0,0.001928421232831235,0.7982456140350878,0.8565022421524664,0.0,0.0
jhelum,6400,2.61557478368356,131.0621581877297,99.55215847510493,48001.8848889777,25521.959332043683,389,0,1077,148.0,0.0,0.0051352702385657634,0.9060568603213844,0.7443515939337666,4.0,0.002472187886279357
jhenaidah,9802,2.8502673796791442,45.93653648402826,40.53223807414258,31296.49229633904,16125.646516578341,22,0,149,16.0,0.0,0.002848663241923488,0.9144385026737968,0.7506775067750677,0.0,0.0
jhumri tilaiya,9135,2.5,16.958390017659358,12.71879251324452,22674.15413448083,11337.077067240414,9,0,27,0.0,0.0,0.0014958344127925418,1.0,0.7611940298507462,0.0,0.0
jhunjhunu,6756,2.8638132295719845,20.04435845070804,17.782543683896627,13074.91676689148,6746.516674444321,29,0,205,23.0,0.0,0.0029710677995706575,0.9105058365758755,0.8487229862475442,0.0,0.0
jhusi,8243,2.6868131868131866,557.0914256188483,446.89751725468057,147205.7348456883,78107.11903249442,180,0,657,71.0,0.0,0.007132402686457878,0.9197802197802197,0.8027548209366391,2.0,0.002197802197802198
jia,11069,3.197278911564626,10.045816780209801,9.225750104274308,12512.703153319635,6401.309876734325,12,0,82,53.0,0.0,0.0015693376783276031,0.6394557823129252,0.8927335640138409,0.0,0.0
jiaganj,9617,2.38,29.065084068716793,18.40788657685397,18620.21786694067,9310.108933470332,55,0,79,15.0,0.0,0.0031218844243837236,0.8933333333333333,0.7016949152542373,1.0,0.006666666666666667
jiagedaqi,10256,2.8895705521472395,28.58378298471752,22.53384118733866,17150.558697471442,10077.508261607076,69,2,152,102.0,0.006134969325153374,0.0028363939024108743,0.6820987654320988,0.7729393468118196,1.0,0.003067484662576687
