city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
bugulma,4968,2.8335170893054022,75.7402261892181,61.37714029666517,32064.088646673838,16140.365539747203,172,0,542,193,0.0,0.004692596707472362,0.7872105843439912,0.8618021006080707,0.0,0.0,0.0,0.0
bujumbura,4078,2.951972297500753,174.0316568495527,151.10517390113975,55391.927629089085,28617.961090781893,875,3,4337,1422,0.00045167118337850043,0.006081203908883987,0.7850579906612442,0.9141866947939425,3.0,2.0,0.00045167118337850043,0.00030111412225233364
bukala,4445,2.5899159663865547,471.9629723621856,359.3264310589413,161316.64887738557,80887.67147394795,142,0,413,40,0.0,0.005834794892249975,0.9327731092436975,0.7223628691983123,0.0,0.0,0.0,0.0
bukavu,4007,2.5947895791583164,303.8477772294769,233.57917303652772,122513.2331041459,61641.307627730355,577,0,1775,143,0.0,0.004929288312060174,0.942685370741483,0.7406218655967903,0.0,0.0,0.0,0.0
bukhara,5956,2.856418918918919,48.14080423664708,40.957632433318544,18186.73798014785,11266.09625197375,265,2,1233,275,0.0011261261261261261,0.004273068786201175,0.8444193912063134,0.6675134067174711,1.0,0.0,0.0005630630630630631,0.0
bukittinggi,10995,2.494541231126597,266.34306390011426,193.27659271172055,67949.14382387695,34311.666365893376,1181,2,2934,188,0.0004645760743321719,0.007762463678093632,0.9563095514757146,0.7247994419253575,0.0,0.0,0.0,0.0
bukit mertajam,10956,2.5560105998554565,172.29862885947293,127.48064656339587,38921.761232550736,21696.998319604874,4319,79,10875,1317,0.00475788966514093,0.007941127446361468,0.9194553706505295,0.6720229989408383,14.0,0.0,0.0008431703204047217,0.0
bukoba,4364,2.5,177.4638853097449,127.88667290575268,61413.84454113182,30805.867964042063,176,0,418,35,0.0,0.005760716936035966,0.9428571428571428,0.7027888446215139,1.0,0.0,0.0015873015873015873,0.0
bulandshahr,7145,2.628691983122363,22.75613691116718,17.379159413169873,20569.172679920288,11040.985352164316,56,0,157,24,0.0,0.0020610603297926116,0.8987341772151899,0.6844349680170576,0.0,0.0,0.0,0.0
bulawayo,3777,3.0957115299005786,528.6958120664095,507.12119442013227,181887.75739396014,95043.43760669215,275,0,5278,1179,0.0,0.0055626756079073395,0.8240094969580056,0.9744674534253692,5.0,2.0,0.0007419498441905327,0.0002967799376762131
buldhana,7414,3.09375,92.98982235414347,87.50083978462806,43665.986425141775,21832.99321257086,17,0,213,56,0.0,0.004259142182144883,0.7986111111111112,1.0455341506129596,1.0,1.0,0.003472222222222222,0.003472222222222222
buloqboshi,6112,2.9133738601823707,56.83405230866986,49.83776319468466,28073.91457547663,14061.836480510327,81,0,472,105,0.0,0.004041723311705533,0.8404255319148937,0.9183829138062548,0.0,0.0,0.0,0.0
bulukumba,12895,2.572630398205272,246.39402542815063,181.85896660877523,57245.24380115106,28990.474914232163,467,0,1144,172,0.0,0.008499137256533508,0.9035333707234997,0.7598989048020219,0.0,0.0,0.0,0.0
bumba,3491,3.0019960079840318,59.355879992181585,47.74534857654527,32855.10884126469,16454.37948719485,98,0,207,195,0.0,0.0036072998096569734,0.6087824351297405,0.9869608826479438,1.0,0.0,0.001996007984031936,0.0
bunda,4543,2.7760416666666665,259.7227113514532,213.7301478829667,104153.29829048314,52076.649145241616,68,0,266,50,0.0,0.004987316112200064,0.8697916666666666,0.8165137614678899,0.0,0.0,0.0,0.0
bundi,6980,2.7903225806451615,250.01070173497064,207.8045940227229,72530.12939117037,38278.03392546565,157,0,654,119,0.0,0.006531440518125548,0.8720430107526882,0.8711590296495957,0.0,0.0,0.0,0.0
bungoma,4591,2.52212389380531,407.48030093954253,300.0208941430968,169503.03102210394,85490.17055845278,149,0,388,28,0.0,0.004766399438411849,0.9504424778761061,0.6782222222222222,0.0,0.0,0.0,0.0
bunia,4200,2.8693726937269375,242.62481153050126,200.54596967834792,76661.42639391335,38359.595621592074,470,0,1656,582,0.0,0.006325009625334298,0.7845018450184502,0.916528162511542,2.0,0.0,0.0007380073800738007,0.0
buni yadi,2984,2.90625,132.9153897816507,100.37880999135078,56134.71730328516,28067.358651642575,47,0,69,76,0.0,0.004735585967718845,0.6041666666666666,0.9683377308707124,0.0,0.0,0.0,0.0
bunza,2202,2.731707317073171,20.672897474862975,15.630727359042737,26945.115074777797,13472.557537388895,10,0,22,9,0.0,0.0015344449201639538,0.7804878048780488,0.9090909090909091,0.0,0.0,0.0,0.0
