city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
tana paser,12739,2.6961620469083156,888.8391448597969,703.1115623517796,200102.46529323125,105724.11203576581,196,0,635,107.0,0.0,0.00840715639738935,0.8859275053304904,0.7439871726349546,0.0,0.0,0.0,0.0,0.0,0.0
tanchon,12305,2.3508771929824563,25.8008202076127,15.842608899411307,18496.730221249043,9248.365110624522,22,0,28,7.0,0.0,0.002789770937781502,0.8771929824561403,0.6972477064220184,0.0,0.0,0.0,0.0,0.0,0.0
tanda,7309,1.6666666666666667,5.563917457730586,1.854639152576862,28411.53617625919,14205.768088129598,4,0,2,0.0,0.0,0.00039166607699162845,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
tanda,8297,2.7883211678832116,44.009137289516154,37.26321113564872,31191.836800376517,16529.615132601604,21,0,104,11.0,0.0,0.002662441740867655,0.9124087591240876,0.8550185873605948,1.0,0.0072992700729927005,0.0,0.0,0.0,0.0
tandil,1119,3.494862087614927,132.5935087194353,128.72111852427602,33241.15814300534,26332.223495336402,54,13,763,1006.0,0.007030827474310438,0.005035408754711444,0.44498910675381265,0.5865830379056449,10.0,0.005408328826392645,2.0,1.0,0.001081665765278529,0.0005408328826392645
tando muhammad khan,6273,2.5729166666666665,76.62688767033441,55.873772259618846,65179.569782573744,32589.784891286887,26,0,59,11.0,0.0,0.0023512547850790253,0.8854166666666666,0.7967914438502673,0.0,0.0,0.0,0.0,0.0,0.0
tanduru,7865,2.714367816091954,446.67161847149777,355.0269243368284,85802.89629199587,42911.965465658206,357,0,1166,217.0,0.0,0.010409022603007132,0.8752873563218391,0.8523741007194244,0.0,0.0,0.0,0.0,0.0,0.0
tang,10714,3.0,2.9246217404544663,2.3176247754544828,6148.699584348196,3569.336448410246,11,1,21,17.0,0.018867924528301886,0.0008193740721071754,0.6153846153846154,0.8585858585858586,3.0,0.05660377358490566,0.0,0.0,0.0,0.0
tanga,5249,2.9786594529606254,215.40220671941876,197.66243976987843,56357.90626744711,28404.03011728525,274,1,2575,476.0,0.00030057108506161706,0.007583508601771829,0.8565844858689116,0.954265081991876,1.0,0.00030057108506161706,0.0,0.0,0.0,0.0
tangail,9845,2.5491329479768785,4.559076959794153,3.294130751296353,6414.438761233708,3490.6428986797932,96,5,205,39.0,0.014450867052023121,0.001306085180331238,0.8826979472140762,0.7060561299852289,1.0,0.002890173410404624,0.0,0.0,0.0,0.0
tangara da serra,1050,3.5031374786081004,270.9185223943634,253.9185010233537,78715.51654549415,43016.13822175744,110,2,557,1069.0,0.0011409013120365088,0.006298067041669807,0.38092518560822386,1.0692021732913926,10.0,0.005704506560182544,5.0,0.0,0.002852253280091272,0.0
tanghe,11147,3.310483870967742,12.49164761955361,11.232408948227642,13536.355187987265,9748.043436133374,25,1,96,124.0,0.004032258064516129,0.0012814517806979022,0.4898785425101215,0.689161554192229,2.0,0.008064516129032258,0.0,0.0,0.0,0.0
tangi,6209,2.6488095238095237,162.89786793865142,125.08229145289306,159975.43946336507,79987.71973168253,39,0,111,17.0,0.0,0.0020365359643341454,0.8928571428571429,0.7764350453172205,1.0,0.005952380952380952,0.0,0.0,0.0,0.0
tangier,1635,2.962267878308969,308.85832307504575,282.15405742263334,56356.02831392599,30572.551835323135,1313,17,11787,2068.0,0.0011194521269590413,0.010102471155783431,0.8636034016744677,0.874130484950384,1.0,6.585012511523772e-05,0.0,0.0,0.0,0.0
tangshan,10991,2.9803824596109463,31.003325082312276,26.311427221190833,17831.22152762401,11391.24399147111,918,12,3474,1601.0,0.0019782393669634025,0.0027216803630512334,0.7254707631318137,0.7280013219862844,56.0,0.009231783712495879,4.0,1.0,0.0006594131223211342,0.00016485328058028355
tangyan,10259,2.6536144578313254,169.94911603539157,127.46183702654366,68550.89453506454,34275.44726753229,83,0,199,49.0,0.0,0.004958334014108615,0.8493975903614458,0.8209408194233687,1.0,0.0030120481927710845,0.0,0.0,0.0,0.0
tangyin,10985,3.1994981179422837,45.43483412908723,41.15928512070386,22653.636134656113,16617.242115286812,75,1,422,289.0,0.0012547051442910915,0.002734198239026081,0.6243718592964824,0.6534341524889729,9.0,0.011292346298619825,1.0,0.0,0.0012547051442910915,0.0
tang ao,11393,2.6608695652173915,10.99885766657149,8.32087493036278,14790.051620248241,8952.536935097965,28,1,68,18.0,0.008695652173913044,0.0012285743969903133,0.8421052631578947,0.7085201793721974,0.0,0.0,0.0,0.0,0.0,0.0
tanjungsari,11715,2.510140405616225,429.12624302285894,307.9533101256086,108575.27038000716,58323.506807589525,543,0,1236,144.0,0.0,0.007357689317937542,0.9251170046801872,0.6823743816714397,0.0,0.0,0.0,0.0,0.0,0.0
tanjung balai,10882,2.5382488479262673,353.0597817257937,259.3443742262282,98517.60560153227,49897.14464814773,576,0,1444,150.0,0.0,0.0070757512121267215,0.9308755760368663,0.7231833910034602,0.0,0.0,0.0,0.0,0.0,0.0
