city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient
valletta,3034,2.8764798737174426,236.09437691778066,208.58574835228154,41399.123533657934,25566.041796124402,1181,129,7639,1144,34.0,9.0,0.012726913970007893,0.0033543804262036307,0.000887924230465667,0.00923468633903159,0.8813830318776856,0.6414113648858014
valle de la pascua,879,3.0471960022209883,189.84289672441886,164.8607942681794,57880.70535664729,29547.935645940266,237,0,1007,555,2.0,0.0,0.0,0.001110494169905608,0.0,0.00642491235256573,0.6907273736812882,0.9747011398387545
valle de santiago,124,3.0429159318048207,178.85335446592322,158.3498834954029,47030.37846114072,24649.88737915859,195,3,1039,462,2.0,0.0,0.001763668430335097,0.0011757789535567313,0.0,0.007255747327151815,0.7267373380447585,0.9460336184016515
valsad,6798,2.645348837209302,67.92237822195473,50.67851863459801,32130.888207475804,17510.718713439834,131,3,300,82,0.0,0.0,0.005813953488372093,0.0,0.0,0.0038789029355958374,0.8401559454191033,0.7394711067580804
van,4899,2.778465840990811,149.95547065049888,123.77467133996433,47117.35844766739,24671.80861260395,874,0,3503,620,8.0,1.0,0.0,0.0015980823012385138,0.00019976028765481422,0.00607800883206803,0.8743507790651218,0.8335165384231038
vanadzor,4932,2.7445414847161573,158.90240799871196,127.8505182260379,59581.813927286574,30345.879261491817,179,3,609,123,2.0,0.0,0.0032751091703056767,0.002183406113537118,0.0,0.005236375147658195,0.8630887185104053,0.7962657880285557
vandavasi,8610,2.5238095238095237,181.4257163712231,131.44108022813103,52864.543533981196,26769.697064387336,81,0,191,22,0.0,0.0,0.0,0.0,0.0,0.006777279396731765,0.9251700680272109,0.7392795883361921
vanderbijlpark,3667,3.0189109136477557,114.32733100366535,104.92378429773616,38349.360663692154,21377.580333106078,361,8,3209,810,0.0,1.0,0.001822738664843928,0.0,0.000227842333105491,0.005348001467996544,0.8148824469299246,0.8433253397282174
vaniyambadi,8367,2.728395061728395,37.65032224107355,30.213221551478778,23393.556165825445,13607.882526221912,32,2,106,22,0.0,0.0,0.012345679012345678,0.0,0.0,0.002766802415329696,0.8625,0.8412698412698413
van gia,12137,2.5734265734265733,272.05099800041967,201.6601803359754,64812.495930224126,34222.94473833082,259,0,651,91,0.0,0.0,0.0,0.0,0.0,0.007949374318327249,0.9090909090909091,0.71407110665999
vapi,6810,2.643097643097643,47.274505977852414,35.57525954898995,35266.35129330814,19427.688635125072,147,1,363,83,0.0,0.0,0.0016835016835016834,0.0,0.0,0.0024333571978490827,0.8600337268128162,0.7256562235393734
varamin,5778,2.5074887668497254,403.078532269055,286.9645466878045,63730.120285002624,36282.817961350214,1154,1,2519,328,4.0,0.0,0.00024962556165751375,0.000998502246630055,0.0,0.011109350235652285,0.917103620474407,0.6293566520924422
varanasi,8463,2.5288910505836575,102.34425604265334,73.94073829073798,41332.9058369823,21698.164397022512,2853,5,6564,849,8.0,1.0,0.00048638132295719845,0.0007782101167315176,9.72762645914397e-05,0.0047167241509469505,0.9164963503649635,0.7368702847408128
varese,2521,2.5607129595246936,184.56912660974913,139.3349552163461,43854.265779660665,24446.141616512687,660,40,1821,167,5.0,0.0,0.014853323431117713,0.001856665428889714,0.0,0.00755003098260209,0.9351677346400301,0.568760611205433
varginha,1326,3.164374800127918,211.24132569178022,198.94649957220747,55547.04561847364,30009.859908291957,182,3,2077,850,14.0,1.0,0.0009593859929645027,0.004477134633834346,0.0003197953309881676,0.007039064038863194,0.7231113956466069,0.9290405253884351
varna,3516,2.7836725360164647,116.80958446205435,93.33013677347768,30514.819056614066,18292.24349586086,879,22,2668,775,28.0,1.0,0.005030871255431054,0.006402927052366796,0.000228675966155957,0.00638574401704667,0.8152148931280165,0.657468092445671
vasai virar,6840,2.6176181102362204,198.32060135922404,149.84656985902,62720.2662892901,33831.69396054449,1490,9,3943,650,4.0,0.0,0.0014763779527559055,0.0006561679790026247,0.0,0.005861976689388102,0.8925579103006407,0.7095899416550251
vasco da gama,7202,2.592696629213483,131.97718834523315,98.42680760016685,39698.47411450821,21274.742872943916,362,1,917,143,1.0,0.0,0.0007022471910112359,0.0007022471910112359,0.0,0.006203468081067842,0.898805340829234,0.7194649771207321
vasteras,2924,2.7661900756938604,119.94028791085248,97.04167953762833,33201.044686894194,19086.15727927343,454,10,1572,324,16.0,2.0,0.004205214465937763,0.00672834314550042,0.0008410428931875525,0.006284150662485704,0.8555743243243243,0.6565208201225956
vasterhaninge,2988,2.5298109549200194,109.52628671671913,78.62745061922493,32924.31500863361,18145.476083390127,582,6,1280,191,3.0,1.0,0.00290838584585555,0.001454192922927775,0.0004847309743092584,0.006036010640524141,0.9052017501215363,0.6011194937941104
