city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
urdaneta,12789,2.4869169510807736,212.74626550766578,149.817904834181,80861.27416964501,41770.43428352284,260,0,550,69,0.0,0.005093226085791205,0.9215017064846417,0.7090701654306902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urgench,5897,2.939116593712694,90.18541920331485,77.37356299337318,37678.07638797499,20121.42954702375,357,0,1605,541,0.0,0.004482058245044254,0.7807401512136888,0.8751244771957777,10.0,0.003979307600477517,0.0,0.0,0.0,0.0,0.0,0.0
urgut,5998,2.8360836083608363,60.343565627669676,50.518650651987485,27881.93787648997,14163.353465683072,148,0,614,147,0.0,0.004260542234851258,0.8382838283828383,0.885273028130171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uriangato,120,2.9206739206739205,231.47769447526957,190.85331847048374,50449.685780617125,28199.732836272535,500,4,1573,768,0.001404001404001404,0.008208506648599389,0.728646748681898,0.8,2.0,0.000702000702000702,2.0,0.000702000702000702,0.0,0.0,0.0,0.0
urmia,5243,2.531894983103717,469.3151095222297,333.6077719000492,78758.77958732659,44865.969319470714,5562,17,11559,2060,0.0008838055627761892,0.010460380476357136,0.8908835466749921,0.6358148369805625,36.0,0.0018715882505848714,0.0,0.0,0.0,1.0,0.0,5.1988562516246424e-05
uromi,2435,2.641496118560339,157.01493701940316,124.99142481149383,46853.713846360966,23732.781912218576,289,0,1058,70,0.0,0.0066159516233773525,0.9505998588567396,0.7783669141039237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uruapan,106,3.017032967032967,304.0899263474618,256.1372841157467,62084.62035455039,34991.50602174964,1148,10,3740,2336,0.0013736263736263737,0.00869039263867205,0.6723521320495186,0.8583419332645339,44.0,0.006043956043956044,2.0,0.0002747252747252747,0.0,0.0,0.0,0.0
uruguaiana,1099,3.1820931639443435,161.4762996922411,142.2319977930448,52974.99373018454,28931.084299445472,197,2,775,662,0.0012099213551119178,0.005581411951965318,0.5887341005451242,0.943281771307249,16.0,0.009679370840895343,1.0,0.0006049606775559589,0.0,0.0,0.0,0.0
urumqi,7045,2.79124633908233,28.954810255543105,22.68425177032868,16129.802526593518,10609.313096278976,1331,28,3426,1317,0.004555808656036446,0.0027291880249719915,0.7775416802876757,0.6215354427274957,42.0,0.00683371298405467,2.0,0.0003254149040026033,0.0,0.0,0.0,0.0
usak,3628,3.0730346299031677,463.1142418181113,440.6920029642884,88991.47724430502,49387.020511182,295,2,4795,971,0.0003282455276546857,0.009377246025871411,0.8356591692661304,0.9220661903588733,25.0,0.004103069095683571,4.0,0.0006564910553093714,1.0,0.0,0.00016412276382734285,0.0
ussurijsk,12155,2.964426877470356,30.63007192855687,26.19093106934573,18623.170981858388,9446.848251768131,110,4,449,195,0.005270092226613966,0.003242358838867127,0.7403973509933774,0.8850498338870432,1.0,0.0013175230566534915,0.0,0.0,0.0,0.0,0.0,0.0
usta muhammad,6165,2.699453551912568,138.7174993041393,111.42881091643976,66945.37898409406,33472.68949204705,36,0,130,17,0.0,0.004144199387894955,0.907103825136612,0.853185595567867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usti nad labem,2911,2.680513595166163,108.18796718992193,85.6351885309956,34277.60866493809,19840.041456410527,276,45,834,164,0.033987915407854986,0.00545301114554704,0.8678655199374511,0.6392479435957696,5.0,0.0037764350453172208,0.0,0.0,0.0,0.0,0.0,0.0
usulutan,334,2.762784090909091,280.0714575412391,215.4242816173025,72375.64018210334,38661.93663641043,325,5,759,317,0.0035511363636363635,0.007244113510792883,0.7726300784034212,0.791146019278829,2.0,0.0014204545454545455,0.0,0.0,0.0,0.0,0.0,0.0
uteun geulinggang,10491,2.5872801082543977,357.99026091711613,266.9183136202043,119544.09571411446,59772.047857057245,188,0,480,71,0.0,0.005989258754748327,0.9039242219215156,0.7617107942973523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uthman,4429,3.1567614125753662,151.71695676452347,145.9671323910187,44038.479336399054,23712.775951054115,44,1,846,269,0.0008613264427217916,0.006398110329962407,0.7672413793103449,0.9468682505399568,1.0,0.0008613264427217916,0.0,0.0,0.0,0.0,0.0,0.0
utica,964,3.1436016213086275,89.9193999475685,82.99451274836375,35512.00488016372,19836.122419678686,133,2,1089,491,0.0011580775911986102,0.004533113783284719,0.7084057971014492,0.9210449927431059,11.0,0.006369426751592357,1.0,0.0005790387955993051,0.0,0.0,0.0,0.0
utrecht,2181,2.761613502632394,174.88136646887352,142.99489867433982,39222.87057290052,24259.868384993646,2355,218,8556,1733,0.01687829049241251,0.007208669218380812,0.8592691762482281,0.6782324445669725,47.0,0.0036388974914834315,6.0,0.0004645401052957572,1.0,0.0,7.74233508826262e-05,0.0
utsunomiya,12965,2.90357933380122,232.91094191291845,200.40676954100817,50550.82961962929,26503.729446133944,2585,6,12599,3277,0.0003239216109701452,0.008787855399229213,0.8200032402657018,0.9000513111345162,55.0,0.0029692814338929977,1.0,5.398693516169087e-05,0.0,0.0,0.0,0.0
uvira,4047,2.7485811577752552,340.76343890573344,272.10792198658737,87148.32617868826,43604.66112703261,355,2,1137,267,0.0011350737797956867,0.00781483974644348,0.8477272727272728,0.8625889046941678,1.0,0.0005675368898978433,0.0,0.0,0.0,0.0,0.0,0.0
