city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality,6way_int_count,6way_int_prop
ad diwaniyah,5428,3.0,422.95589424443324,403.4929513087347,103483.43590788782,56842.46894168586,268,2,5018,534,2.0,0.00034340659340659343,0.00034340659340659343,0.007440843125205199,0.9079354173823428,0.8983589655468683,4.9695944231829164e-05,8.54175734476266e-09,0.2391799298951712,4.106798246826429e-05,0.03518638510380215,5.43134517756216e-06,0.0,0.0
afif,5434,3.0982185844968706,545.1885798626438,538.3638792962361,128147.80230539669,82038.90470729914,26,3,1795,247,6.0,0.0014443909484833895,0.002888781896966779,0.006645488281538911,0.8780135004821601,0.758387641805455,0.0001725787526448261,8.309039607358021e-08,0.2100665187573375,0.00010113939275750482,0.05404689887457966,2.3679482697982647e-05,0.0,0.0
aflou,2060,3.174288179465056,347.1507899805815,328.2806435019131,81664.59050820883,44525.6654565826,63,1,773,315,7.0,0.0008628127696289905,0.0060396893874029335,0.007796644618800623,0.7219343696027634,0.9917784508870618,0.00035526363077555156,3.065259972179047e-07,0.21148528731677801,0.00018247220648557206,0.07182005436913536,5.873231383866249e-05,0.0,0.0
afyonkarahisar,3686,3.0731653888280395,289.136473215756,275.2021853499364,67061.37049972462,36518.06824617035,220,1,3582,750,11.0,0.0002190580503833516,0.0024096385542168677,0.007917627823757566,0.8330411919368974,0.9308341554313274,5.941087941249451e-05,1.307457733549615e-08,0.25675791537229864,5.6244888361949316e-05,0.03783461424244091,8.211364238618608e-06,1.0,0.0002190580503833516
aga,3923,2.6798798798798797,540.3200922005055,429.6599411852669,102352.59135359633,53809.42817113812,341,1,1173,150,0.0,0.0006006006006006006,0.0,0.010041364693228952,0.9098557692307693,0.7830273848931688,0.00012943719089190467,7.792726724377163e-08,0.38182454356262074,0.0002293240501877602,0.0524362073243075,3.054766746812237e-05,0.0,0.0
agadez,2649,3.272670025188917,586.5457912318035,577.311757994527,170009.0051932466,86476.13730683256,25,0,1091,463,7.0,0.0,0.004408060453400504,0.006782747350874794,0.7027707808564232,1.0728476821192052,0.00025580865837683965,1.6129171398287493e-07,0.2001854461113471,0.00012606136404996667,0.058215996687633935,3.160921709223406e-05,2.0,0.0012594458438287153
agadir,1544,2.9699893363123953,371.57965073793713,335.7292807383393,63362.132095126355,34908.74906889266,1900,11,14565,3214,3.0,0.0005585741126288529,0.0001523383943533235,0.010644312977374872,0.8365511634996443,0.8740821667217155,1.0132456065421341e-05,5.152532959787104e-10,0.2527406874853639,1.2834036839758487e-05,0.02108082089407739,1.0520253168900963e-06,0.0,0.0
agaro,4759,2.921311475409836,139.13264100336352,122.71042763903209,62932.149559064404,31466.07477953225,36,0,221,48,0.0,0.0,0.0,0.004421671338996029,0.8426229508196721,0.9586776859504132,0.001258260830282195,4.125445345187525e-06,0.254608410812048,0.0008347816747936,0.1162281948835252,0.0003870762374661786,0.0,0.0
agartala,9975,2.51413881748072,30.169030595848398,21.44405388111075,18263.61637263418,9152.006119634954,450,2,959,144,1.0,0.0012853470437017994,0.0006426735218508997,0.0032964390759227056,0.9066924066924067,0.7244601998066388,0.00014870316310283525,1.0576327389959833e-07,0.20891882773278106,0.00013426659879998783,0.0474136669368286,3.465527162022864e-05,0.0,0.0
agbor,2415,2.769620253164557,142.50469467664567,116.88992677274227,44061.017888558745,22662.536386053536,426,0,1638,306,0.0,0.0,0.0,0.0062881176338383145,0.8708860759493671,0.8489968321013728,0.00010244279126060759,4.3261313876945773e-08,0.28548563209895744,0.00012045807261559385,0.046316439874151155,1.7284885467259823e-05,0.0,0.0
