city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality,6way_int_count,6way_int_prop
agboville,1672,2.9011461318051577,261.0877262133935,226.30096613052015,87912.46269822038,44063.82118727884,93,0,488,117,0.0,0.0,0.0,0.005925217540796693,0.832378223495702,0.9173256649892164,0.00040385802347507653,5.785931568410838e-07,0.27531884555757546,0.0003944396068160107,0.07617556196857576,0.00010232271085598454,0.0,0.0
agenebode,2476,2.7918367346938777,99.07392699152061,84.9205088498748,41749.90771305954,20926.437319403416,35,0,191,19,0.0,0.0,0.0,0.00473439054528681,0.9224489795918367,0.8536082474226804,0.0013148944931177546,5.366916298439815e-06,0.2737180006975152,0.001117216329377613,0.12102537094013487,0.00046516504780333434,0.0,0.0
aghghala,5842,2.477006311992786,319.5772822638189,218.1424731052398,67010.7085321941,36140.08539593772,352,0,635,120,2.0,0.0,0.0018034265103697023,0.008842737330657791,0.8899909828674482,0.6262991414369634,0.00017026126371318494,1.5352683833470239e-07,0.24725044322971457,0.0002229490020105632,0.06166862921853136,4.869450450264408e-05,0.0,0.0
aghour al kubra,3921,2.6595860566448803,464.6656798596904,366.97452930095375,120309.00206858704,62586.61409762842,386,0,1303,147,0.0,0.0,0.0,0.007424362007103653,0.9199346405228758,0.7769293700572675,8.92097958976252e-05,4.858921345186557e-08,0.36827507619023153,0.00020058555348051826,0.048537205706649184,2.5029119254461307e-05,0.0,0.0
agnibilekrou,1706,3.002083333333333,143.09338115295216,126.3991533517744,54609.592764357156,27304.796382178552,56,0,311,113,0.0,0.0,0.0,0.0052405950643289595,0.7645833333333333,0.981151832460733,0.0008077896681418314,1.6828951419621488e-06,0.23266322697817504,0.00048471505620453135,0.0958883785488036,0.00020495310467584036,0.0,0.0
agona swedru,1879,2.546666666666667,136.7879334931624,101.70074293364645,42014.85661793126,21010.39660712253,404,0,1077,94,0.0,0.0,0.0,0.006510487928951862,0.9403174603174603,0.7593004769475358,9.430429469135321e-05,5.987574266117664e-08,0.3708742832616477,0.00023547573540422075,0.04864341593999539,3.1530685577065134e-05,0.0,0.0
ago iwoye,2193,2.5946481665014867,192.45235708437812,148.96460939831448,63215.27434195545,32062.597976368474,228,0,735,45,1.0,0.0,0.0009910802775024777,0.006002394354513127,0.9544103072348861,0.7585692995529061,0.00023109298268706216,2.2903169741036885e-07,0.28348484889614145,0.0002809562427117358,0.06338600898507574,5.9263743235599305e-05,0.0,0.0
agr,4786,2.784313725490196,196.6555732967065,160.96010789159004,54249.65565686024,29588.86421179218,324,0,1205,249,7.0,0.0,0.00392156862745098,0.00664626975503617,0.8565826330532212,0.8134642356241234,0.00015042623470696548,8.427240039605909e-08,0.19483444169966443,0.00010915094773090444,0.05649172411066155,3.143345046676696e-05,0.0,0.0
aguacatan,274,2.63768115942029,105.93480536063036,77.53199522770772,55183.38685631173,27591.693428155864,37,0,77,24,0.0,0.0,0.0,0.0038393730938069024,0.8260869565217391,0.8376383763837638,0.002630204711825779,1.9059454433520136e-05,0.31236337161555977,0.002263502692866375,0.1559185450358962,0.0010814309620788734,0.0,0.0
aguachica,660,3.3202789699570814,392.8778831600175,364.00220183334244,96433.24348490518,50389.25582729548,137,1,868,845,12.0,0.000536480686695279,0.006437768240343348,0.00779685821331774,0.5394524959742351,1.1013168503090567,0.0001783921159181298,9.580672176054233e-08,0.22724037005324207,0.00012191006977105261,0.05079413836582629,2.4089025675989552e-05,1.0,0.000536480686695279
