city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
stavropol,4536,2.769687162891046,51.09708967939187,41.643852484121425,24134.379291507525,12879.455572249539,686,8,2494,515,4.0,1.0,0.002157497303128371,0.0010787486515641855,0.00026968716289104636,0.003967333043912756,0.8594594594594595,0.7790398918187965,0.0,0.0
stellenbosch,3290,2.7776119402985073,160.31067890270754,133.871380367261,45625.467336500085,24370.381552855582,221,4,967,148,0.0,0.0,0.0029850746268656717,0.0,0.0,0.006578094748127703,0.8892215568862275,0.7337832770903637,0.0,0.0
sterlitamak,5411,2.831402831402831,37.36121109332864,30.60541938340242,17749.706759103352,9279.921598679648,281,3,969,299,2.0,0.0,0.0019305019305019305,0.001287001287001287,0.0,0.0040260265882682035,0.8059316569954867,0.8201485308362931,0.0,0.0
stesa ah,3665,3.041044776119403,159.98461819021603,153.81605704109077,60614.19151844495,31618.749649532194,31,0,678,95,0.0,0.0,0.0,0.0,0.0,0.0050598021731888135,0.8818407960199005,0.9507174048658765,0.0,0.0
stevenage,1946,2.2382861438236032,232.3156537991157,142.7888496039165,33813.3806556208,18319.70945780877,1538,16,2385,52,0.0,0.0,0.004009020295665247,0.0,0.0,0.012681186583998538,0.9869182389937107,0.5319068596601636,0.0,0.0
stockton,34,2.850875089906497,58.709011795675494,46.94891125496898,23470.205304755887,12883.983713365444,1671,28,4575,2018,43.0,6.0,0.003356509230400384,0.005154639175257732,0.0007192519779429394,0.0045567437138850616,0.7512629299975944,0.832821993623293,1.0,0.00011987532965715655
stoke on trent,1795,2.4130656419104386,197.64777049821058,135.41298118362226,35764.20613634189,19341.459981049204,4015,45,8108,576,6.0,1.0,0.0035291349698062897,0.0004705513293075053,7.842522155125088e-05,0.01021886510593648,0.9541161655910594,0.6160113354587319,0.0,0.0
strasbourg,2394,2.8245269958467927,95.29229408141187,81.0446229774075,24026.238604216305,14403.590162923812,1296,179,6010,1124,51.0,8.0,0.02065066912782649,0.005883710198431011,0.0009229349330872173,0.0066158709740786106,0.8606431852986217,0.6807282154009309,0.0,0.0
stryi,3354,2.863821138211382,53.72242955211225,46.7341460331383,25883.9070384533,13132.563975035431,64,0,368,59,1.0,0.0,0.0,0.0020325203252032522,0.0,0.004090779961493948,0.8780487804878049,0.8549540347293156,0.0,0.0
stuart,596,2.7600622637313763,69.2593565161632,55.13642346628068,26294.16478573401,14473.074165685159,917,20,2808,729,23.0,0.0,0.004447409384033801,0.005114520791638871,0.0,0.004785393602167342,0.8320303774849229,0.7209744105486646,0.0,0.0
stuttgart,2514,2.746461151305442,110.80350891979964,89.6175805864396,30844.87061537061,17399.1757246666,3647,279,12560,2467,96.0,22.0,0.014627241270839886,0.0050330292544825414,0.0011534025374855825,0.00636831943496696,0.8623038042032456,0.7169349474524411,3.0,0.00015728216420257942
st albans,1936,2.343099787685775,155.1909465991437,102.20855973472267,33640.49496804109,17871.595339301017,804,6,1479,65,1.0,0.0,0.0025477707006369425,0.0004246284501061571,0.0,0.008683664980812699,0.9719029374201787,0.6170892819092265,0.0,0.0
st catharines,885,2.9398769574944073,58.39873113809532,52.17671867623449,23894.846982127445,12850.166689185151,381,9,2638,542,4.0,2.0,0.0025167785234899327,0.0011185682326621924,0.0005592841163310962,0.004544589385540374,0.8463694981777404,0.8977416187403563,0.0,0.0
st george,98,2.7679661813057774,83.75000924738865,65.89068364930765,31866.44879336088,16753.609354573102,454,6,1254,410,5.0,0.0,0.0028182245185533112,0.0023485204321277596,0.0,0.0049989233648048545,0.8045219029674988,0.8042914406979486,0.0,0.0
st john s,1365,2.756546644844517,93.02016714821961,75.5503403392864,31337.30948498349,17413.48444801877,459,10,1652,313,10.0,0.0,0.004091653027823241,0.004091653027823241,0.0,0.005341846855860203,0.8672966310599836,0.7260950030845157,0.0,0.0
st leonards,1980,2.329954384186518,160.44186787043475,104.77919247392559,31079.106726221096,16042.908253202831,1369,19,2446,111,1.0,0.0,0.00481500253421186,0.00025342118601115053,0.0,0.01000079694642671,0.9714795008912656,0.6143457765320423,0.0,0.0
subang,12093,2.586274032611341,266.26759994095755,201.01292163953525,56497.19059465111,29117.190470432895,1007,8,2772,322,0.0,0.0,0.0019469457288878072,0.0,0.0,0.009144687232490355,0.9214825652279932,0.7657679638892277,0.0,0.0
subic,12794,2.5648679678530426,201.86827201772135,147.63500490848278,55253.705893667946,27742.87551940412,234,1,546,90,0.0,0.0,0.001148105625717566,0.0,0.0,0.007276400453749981,0.896551724137931,0.7631123919308357,0.0,0.0
subotica,3230,2.8341487279843443,123.21319535748601,103.92345831521814,37779.35267054238,19743.196382990503,320,8,1408,307,1.0,0.0,0.003913894324853229,0.0004892367906066536,0.0,0.006240792674464746,0.8487229862475442,0.8254241455618392,0.0,0.0
suceava,3426,2.6006711409395975,134.26274512653202,103.35528097995453,32202.754428607943,17442.607837419226,343,12,1036,96,2.0,1.0,0.008053691275167786,0.0013422818791946308,0.0006711409395973154,0.007697400891998573,0.9330175913396481,0.6302948153168417,0.0,0.0
