city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop
beja,2686,3.01651376146789,332.6696392430453,313.89974675364414,57765.43752052003,31278.607104396146,123,0,1776,280,1.0,0.0,0.00045871559633027525,0.01063569225230267,0.8711009174311927,0.8987370838117107,0.0,0.0
bejaad,1609,3.0850860420650097,592.4519790623215,557.3353225595836,108318.21962544748,54779.56732534707,62,0,771,213,0.0,0.0,0.0,0.01081520004609799,0.7963671128107075,0.9798754192620988,0.0,0.0
bejaia,2230,2.757173219978746,110.24430547091698,90.56200651330376,31039.46263474924,17517.23230638218,336,1,1331,212,2.0,0.0005313496280552603,0.0010626992561105207,0.0062934773908747505,0.8862307283359915,0.6752728240617514,0.0,0.0
belagavi,7322,2.771505376344086,863.4849392887473,715.7640211803176,194372.90665310042,103278.05355545254,1591,4,6647,1056,1.0,0.00043010752688172043,0.00010752688172043011,0.008360778592957516,0.8861876075731497,0.8243395921880885,1.0,0.00010752688172043011
belconnen,13036,2.7166496945010183,140.23702320993524,113.78192285388585,31260.065259750038,18058.204198035277,741,15,2848,290,8.0,0.0038187372708757637,0.002036659877800407,0.007765834391505715,0.9171990799897777,0.5974939266078506,26.0,0.006619144602851324
beledweyne,5761,2.7457454050374404,841.0631372792614,678.7476849860888,142956.4358307219,71478.21791536071,567,0,1986,383,2.0,0.0,0.0006807351940095302,0.011766705463686671,0.8689584751531654,0.8593084653381026,0.0,0.0
belen de escobar,1103,3.1616901408450704,150.04345177720396,134.57418322777954,54433.257776075494,28990.976476041506,183,4,940,640,7.0,0.0022535211267605635,0.003943661971830986,0.005175522525127833,0.6341050254093732,0.9824710206389595,1.0,0.0005633802816901409
belfast,1667,2.398490220748027,217.2460313149929,147.49770580873817,42038.77431030384,22446.534168571678,5614,43,11112,685,28.0,0.0024591101452590644,0.0016012810248198558,0.009678377502891652,0.9588946855472109,0.632349989965884,4.0,0.00022875443211712226
belfort,2334,2.759888579387187,135.39280296630173,112.16105738768283,31867.70287890576,18481.60615040703,308,40,1232,206,8.0,0.022284122562674095,0.004456824512534819,0.0073258136692475675,0.8774928774928775,0.6890156918687589,1.0,0.0005571030640668524
belgorod,3791,2.774812734082397,37.904026667802064,30.699422347985752,17041.775938059414,9262.99325942709,406,19,1378,321,7.0,0.008895131086142321,0.0032771535580524347,0.004091984697195645,0.8427019367028814,0.7169543627335068,5.0,0.0023408239700374533
belgrade,3270,2.6203198494825966,133.3715275551168,99.83835389764029,34274.11314384182,19760.372430532752,4009,80,9872,1933,42.0,0.005017246785826278,0.002634054562558796,0.006749444021056897,0.8749448471478096,0.633096926713948,9.0,0.0005644402634054562
belize city,358,2.963363363363363,257.3337331664759,224.41356189653035,57037.95766155492,33451.50731633152,213,5,1078,368,1.0,0.003003003003003003,0.0006006006006006006,0.007692739544828876,0.7777108433734939,0.759577677224736,0.0,0.0
bellampalli,8206,2.857142857142857,11.57597422807144,10.473500492064636,20404.601545593698,10202.300772796849,2,0,18,1,0.0,0.0,0.0,0.0011346434971744137,0.9523809523809523,0.972972972972973,0.0,0.0
belleville,491,2.748639455782313,85.83174912249288,66.21306360878023,30753.872379459473,15993.50956676053,672,6,1655,604,2.0,0.0020408163265306124,0.0006802721088435374,0.005366661317468298,0.7931152010906612,0.809824322019444,1.0,0.0003401360544217687
bellingham,190,2.8984995586937337,80.88787971267307,64.18199811270352,30940.90398400611,16759.764957520812,468,24,1058,703,12.0,0.01059135039717564,0.00529567519858782,0.004826313490534679,0.6806422836752899,0.8410359455235543,1.0,0.000441306266548985
belo jardim,1433,3.030589949016752,497.65399667171124,452.7092802934941,101723.55382048247,53536.2051904079,124,0,962,285,1.0,0.0,0.0007283321194464676,0.00929565319211075,0.7909686817188638,0.8854432688799708,1.0,0.0007283321194464676
belvedere,1347,3.0233863423760523,149.72668030267877,135.86050504546157,50554.61525772767,26458.90534966508,99,2,745,221,2.0,0.0018709073900841909,0.0018709073900841909,0.005658838803948253,0.7910028116213683,0.9107562235791451,0.0,0.0
bemetara,8483,2.456140350877193,53.05212759657353,36.29882414502399,33942.06993528073,16971.034967640357,18,0,34,5,0.0,0.0,0.0,0.0031260396138321,0.9122807017543859,0.7522935779816514,0.0,0.0
bena,2391,2.0714285714285716,13.397731909919575,6.698865954959787,29007.641807915734,14503.820903957861,7,0,6,1,0.0,0.0,0.0,0.0009237380962325278,0.9285714285714286,0.6521739130434783,0.0,0.0
benapole,9784,2.8051948051948052,141.7865830600724,122.75894637235704,104257.2593420689,54872.60945433301,31,2,179,19,0.0,0.008658008658008658,0.0,0.0025839227343119582,0.9170305676855895,0.7726269315673289,0.0,0.0
