city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
nkongsamba,2873,2.8306280875088214,276.9302324452546,237.25709399332325,72282.59069039894,36290.39364426389,203,0,1048,166,0.0,0.007630951462248097,0.8828510938602682,0.8907741251325557,0.0,0.0,0.0,0.0,0.0,0.0
nkoranza,1789,2.942323314378554,256.3074107422819,235.27812683897525,70792.53909249726,36115.78753605395,101,2,995,133,0.0016246953696181965,0.007096824636217979,0.8917819365337672,0.9196901752955564,0.0,0.0,0.0,0.0,0.0,0.0
nobeoka,12836,2.949339207048458,215.30307353593454,185.5447742751859,53579.69001241759,27582.56152034591,502,2,2316,804,0.0005506607929515419,0.007805767907999375,0.7763085399449036,0.9291523087525845,6.0,2.0,0.0016519823788546256,0.0005506607929515419,0.0,0.0
nokha,6594,3.232153569286143,592.4581363571558,543.7678156127465,142093.12615875472,71224.43575143056,137,0,869,661,0.0,0.008318186449729174,0.6034793041391722,1.0747972364073295,0.0,0.0,0.0,0.0,0.0,0.0
nong an,11158,3.3421052631578947,12.953243878966221,12.101056781665811,12752.584950787257,7416.0761202331,15,0,108,103,0.0,0.0017466438678570466,0.5394736842105263,0.8580931263858093,1.0,1.0,0.0043859649122807015,0.0043859649122807015,0.0,0.0
nong khai,10888,2.588524590163934,186.73956042444493,140.97306159910966,55170.80227456876,30414.626093102826,299,3,822,94,0.002459016393442623,0.00613979471103188,0.9211175020542317,0.6825854261012763,1.0,1.0,0.000819672131147541,0.000819672131147541,0.0,0.0
nookat,6126,2.821280991735537,60.056275854021976,50.0055354734935,33140.34503272108,16587.59352049957,162,0,655,151,0.0,0.0036205538663460846,0.84400826446281,0.8850336613153806,0.0,0.0,0.0,0.0,0.0,0.0
norilsk,5782,3.234042553191489,91.59688082619755,87.04951794830122,42210.90338474029,27145.908202842857,14,1,172,95,0.0035460992907801418,0.0033742426350872675,0.6619217081850534,0.5296229802513465,0.0,0.0,0.0,0.0,0.0,0.0
norman,347,2.8507313829787235,68.93858799938512,56.493889434336545,25559.044870185524,13928.448599651232,543,27,1793,627,0.008976063829787235,0.004949480734064765,0.783629654478363,0.8079570253483297,17.0,1.0,0.005651595744680851,0.0003324468085106383,0.0,0.0
norristown,911,2.935912938331318,59.4718544407415,50.41084638810132,24874.16446142634,14817.290809575019,378,15,1499,567,0.006045949214026602,0.004013679369936537,0.7611516626115167,0.7639537243758879,21.0,1.0,0.008464328899637243,0.00040306328093510683,0.0,0.0
norrkoping,2923,2.8998893805309733,135.16184183793865,117.14524676993909,38076.06590985289,22142.4774972352,241,14,1245,302,0.007743362831858407,0.006104187837825082,0.8283166109253066,0.6851800167457438,5.0,1.0,0.0027654867256637168,0.0005530973451327434,0.0,0.0
northampton,1880,2.3497131454227986,231.78430337685728,152.54748926411523,38529.94727392153,20980.00331127996,2741,34,4951,286,0.004240458967323522,0.011047867816695615,0.9634268537074149,0.5780241809183737,3.0,2.0,0.00037415814417560486,0.0002494387627837366,1.0,0.0001247193813918683
north college hill,685,2.4691458929301184,65.41877687699217,42.85504672407783,26217.15876354222,13993.173660024204,844,12,1195,391,0.004903964037597058,0.004675049310928013,0.8373716632443532,0.6633093525179856,5.0,0.0,0.002043318348998774,0.0,0.0,0.0
north lakhimpur,10045,2.3387755102040817,84.72514946588905,54.98489291867901,34877.796644970986,17438.898322485467,172,0,298,20,0.0,0.004858400335796766,0.9591836734693877,0.6574358974358975,0.0,0.0,0.0,0.0,0.0,0.0
norton,4145,2.8789237668161434,180.21035984866097,166.47235035347157,75293.2115036457,37646.60575182304,51,0,597,21,0.0,0.00478689529241117,0.968609865470852,0.9122280570142536,0.0,0.0,0.0,0.0,0.0,0.0
norwalk,970,2.697860962566845,72.35474365419175,58.39785077972008,26271.299488538083,14365.19989617035,505,8,1890,204,0.0030557677616501145,0.005036807296603018,0.9176245210727969,0.7610738255033557,10.0,1.0,0.0038197097020626434,0.0003819709702062643,0.0,0.0
norwich,2005,2.3231590473583354,226.40190680234275,146.38962602440012,35695.47268831577,18697.16224212987,2582,52,4415,243,0.0071174377224199285,0.01210889138524972,0.964571271022884,0.5798800248224505,14.0,0.0,0.0019162332329592116,0.0,0.0,0.0
notse,2025,2.626806833114323,448.4249314546494,338.82304282053013,124292.1361816323,62161.64746895383,186,0,489,85,0.0,0.0072138521051684145,0.8869908015768725,0.7916941331575478,0.0,1.0,0.0,0.001314060446780552,0.0,0.0
notun digha,9656,2.645,38.98901033936325,29.631647857916064,23857.225903801733,11934.604490592224,48,0,129,21,0.0,0.0032668875093512643,0.885,0.8202531645569621,2.0,0.0,0.01,0.0,0.0,0.0
nouadhibou,1459,3.1862390067252973,634.0065574670956,625.3147965913181,116112.22775518268,58084.99635298829,53,0,2989,822,0.0,0.010915151885594944,0.7868598034143818,1.0821793710366248,2.0,0.0,0.0005173305742369374,0.0,0.0,0.0
