city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
ngaoundal,3067,2.8955223880597014,44.74822615130498,39.07121238584092,26378.858914483393,13189.429457241687,17,0,97,20,0.0,0.003392734029654017,0.8507462686567164,0.9467680608365019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngaoundere,3097,2.8126204238921,280.5264734760828,230.79923733003346,70998.58584068356,35650.75566304565,736,0,2725,688,0.0,0.007868738495404934,0.8335741811175337,0.8786600795276539,3.0,0.000722543352601156,0.0,0.0,0.0,0.0,0.0,0.0
ngawi,12509,2.677205882352941,256.63170200101297,202.0974653257977,61782.91212940277,31393.140944498213,289,2,928,141,0.0014705882352941176,0.008174769847169078,0.8961708394698086,0.782736997417927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nga son,11234,2.75212726600074,255.85371848554746,208.80995300744274,81502.26222444647,40751.131112223135,497,0,1882,324,0.0,0.006278444585524773,0.8801331853496115,0.8472505091649695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngong,4806,2.352642276422764,707.5339435226578,473.12737280275286,203966.95048858362,101983.4752442916,326,0,643,15,0.0,0.006937731253301853,0.9847560975609756,0.6464595007641365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngozi,4152,2.8694690265486726,188.02801915188627,164.31652116149354,81772.40462192257,40886.20231096136,57,0,340,55,0.0,0.0045988135000123755,0.8783185840707964,0.9021134593993326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nguru,2896,3.2884224779959377,225.6422753472318,218.00374199085968,67986.81976089402,34034.39160491337,50,0,905,518,0.0,0.006629831317879558,0.6465809072444143,1.1224143777551712,4.0,0.002708192281651997,0.0,0.0,0.0,0.0,0.0,0.0
nha trang,12134,2.659819442627241,226.94043960075342,174.05794281559812,55732.60738208569,29700.079582314153,1781,10,4895,943,0.0013083867591259977,0.007641071767898301,0.8746233459976418,0.7557827141078566,13.0,0.001700902786863797,1.0,0.00013083867591259977,0.0,0.0,0.0,0.0
niagara falls,889,3.0052096900234435,54.697163611151545,48.385404434350264,24003.456399830866,13398.262642596012,443,9,2488,883,0.0023443605105496223,0.004082407179962071,0.7652741514360313,0.8803396472893533,16.0,0.004167752018754884,0.0,0.0,0.0,0.0,0.0,0.0
niamey,2067,3.1911828895678744,262.16412099122,253.63892369141823,66480.1260455205,35119.52391898852,447,1,9785,3504,7.274843590862796e-05,0.007464911016332782,0.7444161513277555,1.0029470620338365,8.0,0.0005819874872690237,1.0,7.274843590862796e-05,0.0,0.0,0.0,0.0
niangoloko,1646,3.0506970849176174,383.4053602272206,349.3896755429298,123580.71628607114,61790.35814303534,70,0,545,169,0.0,0.006204938306712759,0.779467680608365,0.989192625556262,4.0,0.005069708491761723,1.0,0.0012674271229404308,0.0,0.0,0.0,0.0
nibua raiganj,8510,2.0638297872340425,14.08895672460836,7.194360880651078,41778.915045215224,20889.457522607612,23,0,22,2,0.0,0.0006744529727189225,0.9574468085106383,0.5168539325842697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice,2368,2.653274280291047,95.71720690356611,75.14451776396382,25881.619117683178,15483.514361916257,3397,262,10652,1429,0.016577032584625118,0.00618187865275568,0.9038795599305154,0.5459605546797078,52.0,0.0032900980702309395,10.0,0.0006327111673521037,2.0,1.0,0.00012654223347042075,6.327111673521038e-05
nicheng,12500,3.0935483870967744,21.878817628646384,18.491129737759202,18130.50111620942,12098.313551441455,48,4,132,123,0.012903225806451613,0.0018084187961916087,0.5882352941176471,0.6326194398682042,3.0,0.00967741935483871,0.0,0.0,0.0,0.0,0.0,0.0
nicosia,4094,2.741258163180954,204.09856671409923,172.66634138646702,46793.06042590483,25789.259142445204,1863,27,9591,609,0.0022319583367777134,0.007914091893325622,0.9489643744821873,0.7354878806712244,7.0,0.0005786558650905183,0.0,0.0,0.0,0.0,0.0,0.0
nida,4112,2.55016583747927,370.6147519502919,278.7293366657668,120330.45228504515,60263.501512359726,598,0,1703,111,0.0,0.006149904048875766,0.9539800995024875,0.745175347582486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nidadavolu,8842,2.7493573264781492,294.45329461202084,233.14039779049466,65552.47093396932,32785.37146708566,162,0,487,129,0.0,0.00898124015180467,0.8341902313624678,0.8555770470664088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nigde,4164,3.0672482733551436,325.07762862111116,304.51655723613356,82230.59671121805,45618.213106641706,174,2,2047,521,0.0007270083605961468,0.007126049147545019,0.8079301564205166,0.875659930821045,7.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0
niihama,12841,2.7197262390992383,153.05961620542476,120.12958066238768,34319.98877358083,17580.834656947944,1949,0,5776,1312,0.0,0.00870604946761931,0.852743128380616,0.8311157732015679,19.0,0.0020973617397063694,3.0,0.00033116237995363726,0.0,0.0,0.0,0.0
nijmegen,2219,2.7028921998247153,151.95586290875337,121.67123256217099,34793.234259956276,20306.927968830714,1137,90,3820,647,0.015775635407537247,0.007482956710241538,0.882813891362422,0.6816035634743876,11.0,0.0019281332164767747,0.0,0.0,0.0,0.0,0.0,0.0
