city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
de rust caravan park,3719,3.0772906710991066,205.22082554595866,194.22000007518008,71410.82855929575,36626.76411280351,258,0,3667,888,0.0,0.005603029110459153,0.8154996883440682,0.9972975782143229,0.0,0.0,0.0,0.0,0.0,0.0
dhamar,5671,2.9281997918834546,1537.3997199989674,1376.22071709585,347733.8852419001,183916.0377061206,403,0,2923,506,0.0,0.008359247726158488,0.8652445369406868,0.8854614083040478,12.0,0.003121748178980229,0.0,0.0,0.0,0.0
dhampur,7198,2.547169811320755,27.54365756359026,19.74828278144207,32458.304083852447,16252.483338803364,15,0,32,6,0.0,0.0016947353207142706,0.8867924528301887,0.7623762376237624,0.0,0.0,0.0,0.0,0.0,0.0
dhamtari,8562,2.5533333333333332,32.71089563545232,24.86028068294376,26083.24817180969,13041.624085904872,36,0,109,5,0.0,0.002508191880089965,0.9666666666666667,0.7694915254237288,0.0,0.0,0.0,0.0,0.0,0.0
dhanbad,9284,2.608361774744027,16.62478274289993,12.780656357809589,13999.085309094806,7327.6775026457135,271,1,817,82,0.0008532423208191126,0.00226876561323795,0.9291204099060631,0.750106974753958,1.0,0.0008532423208191126,0.0,0.0,0.0,0.0
dhar,7113,2.5185185185185186,9.608824836598838,7.117648027110251,17954.27284250404,8993.805241166703,7,0,19,1,0.0,0.0010683825787795637,0.9629629629629629,0.6530612244897959,0.0,0.0,0.0,0.0,0.0,0.0
dharamshala,6649,2.2963885429638853,679.8626098732145,427.5599227720714,229836.31389615725,116134.1936708876,298,0,474,31,0.0,0.005854112284964714,0.9613947696139477,0.6083697688944409,0.0,0.0,0.0,0.0,0.0,0.0
dharapuram,8179,2.8625730994152048,73.63717224202975,64.37869736949385,40520.85127298883,20260.425636494463,43,0,260,39,0.0,0.0036345323421729824,0.8859649122807017,0.9263622974963182,0.0,0.0,0.0,0.0,0.0,0.0
dharmanagar,10025,2.739130434782609,8.0421178959931,6.643488696689952,13798.135980307075,6937.937381645694,8,0,34,4,0.0,0.0011591511213791745,0.9130434782608695,0.8735632183908046,0.0,0.0,0.0,0.0,0.0,0.0
dharmapuri,8265,2.4696531791907512,156.75293600702113,111.22209765816095,58308.05739216097,30949.999523659542,402,0,912,70,0.0,0.005064715296269788,0.9494219653179191,0.7068403908794788,0.0,0.0,0.0,0.0,0.0,0.0
dharmavaram,8068,2.75765178123432,825.1682242963961,677.7723949689918,149044.9688059344,77463.19329205752,356,2,1404,231,0.0010035122930255895,0.010652391016018217,0.8839779005524862,0.8249937138546644,0.0,0.0,0.0,0.0,0.0,0.0
dharwad,7439,2.6026947091685835,540.2121877582134,400.85413077819453,156119.23526426614,82700.83759508326,785,3,1900,348,0.000985869208018403,0.006532124745860255,0.8832236842105263,0.7637860082304527,6.0,0.001971738416036806,0.0,1.0,0.0,0.00032862306933946765
dhaulpur,7298,2.5348837209302326,23.41155177982998,17.241065264215877,27287.512758119996,15263.487129736099,34,1,85,9,0.007751937984496124,0.001533827203497944,0.9296875,0.7091633466135459,0.0,0.0,0.0,0.0,0.0,0.0
dhenkanal,9424,2.7947598253275108,109.94291595802042,92.65931344933598,58284.11581303667,29640.635107485927,36,1,166,26,0.004366812227074236,0.003709195688936289,0.8859649122807017,0.88470066518847,0.0,0.0,0.0,0.0,0.0,0.0
dhing,9962,2.1555555555555554,8.312272815213706,4.5070990375825435,17392.6812835439,8696.340641771962,103,0,106,16,0.0,0.0009558356966016918,0.9288888888888889,0.5528089887640449,0.0,0.0,0.0,0.0,0.0,0.0
dhire kot,6566,2.593264248704663,176.39494828848677,136.18055593256233,77375.51885375025,41963.56579150889,88,2,275,21,0.0051813471502590676,0.0042035262009164,0.9453125,0.7339449541284404,0.0,0.0,0.0,0.0,0.0,0.0
dholka,6658,2.8053691275167787,42.80793261986457,35.33809202847881,28136.301782588354,15583.835703630639,26,0,100,23,0.0,0.002746944554214686,0.8456375838926175,0.7337883959044369,0.0,0.0,0.0,0.0,0.0,0.0
dhone,8053,2.752808988764045,57.902263566043544,46.842280637698146,32176.626169010557,18086.86371022745,17,0,61,10,0.0,0.003201343499553323,0.8764044943820225,0.7745664739884393,1.0,0.011235955056179775,0.0,0.0,0.0,0.0
dhoraji,6513,3.0866141732283463,42.75330947379555,38.04034622471572,29716.804048771126,15824.0289454412,14,0,76,35,0.0,0.002701796718219003,0.7086614173228346,1.0,2.0,0.015748031496062992,0.0,0.0,0.0,0.0
dhrangadhra,6563,2.7857142857142856,135.8705348256492,109.99043295409697,67875.06544335232,36282.35487032303,32,0,108,28,0.0,0.0037448102613864185,0.8333333333333334,0.8670694864048338,0.0,0.0,0.0,0.0,0.0,0.0
