city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
nikki,2134,2.9024767801857587,283.7021224469379,238.02871573721416,88648.94325519724,45535.087432507586,104,0,400,139.0,3.0,0.0,0.0046439628482972135,0.006230406889356325,0.7801857585139319,0.9044289044289044,0.0,0.0,0.0,0.0,0.0,0.0
nikopol,3744,2.983322642719692,53.45332083981782,46.56164830049558,22719.132197562376,11588.221130401262,201,0,982,376.0,0.0,0.0,0.0,0.004612728756062917,0.758819756254009,0.9592033408287826,0.0,0.0,0.0,0.0,0.0,0.0
nilanga,7650,2.0,8.914622743834501,4.457311371917251,23816.451727933072,11908.225863966536,6,0,6,0.0,0.0,0.0,0.0,0.0007486104853628558,1.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0
nilphamari,9604,2.728395061728395,57.54975090593249,47.24763500301865,55435.27678615169,27727.68739664835,29,0,120,12.0,1.0,0.0,0.006172839506172839,0.002075533746564416,0.9197530864197531,0.7554858934169278,0.0,0.0,0.0,0.0,0.0,0.0
nimbahera,6877,1.8181818181818181,5.89208423662337,2.142576086044862,10012.421957158225,5006.210978579112,14,0,6,2.0,0.0,0.0,0.0,0.0011769548390658702,0.9090909090909091,0.48717948717948717,0.0,0.0,0.0,0.0,0.0,0.0
nimes,2172,2.785613540197461,146.3044265605314,120.1663531740707,30724.388919959,18749.13990571594,760,45,2817,612.0,19.0,0.010578279266572637,0.004466384579219558,0.007803260698690953,0.8498455690187693,0.5749435397598954,1.0,0.00023507287259050304,0.0,0.0,0.0,0.0
ningbo,12528,3.16439454691259,39.89724493665637,35.35401415798339,21045.374103637365,15314.35567910087,1136,81,4855,3825.0,73.0,0.008119486768243785,0.007317562149157979,0.0026052186440401913,0.6054573016675089,0.6553955016426586,4.0,0.00040096230954290296,0.0,2.0,0.0,0.00020048115477145148
ningcheng,10878,3.021276595744681,9.21690066243736,7.353910103008533,12860.592115555157,7539.944025979169,19,2,35,34.0,4.0,0.02127659574468085,0.0425531914893617,0.0012224096930534463,0.5869565217391305,0.7877094972067039,0.0,0.0,0.0,0.0,0.0,0.0
ningde,12563,2.8668730650154797,37.782496942006496,30.822563294794776,21056.759243167988,12980.871121672777,119,1,375,149.0,2.0,0.0015479876160990713,0.0030959752321981426,0.0029106287696613127,0.765891472868217,0.6832684824902724,0.0,0.0,0.0,0.0,0.0,0.0
ningdu,12243,3.068783068783069,29.0575357373094,25.060202778737736,26012.23357881541,16969.311063949182,26,3,97,59.0,3.0,0.015873015873015872,0.015873015873015872,0.001712358010752794,0.6612903225806451,0.7084468664850136,1.0,0.005291005291005291,0.0,0.0,0.0,0.0
ningguo,12254,3.1115702479338845,20.132804023133822,17.221034846234303,19420.035041283154,11819.437053769741,35,2,111,89.0,5.0,0.008264462809917356,0.02066115702479339,0.0017033640376901522,0.6083333333333333,0.7873684210526316,0.0,0.0,0.0,0.0,0.0,0.0
ninghai,12572,3.1387387387387387,29.99891130432085,25.836900186424085,20882.974078321487,14241.897144847235,77,6,237,233.0,2.0,0.010810810810810811,0.0036036036036036037,0.0021063844935275745,0.5719489981785064,0.7127172918572735,0.0,0.0,0.0,0.0,0.0,0.0
ninghua,12333,2.8309352517985613,65.22745273844693,54.19978986540014,39947.7324553556,22876.453031816625,47,2,180,49.0,0.0,0.007194244604316547,0.0,0.0028512922282020047,0.822463768115942,0.659963436928702,0.0,0.0,0.0,0.0,0.0,0.0
ningi,2838,2.8625,25.480002624365746,18.791501935469736,25290.610401858896,12645.305200929444,21,0,28,31.0,0.0,0.0,0.0,0.002014977275715966,0.6125,0.9612903225806452,0.0,0.0,0.0,0.0,0.0,0.0
ningjin,10845,3.114327062228654,31.762093131506628,27.809068516007976,20744.937455370695,13116.874384208217,86,2,352,249.0,2.0,0.002894356005788712,0.002894356005788712,0.002421468118178057,0.6357039187227866,0.809905316824472,0.0,0.0,0.0,0.0,0.0,0.0
ningjin,11094,3.272517321016166,18.51631179275356,16.549220932553414,10929.65607548491,8484.713858829424,46,7,170,204.0,5.0,0.016166281755196306,0.011547344110854504,0.0021823142301357614,0.5070422535211268,0.6328217237308147,1.0,0.0023094688221709007,0.0,0.0,0.0,0.0
ningling,11296,2.9875,8.958551015618179,7.390804587884998,15305.761341740506,8330.176746860281,14,0,40,25.0,1.0,0.0,0.0125,0.001075433485729428,0.675,0.8258064516129032,0.0,0.0,0.0,0.0,0.0,0.0
ningming,11262,2.5241157556270095,81.943590070969,56.91258988851865,30849.82110049516,16396.981933032977,95,0,174,42.0,0.0,0.0,0.0,0.004997480048806259,0.864951768488746,0.7163695299837926,0.0,0.0,0.0,0.0,0.0,0.0
ningxiang,11571,3.2932489451476794,21.85434325507372,19.226289319337006,16511.605274105474,12190.122551589016,57,3,161,250.0,3.0,0.006329113924050633,0.006329113924050633,0.0017927911030086357,0.46284501061571126,0.5891141942369263,0.0,0.0,0.0,0.0,0.0,0.0
ningyuan,11733,2.4285714285714284,1.8429609524355075,1.184760612279969,7302.628251811683,3651.3141259058407,5,0,7,2.0,0.0,0.0,0.0,0.0005047390854048457,0.8571428571428571,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0
