city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop,7way_int_count,7way_int_prop
oke atan,2308,2.4946236559139785,234.16964515393747,168.7028626377829,72352.86574786557,36250.09223675837,78,0,186,15,0.0,0.006459835843299852,0.946236559139785,0.7197106690777577,0.0,0.0,0.0,0.0,0.0,0.0
okitipupa,2270,2.6495726495726495,125.19384150685075,97.10547963031371,47432.627973867035,23727.62416710544,210,0,634,92,0.0,0.005276290648619258,0.9017094017094017,0.803963577932512,0.0,0.0,0.0,0.0,0.0,0.0
okpo,12686,3.0437235543018337,116.76802043093873,103.92189124389611,38312.59641861406,22334.895995323477,78,4,443,178,0.005641748942172073,0.005228053018710623,0.7390070921985815,0.8355871886120997,5.0,1.0,0.007052186177715092,0.0014104372355430183,0.0,0.0
okrika,2530,2.501285347043702,146.09351920000483,104.7817271383068,53303.96684224066,27645.968047391336,110,0,254,24,0.0,0.005284442163485397,0.9357326478149101,0.6778783958602846,1.0,0.0,0.002570694087403599,0.0,0.0,0.0
oktjabrski,5072,2.8407908428720083,79.83403976067635,65.9606946617867,35585.743181127895,18210.626298162213,167,1,615,174,0.001040582726326743,0.004383926090929287,0.8145833333333333,0.8537859007832899,4.0,0.0,0.004162330905306972,0.0,0.0,0.0
okuku lepuole,2764,2.473684210526316,17.42288043926201,11.920918195284532,35093.44087887373,17580.098093389955,6,0,11,2,0.0,0.0009910570661612486,0.8947368421052632,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.0
okwuzu,2483,2.9851851851851854,44.16550721017828,40.5668362523119,28716.54626603529,14367.42357180777,11,0,104,20,0.0,0.003074003281760363,0.8518518518518519,0.9886792452830189,0.0,0.0,0.0,0.0,0.0,0.0
olavarria,1093,3.62123256860099,153.90939727164186,150.65535243503945,33878.012626215095,24221.894481774427,47,11,687,1472,0.004948268106162843,0.00635414366070539,0.3318264014466546,0.74428603756506,4.0,2.0,0.001799370220422852,0.000899685110211426,0.0,0.0
oldenburg,2395,2.6324957167332954,100.81613394990919,79.19622629817252,32125.044702675896,17385.53073547894,751,24,2489,237,0.006853226727584237,0.005798852820993956,0.9315698677400805,0.738598762767947,1.0,0.0,0.00028555111364934324,0.0,0.0,0.0
old reynella,12970,2.643252099119394,122.43815431965228,97.23841131509555,34912.999968186436,19138.26229142372,1005,8,3624,225,0.0016383370878558263,0.006397558589972901,0.9495384615384616,0.6803488968701898,12.0,9.0,0.0024575056317837395,0.0018431292238378046,0.0,0.0
oleksandriia,3646,2.969010727056019,60.60585959914358,52.00979608031392,30991.049090639637,15721.250347038525,119,0,512,204,0.0,0.0038550279565111147,0.7520858164481525,0.8983861326957562,4.0,0.0,0.004767580452920143,0.0,0.0,0.0
olomouc,3063,2.615929203539823,83.33714632940848,63.03139917067946,21216.785499082987,12249.857675905787,413,45,1023,208,0.02654867256637168,0.006803111393965344,0.8703030303030304,0.6364188163884674,6.0,0.0,0.0035398230088495575,0.0,0.0,0.0
olongapo,12796,2.741496598639456,163.34659574210374,127.54121950233801,50403.157633167226,26466.819259817872,290,4,788,240,0.0030234315948601664,0.006171750150200247,0.8172858225928734,0.7781997721230536,1.0,0.0,0.0007558578987150416,0.0,0.0,0.0
olsztyn,3179,2.8469730941704037,97.32472113826915,80.74023950932643,26503.59915415426,16769.910426758845,304,34,1090,346,0.01905829596412556,0.005803532556916543,0.7965714285714286,0.6042918454935622,7.0,3.0,0.003923766816143498,0.0016816143497757848,0.0,0.0
olten,2418,2.635087719298246,129.88707477691514,101.55498185774007,40119.98041440088,21381.600156023294,373,14,1191,128,0.008187134502923977,0.006074712548598723,0.9221698113207547,0.72217301446708,4.0,0.0,0.0023391812865497076,0.0,0.0,0.0
oltenita,3464,3.0126582278481013,87.51886627749013,75.88661189883638,35439.44546907292,18257.020718663072,42,0,186,88,0.0,0.004793710191062267,0.7215189873417721,0.9202551834130781,0.0,0.0,0.0,0.0,0.0,0.0
olympia,133,2.7106982441812986,98.02609761427702,75.97122632580555,30288.343962905165,16296.554316598704,1102,21,2986,774,0.004287464271131074,0.006015142570011469,0.8382202173467296,0.7558723971689404,12.0,2.0,0.002449979583503471,0.0004083299305839118,1.0,0.0002041649652919559
omalur,8275,2.7167630057803467,172.92028680501357,140.9350314422365,94740.19544490658,52762.00564822846,32,0,126,15,0.0,0.003277363790108679,0.9132947976878613,0.7565982404692082,0.0,0.0,0.0,0.0,0.0,0.0
omenama,2473,2.7884615384615383,42.90832465007789,33.00640357698299,40199.74985910315,20099.874929551574,24,0,57,20,0.0,0.002134755803231019,0.7788461538461539,0.9113300492610837,3.0,0.0,0.028846153846153848,0.0,0.0,0.0
omidieh,5764,2.8583865351131745,309.7043306066006,265.48653296921015,64942.080292801744,37939.993253294975,246,2,1226,248,0.0011607661056297156,0.008163004366894653,0.8553166763509588,0.7407622926971196,1.0,0.0,0.0005803830528148578,0.0,0.0,0.0
