city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
parana,1067,3.1514876220758574,132.57747549859914,120.83429688300666,38951.88017334823,22358.47816090027,390,9,2569,1415,19.0,1.0,0.0020440608675902795,0.004315239609357257,0.0002271178741766977,0.005929628776364842,0.6734182976786527,0.8803370146874644,0.0,0.0,0.0,0.0
paranagua,1266,2.9650273224043717,144.08654500256338,120.04587556315572,42136.84732096769,22207.21240377917,458,2,1469,810,6.0,0.0,0.0007285974499089253,0.002185792349726776,0.0,0.006488276978791048,0.7025154939846883,0.9241014413428207,0.0,0.0,0.0,0.0
paranavai,1135,3.476738830032243,291.15529123814963,279.8899552344626,87862.57516575577,48392.80334122051,84,0,924,1137,14.0,11.0,0.0,0.006448641179180101,0.005066789497927222,0.0060164997920289206,0.4643021649009673,1.0274383214203366,0.0,1.0,0.0,0.00046061722708429296
paratas,7468,2.671232876712329,49.184544492877166,39.0781312409161,63063.92369195245,32537.788139018645,15,0,52,6,0.0,0.0,0.0,0.0,0.0,0.0015116130292180516,0.9178082191780822,0.7446808510638298,0.0,0.0,0.0,0.0
parauapebas,1139,3.245051464766429,223.6944941497411,205.98313277604822,59712.384031400325,34687.63979195352,200,6,1296,1023,1.0,0.0,0.0023752969121140144,0.000395882818685669,0.0,0.00644882429278545,0.5936507936507937,0.8840119165839126,0.0,0.0,0.0,0.0
para de minas,1338,3.1721919841662545,194.71828839640347,182.2894614774841,57099.05388322275,31003.899517285354,129,3,1285,600,3.0,1.0,0.0014844136566056407,0.0014844136566056407,0.0004948045522018803,0.006280445086846052,0.7006937561942518,0.9092036715455222,0.0,0.0,0.0,0.0
parbatsar,6743,2.46875,22.822843056438323,15.690704601301348,42211.70551592499,21105.85275796249,10,0,19,3,0.0,0.0,0.0,0.0,0.0,0.0010813513823945387,0.90625,0.7288135593220338,0.0,0.0,0.0,0.0
parbhani,7586,2.8371095090971505,500.05261444002684,435.0783904216437,90435.74425270673,45955.89167753943,757,1,4502,566,0.0,0.0,0.00017164435290078958,0.0,0.0,0.010881142682395682,0.9028326180257511,0.8954057535422928,0.0,0.0,0.0,0.0
pardis,5774,2.5303297256481248,300.49348881435344,216.0860552586478,74065.62052561856,46213.31772404238,1116,4,2491,354,8.0,0.0,0.0010067958721369243,0.0020135917442738486,0.0,0.006502313696859344,0.908793146888385,0.5652338333543426,0.0,0.0,0.0,0.0
pardisan,5759,2.595433789954338,262.38604813437667,197.20887453387397,66042.24506539624,39512.96611237165,272,16,690,117,0.0,0.0,0.014611872146118721,0.0,0.0,0.0066405049772313264,0.891566265060241,0.6177426846261032,0.0,0.0,0.0,0.0
pardubice,2989,2.7353801169590644,87.1889451047995,68.00482779738383,24385.686318430344,13779.772176461594,301,26,780,256,5.0,0.0,0.019005847953216373,0.003654970760233918,0.0,0.006327313977928777,0.8055141579731744,0.6625606569615529,0.0,0.0,0.0,0.0
pare,12568,2.5685649202733485,127.34165810853575,93.92535055932547,42818.08575305982,21455.792319798522,1152,0,2828,410,0.0,0.0,0.0,0.0,0.0,0.005935071341598983,0.9066059225512528,0.7612535612535613,0.0,0.0,0.0,0.0
pare pare,12885,2.715435606060606,406.92119545524884,323.10930150494903,92618.80422294677,49542.466343734355,435,6,1396,275,0.0,0.0,0.002840909090909091,0.0,0.0,0.008213583728996412,0.869420702754036,0.7611124316615165,0.0,0.0,0.0,0.0
parigi,12911,2.602094240837696,282.0863810071012,207.50333262564249,85356.4870142058,45940.51933533631,101,0,231,50,0.0,0.0,0.0,0.0,0.0,0.0061402523325444274,0.8691099476439791,0.7483530961791831,0.0,0.0,0.0,0.0
parintins,1047,3.223280423280423,156.04181789099442,142.33655769527746,46632.09679272943,24800.85638857285,83,0,485,377,0.0,0.0,0.0,0.0,0.0,0.006291791519057853,0.6010582010582011,0.9830238726790451,0.0,0.0,0.0,0.0
parli,7560,2.915032679738562,35.79970727774227,32.055947039547,26888.31451446841,13444.157257234205,16,0,118,19,0.0,0.0,0.0,0.0,0.0,0.002662845025743708,0.8758169934640523,0.9568106312292359,0.0,0.0,0.0,0.0
parma,2725,2.8063558063558065,195.7857232221023,169.03745096722642,34843.883809145176,21697.0431022392,460,35,2574,294,3.0,1.0,0.010395010395010396,0.000891000891000891,0.000297000297000297,0.009023613139335867,0.9105642256902761,0.5298092806727737,0.0,0.0,0.0,0.0
parnaiba,1358,3.340094168779428,866.7178201862487,823.7115393584631,237900.78471962444,131018.56485283899,137,4,1406,1212,1.0,1.0,0.0014487504527345165,0.0003621876131836291,0.0003621876131836291,0.006615229079632742,0.5596663039535728,0.9582501361408604,0.0,0.0,0.0,0.0
parnamirim,1441,3.1866415297603017,502.7099894394996,469.809766591722,114289.41638961487,64423.421084407186,243,2,2288,1179,1.0,0.0,0.0005386479935362241,0.00026932399676811203,0.0,0.007803217851173286,0.6820264079762867,0.8813536470271,0.0,0.0,0.0,0.0
parola,7178,2.715686274509804,71.38878099578135,55.291310771242415,41674.02117737884,20837.0105886894,23,0,63,15,1.0,0.0,0.0,0.00980392156862745,0.0,0.0034260567604900145,0.8431372549019608,0.8793969849246231,0.0,0.0,0.0,0.0
