city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
surman,2949,2.5290482076637826,131.71832614154124,97.09274226090534,33339.38394987251,17705.864282134688,638,0,1656,133,0.0,0.00743924860389028,0.9451998351874743,0.6457001443596618,0.0,0.0,0.0,0.0,0.0,0.0
sursand,8955,2.6871345029239766,181.68902966861356,147.68874341483792,95140.93338153267,47570.46669076624,64,0,257,21,0.0,0.0038193661384423763,0.9385964912280702,0.8173784977908689,0.0,0.0,0.0,0.0,0.0,0.0
suruc,4511,3.088091353996737,511.7318391370674,465.40048991666407,112062.47792386486,56162.10895359777,111,0,787,326,0.0,0.009111692005011246,0.732463295269168,1.0310584389047814,2.0,0.0016313213703099511,0.0,0.0,0.0,0.0
suryapet,8360,2.8903654485049834,304.699572185029,259.14647999789844,69756.13471225726,37174.87788432554,270,1,1194,339,0.0005537098560354374,0.008196383943294751,0.8110803324099723,0.878502080443828,2.0,0.0011074197120708748,0.0,0.0,0.0,0.0
susangerd,5683,2.9864636209813873,287.8871248796146,260.85203954828023,65132.315515661205,36929.72392124245,111,3,866,195,0.0025380710659898475,0.0077955395901028735,0.8286683630195081,0.8147046323841904,7.0,0.005922165820642978,0.0,0.0,0.0,0.0
susong,11923,2.8852459016393444,22.290638576664634,17.905594922238805,22888.688005009546,14825.580211990062,36,0,96,51,0.0,0.0015035255455727304,0.7213114754098361,0.6398891966759003,0.0,0.0,0.0,0.0,0.0,0.0
suva,13135,2.308946877912395,174.71164804279786,110.23279191516697,55817.671660399006,29664.406082978443,792,3,1248,102,0.0013979496738117428,0.0058896054602976915,0.9519365375641624,0.5629525811726233,1.0,0.00046598322460391424,0.0,0.0,0.0,0.0
su ngai kolok,11182,2.6070007955449483,207.00290207037276,154.79930624196533,52989.34640268438,27559.84945077463,317,2,796,142,0.0015910898965791568,0.007511031670913373,0.8868525896414342,0.7149700598802395,0.0,0.0,0.0,0.0,0.0,0.0
swabi,6267,2.4595588235294117,85.80199652258906,58.673424092652816,44434.13756672274,24169.12056438519,258,1,482,74,0.0012254901960784314,0.0035500669664010874,0.9079754601226994,0.6246153846153846,1.0,0.0012254901960784314,0.0,0.0,0.0,0.0
swansea,1713,2.4452486574830727,139.10723742175196,96.9495922726896,31038.535710807206,16900.29621938278,1298,34,2708,235,0.007938360961942564,0.008231053208535555,0.9428100729583432,0.6218061933356882,6.0,0.0014008872285780996,1.0,1.0,0.00023348120476301658,0.00023348120476301658
swat city,6234,2.208854667949952,151.63733990138684,88.44295282025064,50151.367694705805,25185.160314888457,866,0,1124,88,0.0,0.006020900324058883,0.9576515880654476,0.6003372681281619,0.0,0.0,0.0,0.0,0.0,0.0
swidnica,3015,2.82122905027933,84.86366197608524,72.06299787913383,24119.283898211233,13487.003822694354,108,8,507,91,0.0111731843575419,0.006292254609825689,0.8686440677966102,0.6498936924167257,1.0,0.0013966480446927375,1.0,0.0,0.0013966480446927375,0.0
swindon,1816,2.3183235624298364,249.109604822179,161.26716340615056,37978.64207257859,21030.988183147947,2827,54,4907,217,0.0067356866658351,0.011844883495383712,0.9712419942232827,0.5441241128069845,10.0,0.0012473493825620556,2.0,0.0,0.00024946987651241115,0.0
swords,1663,2.2528318985047577,232.54844362256898,144.35494687943793,44880.47308410031,23251.381845534692,837,11,1323,36,0.004984141368373357,0.01000148916599676,0.9836065573770492,0.5735126510143607,0.0,0.0,0.0,0.0,0.0,0.0
syktyvkar,4362,2.7360703812316713,42.142183443872575,32.379038305849306,19560.868246522514,10034.257173856357,158,3,383,137,0.004398826979472141,0.004199830910620017,0.7967599410898379,0.7997043606799704,1.0,0.001466275659824047,0.0,0.0,0.0,0.0
sylhet,9982,2.4797559622850804,84.63568838740852,60.50771066631702,36745.460395541544,18529.307688212157,1028,0,2399,178,0.0,0.004567665981457658,0.9503605102606767,0.7161093381434717,1.0,0.00027731558513588466,0.0,0.0,0.0,0.0
syracuse,3074,2.8535990239934934,194.82484559593635,165.90615155668593,27398.741900279958,18329.50359657351,365,30,1674,382,0.012200081333875559,0.010629030108177975,0.839440098806093,0.5221512466515558,6.0,0.0024400162667751117,2.0,0.0,0.0008133387555917039,0.0
syracuse,950,3.0072992700729926,59.91812873302772,53.18127164151814,26138.61638099395,14626.769268329994,878,27,5112,1748,0.0034575489819439107,0.004096470494189238,0.7697250064250836,0.8830901728902886,40.0,0.005122294788065053,4.0,0.0,0.0005122294788065053,0.0
syzran,4636,2.881171548117155,48.962600267874116,40.604131268170086,23232.379089079543,11792.485348359316,204,4,718,268,0.0033472803347280333,0.004152017053359007,0.7741393786733837,0.8704249053428692,1.0,0.0008368200836820083,0.0,0.0,0.0,0.0
szczecin,2907,2.703306939916162,102.26644363286901,80.97482728266294,24361.752657996134,14714.889034514335,894,71,2767,541,0.016534699580810434,0.006949861694029711,0.866919251716789,0.6094064684279114,19.0,0.004424778761061947,2.0,0.0,0.0004657661853749418,0.0
