city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
vaudreuil dorion,1013,2.9684447783621337,68.09810818024204,61.60039237341203,27754.05504429481,15413.967390997994,127,6,983,212,3.0,0.004507888805409466,0.002253944402704733,0.00441794811503315,0.8377358490566038,0.8521739130434782,0.0,0.0,0.0,0.0,0.0,0.0
vavoua,1589,3.03683241252302,148.19058857665283,132.36175959424793,53199.43936579988,26599.719682899897,58,0,349,136,0.0,0.0,0.0,0.005571133468444774,0.7495395948434622,0.9935245143385754,0.0,0.0,0.0,0.0,0.0,0.0
veenendaal,2209,2.714207650273224,149.16965132609326,119.98782882623458,36501.37888664245,20427.159022611053,358,17,1249,202,4.0,0.009289617486338797,0.002185792349726776,0.00730251579091227,0.8863761720904578,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0
velikiye luki,3445,2.688818565400844,56.03588551358295,42.440681222312826,24131.93401258189,12221.956193274367,230,3,549,164,2.0,0.0031645569620253164,0.002109704641350211,0.004584854063248811,0.8243386243386244,0.8042440318302387,0.0,0.0,0.0,0.0,0.0,0.0
veliky novgorod,3436,2.8556338028169015,28.08970779601007,23.605904673642268,14046.163564146469,7905.140312830816,136,5,564,140,7.0,0.005868544600938967,0.008215962441314555,0.003553347149375417,0.8264462809917356,0.7104795737122558,0.0,0.0,0.0,0.0,0.0,0.0
velingara,1500,3.2011251758087202,756.0672371587419,747.5601515085733,160766.9684200308,80383.48421001493,16,0,1089,316,1.0,0.0,0.0007032348804500703,0.009405753490149708,0.7770745428973277,1.0641070799577317,0.0,0.0,0.0,0.0,0.0,0.0
vellore,8474,2.709794101279911,170.6415513378788,139.8747941684449,55136.74163996737,29037.233352483574,648,1,2695,246,4.0,0.0002782415136338342,0.0011129660545353367,0.005876646348033833,0.9304202616198163,0.8243977161955159,0.0,0.0,0.0,0.0,0.0,0.0
velpuru,8854,2.752808988764045,63.163338389263856,52.51783191916321,40873.332669697134,20436.666334848556,15,0,66,8,0.0,0.0,0.0,0.0030906869718549876,0.9101123595505618,0.8786127167630058,0.0,0.0,0.0,0.0,0.0,0.0
venado tuerto,1058,3.588235294117647,118.38624313566241,114.64951810125126,37486.0598562828,23058.05180276159,44,0,446,900,4.0,0.0,0.0028694404591104736,0.005134269111212755,0.351506456241033,0.9162773984908372,0.0,0.0,0.0,0.0,0.0,0.0
venice,2865,2.783599088838269,39.57720654860118,33.62710260279781,9611.18595487524,5667.046682730691,66,8,322,42,0.0,0.018223234624145785,0.0,0.006983744578848384,0.9002320185614849,0.6884480746791132,1.0,0.002277904328018223,0.0,0.0,0.0,0.0
venlo,2247,2.8997813411078717,123.21723786797617,108.39883827015105,34123.662769109615,20408.649377910468,330,27,1986,391,9.0,0.009839650145772596,0.0032798833819241984,0.006037500845173112,0.8524107471475892,0.736047154172039,1.0,0.00036443148688046647,0.0,0.0,0.0,0.0
veracruz,225,3.145618556701031,208.77812218538722,187.9096680180446,43495.18199932606,26168.320265749197,1784,49,9894,6033,81.0,0.002745405647691618,0.0045383236216943075,0.007978277553360948,0.6561042755210967,0.8254993959486416,7.0,0.0003922008068130883,0.0,0.0,0.0,0.0
veraval,6524,2.755050505050505,59.26136614692844,48.63622221654481,27580.973388661463,15051.50601227309,71,1,278,46,0.0,0.0025252525252525255,0.0,0.003937238313468855,0.8835443037974684,0.8369426751592357,0.0,0.0,0.0,0.0,0.0,0.0
verona,2773,2.862410294481564,131.87752659947392,112.59031595352265,30867.29976050604,18743.465277071842,591,49,2781,579,31.0,0.01212571145756001,0.0076713684731502104,0.007035920234066569,0.844689378757515,0.6448176463215942,8.0,0.001979707993071022,0.0,2.0,0.0,0.0004949269982677555
vesyoloye,4448,2.6677115987460813,38.9968124800207,30.77569762333922,17161.704339142598,10520.599037110702,269,16,864,124,3.0,0.012539184952978056,0.0023510971786833857,0.0037067102683470852,0.8992063492063492,0.5833001988071571,0.0,0.0,0.0,0.0,0.0,0.0
vezirkopru,4142,2.9132743362831857,256.00929237238455,228.82246486381274,80162.13077149485,42185.33988143839,60,0,435,69,1.0,0.0,0.0017699115044247787,0.006068679145217199,0.8761061946902655,0.9004444444444445,0.0,0.0,0.0,0.0,0.0,0.0
viareggio,2727,2.966517857142857,145.58863283023572,130.05484566665254,29906.697365324362,19245.88003333334,239,17,1564,420,0.0,0.007589285714285714,0.0,0.007564664882981719,0.8110661268556005,0.5996397207836073,0.0,0.0,0.0,0.0,0.0,0.0
vicenza,2812,2.7025254181698917,176.39437733094158,143.36020564974524,33230.881900551685,20340.709697551436,571,43,2165,264,5.0,0.014102984585109873,0.0016398819285011479,0.008671987357067265,0.9101796407185628,0.5600133177959048,0.0,0.0,1.0,0.0,0.00032797638570022957,0.0
vicosa,1369,2.711969111969112,272.26475913076354,220.54496704878068,78896.28375941487,41021.02664120937,246,4,927,114,3.0,0.003088803088803089,0.0023166023166023165,0.006637200027003925,0.9085979860573199,0.7543655413271245,1.0,0.0007722007722007722,0.0,0.0,0.0,0.0
victoria,160,2.772875816993464,81.52668702053091,66.10351928716251,26354.36848870629,14080.208650331955,1042,27,3596,826,17.0,0.004901960784313725,0.0030864197530864196,0.005790161853788214,0.8461959496442255,0.7785890298439354,0.0,0.0,0.0,0.0,0.0,0.0
