city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
gjakove,3299,2.5324200913242008,157.20763466792502,113.41920674672217,38634.71645050959,20222.484771070824,305,3,687,99,1.0,0.0027397260273972603,0.0009132420091324201,0.007773902982130942,0.9084249084249084,0.6815052776502983,0.0,0.0,0.0,0.0,0.0,0.0
gjilan,3333,2.4006810442678774,286.19803526760063,191.0152607688413,58462.707817392446,30323.557160786164,586,1,1058,117,0.0,0.0005675368898978433,0.0,0.009438141895757085,0.9335604770017035,0.6252487915837361,0.0,0.0,0.0,0.0,0.0,0.0
glazov,4641,2.9235668789808917,38.965456964404815,33.09168319694677,20634.519427597883,11156.110718663318,71,4,288,106,2.0,0.008492569002123142,0.004246284501061571,0.003492745630358311,0.7687366167023555,0.7997847147470398,0.0,0.0,0.0,0.0,0.0,0.0
gloucester,1790,2.270353302611367,252.37260566505117,157.04476582935825,38285.64495630692,20977.768799994614,2459,41,3816,179,15.0,0.006298003072196621,0.002304147465437788,0.012030478935639521,0.9700108208378421,0.5530812649810563,0.0,0.0,0.0,0.0,0.0,0.0
gniezno,3043,2.8076190476190477,94.55610012134237,79.78733781667556,32300.024119917503,18250.750797966328,164,18,726,141,0.0,0.017142857142857144,0.0,0.005180943029033014,0.8624031007751938,0.6959689169499758,1.0,0.0009523809523809524,0.0,0.0,0.0,0.0
gobichettipalayam,8133,2.735512630014859,157.056264731979,127.18523667002759,53200.205764433456,26600.102882216775,128,0,467,78,0.0,0.0,0.0,0.005904348018028809,0.8841010401188707,0.8680089485458613,0.0,0.0,0.0,0.0,0.0,0.0
godagari,9614,2.608695652173913,4.566091444523496,3.3749371546478013,14578.640190108988,7289.320095054492,6,0,15,1,1.0,0.0,0.043478260869565216,0.0006264084146368334,0.9130434782608695,0.8292682926829268,0.0,0.0,0.0,0.0,0.0,0.0
godda,9420,2.393835616438356,111.87546762566421,75.47762713101318,41718.761870720446,20859.380935360234,95,0,184,13,0.0,0.0,0.0,0.005363316772072371,0.9554794520547946,0.689119170984456,0.0,0.0,0.0,0.0,0.0,0.0
godhra,6808,2.627551020408163,44.66822080330239,34.41276194540133,31633.33888068729,15990.960279936406,45,3,128,20,0.0,0.015306122448979591,0.0,0.0027933419895581173,0.8963730569948186,0.821522309711286,0.0,0.0,0.0,0.0,0.0,0.0
gohad,7432,2.0,11.8612059737374,5.474402757109569,25672.50187281146,12836.250936405726,7,0,5,1,0.0,0.0,0.0,0.0009240397396795245,0.9230769230769231,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
gohana,6897,2.838258164852255,151.7403549241179,130.50142499694743,48349.497961858964,25538.823031311716,90,0,477,76,0.0,0.0,0.0,0.005941556301873331,0.8818040435458787,0.8782201405152225,0.0,0.0,0.0,0.0,0.0,0.0
goiana,1446,2.8987929433611885,348.16916003662556,303.233678843412,76916.31660746863,39686.68239831349,139,0,770,167,1.0,0.0,0.0009285051067780873,0.008772946968513076,0.8440111420612814,0.8776174965100046,0.0,0.0,0.0,0.0,0.0,0.0
goianesia,1179,3.425205479452055,191.7345349284124,181.85889312935993,56979.960211338584,32556.312545025925,94,0,785,931,12.0,0.0,0.006575342465753425,0.005889319764430948,0.48164383561643836,0.9539094650205762,3.0,0.0016438356164383563,0.0,0.0,0.0,0.0
gojra,6387,2.861111111111111,459.42248963638264,388.8341383641259,112295.59228067951,56564.5304242452,354,2,1559,388,1.0,0.0008680555555555555,0.00043402777777777775,0.008122094998236932,0.8310165073848828,0.9108501848227876,0.0,0.0,0.0,0.0,0.0,0.0
gokak,7372,2.6511627906976742,14.480604283892667,10.776263653129426,22946.252466276084,11473.12623313804,11,0,26,5,1.0,0.0,0.023255813953488372,0.0012621323944007584,0.8604651162790697,0.8395061728395061,0.0,0.0,0.0,0.0,0.0,0.0
gokul,7207,2.6464379947229553,101.79679987478174,78.16060359778756,48891.11933617026,28570.884518067134,88,2,245,44,0.0,0.005277044854881266,0.0,0.0035629558409509283,0.883289124668435,0.7263017356475301,0.0,0.0,0.0,0.0,0.0,0.0
gokul shirgaon,7245,2.538109756097561,309.2185465260255,230.02843095228724,84096.1360237532,45881.70322302285,168,0,455,33,0.0,0.0,0.0,0.0067394740126138905,0.9496951219512195,0.6947207345065034,0.0,0.0,0.0,0.0,0.0,0.0
golaghat,10056,3.0,78.24770232362395,58.80433386745072,39736.01328771374,19918.390576497222,82,0,149,60,21.0,0.0,0.06363636363636363,0.003928414899944407,0.7,0.9893129770992366,11.0,0.03333333333333333,6.0,1.0,0.01818181818181818,0.0030303030303030303
golcuk,3620,3.046211714132187,231.98013201923595,215.21423854444433,58371.93845492578,32077.008814607085,269,3,2758,671,21.0,0.0008060182697474476,0.005642127888232133,0.007231975193198122,0.813928475396612,0.9035382752589802,0.0,0.0,0.0,0.0,0.0,0.0
gold coast,13075,2.7106771766391975,109.31009672021459,87.46570171996389,26776.515324951502,16291.749210636892,2231,132,7481,1283,30.0,0.011823719097097814,0.0026872088857040487,0.0067095371593889975,0.8803480783176215,0.5663901355455823,7.0,0.0006270154066642781,0.0,0.0,0.0,0.0
