city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,7way_int_count,7way_int_prop
hammam lif,2792,3.0066815144766146,240.87140683506644,224.13379460064755,52656.75962645085,28123.2696879607,312,0,3533,640,1.0,4.0,0.0,0.00022271714922048998,0.0008908685968819599,0.008564843615540947,0.856347438752784,0.907075208913649,0.0,0.0
hanagal,7494,2.2092198581560285,260.43902484034254,144.9961946806162,73720.48360362115,36860.24180181054,125,0,132,23,2.0,0.0,0.0,0.0070921985815602835,0.0,0.007065581019263689,0.9113475177304965,0.5992844364937389,0.0,0.0
hancheng,10558,3.2697368421052633,14.628386146215615,12.799837877938662,18322.702975249053,11671.75736915351,19,2,51,79,1.0,0.0,0.013157894736842105,0.006578947368421052,0.0,0.0012533147908708226,0.4666666666666667,0.7627118644067796,0.0,0.0
hanchuan,11515,3.051851851851852,12.357768830505561,10.618527291397372,17929.32776733422,8970.414868894239,19,0,71,45,0.0,0.0,0.0,0.0,0.0,0.001377613968932172,0.6666666666666666,0.9584905660377359,0.0,0.0
handan,10912,3.1724137931034484,9.582732127617646,8.58294221509874,8029.544806481399,5779.288436174945,118,14,560,434,4.0,1.0,0.01237842617152962,0.0035366931918656055,0.0008841732979664014,0.0016581162600633292,0.6069829901521934,0.6558995065051593,0.0,0.0
hanford,38,2.8797210923881464,91.42511041360676,72.56635724868497,30660.03008803224,16862.775082004715,355,8,863,479,16.0,0.0,0.004648460197559558,0.009296920395119116,0.0,0.005421712023614192,0.7110332749562172,0.779888921368021,0.0,0.0
hanggin,10179,3.2717948717948717,106.85622932347661,98.63651937551688,63054.5359065399,38896.78754622108,15,0,101,76,2.0,1.0,0.0,0.010256410256410256,0.005128205128205128,0.002747173637321573,0.5948717948717949,0.7896103896103897,0.0,0.0
hanggin rear banner,10112,2.8652694610778444,36.983956500940856,31.779627292724626,21412.69154063284,11985.399863153425,47,1,236,50,0.0,0.0,0.0029940119760479044,0.0,0.0,0.0030857507403353477,0.8498498498498499,0.8063540090771558,0.0,0.0
hangu,10605,2.589873417721519,35.08021644002421,25.13342089247304,23884.526554564734,14698.644258805101,112,5,213,63,2.0,0.0,0.012658227848101266,0.005063291139240506,0.0,0.0023866293940007217,0.8333333333333334,0.5741935483870968,0.0,0.0
hangyulu,10299,3.3497191011235956,46.61914156602496,44.06556499148145,28803.08668093649,19891.115566754437,39,1,355,307,9.0,1.0,0.0014044943820224719,0.012640449438202247,0.0014044943820224719,0.0023437167920306663,0.5541490857946554,0.6457304163726182,0.0,0.0
hanover,2523,2.72623611520692,72.54903801715646,57.86522112171508,23073.704762285382,13314.248150984158,2059,94,6645,1329,40.0,6.0,0.00924014548314165,0.003931976801336872,0.0005897965202005308,0.005448977455913934,0.8635777358864967,0.720289783158835,0.0,0.0
hanshan,12021,2.9952335557673977,129.8203597111534,108.53427594535894,41356.88832901378,24334.349471071753,172,0,555,308,11.0,3.0,0.0,0.010486177311725452,0.002859866539561487,0.005334860496907122,0.6930409914204004,0.7362637362637363,0.0,0.0
hanshou,11408,2.830769230769231,18.413441182268976,15.014036656311628,26977.118798641255,15058.980466833022,12,0,40,13,0.0,0.0,0.0,0.0,0.0,0.0012227548354169168,0.8,0.824,0.0,0.0
hansi,6777,2.891156462585034,82.7132178246328,70.89704384968526,45533.18865134827,24533.955784680675,42,0,204,45,2.0,1.0,0.0,0.006802721088435374,0.003401360544217687,0.003371377145640738,0.8367346938775511,0.8370497427101201,0.0,0.0
hanumanangarh junction,6586,2.8763326226012795,144.1118357825747,126.2130843234383,37433.86508204213,18851.51459756909,233,0,1410,232,1.0,0.0,0.0,0.0005330490405117271,0.0,0.0076445759854838384,0.8757995735607675,0.9202028289298105,0.0,0.0
hanzhong,10397,3.091392136025505,60.13237740068124,52.33625620739419,34778.889261028955,21311.369090228058,122,0,494,320,5.0,0.0,0.0,0.005313496280552604,0.0,0.002821610246910596,0.6546227417640808,0.7240277037826318,0.0,0.0
hapur,7108,2.6149732620320854,17.974186886852184,13.456610503525699,16672.112662988355,10432.80083648245,47,0,118,22,0.0,0.0,0.0,0.0,0.0,0.0017228534473694031,0.8823529411764706,0.6287262872628726,0.0,0.0
harar,5514,2.8372423596304195,513.8123181340148,448.8097647382404,137292.00331244624,71779.06410954062,178,0,1102,127,0.0,0.0,0.0,0.0,0.0,0.007158247666058951,0.9097370291400142,0.8593805624777501,0.0,0.0
harare,4171,2.7548753780373345,97.99332162182009,81.00876634645613,37576.30556051138,19345.752661586794,3324,17,13886,1940,9.0,2.0,0.0008864323704244446,0.00046928772551882366,0.00010428616122640526,0.00506536619877277,0.8981785919315276,0.8273090273246861,0.0,0.0
harbin,11112,3.198325820991629,23.682126484788608,21.92845968134322,13984.21674757525,9476.769577930489,460,45,3599,2030,69.0,7.0,0.007244043786220219,0.011107533805537669,0.0011268512556342563,0.002498966160361182,0.6581806388843846,0.7523724551869576,2.0,0.0003219575016097875
