city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
malerkotla,6680,2.791044776119403,22.411979156249238,18.50939572108146,19587.075738809704,10269.619653531352,35,1,137,27.0,1.0,0.004975124378109453,0.004975124378109453,0.002182357274404273,0.86,0.8050632911392405,0.0,0.0,0.0,0.0
malkapur,7393,2.9070796460176993,73.5068138095446,67.00178603878844,43751.96072445122,21875.980362225644,20,0,188,17.0,1.0,0.0,0.004424778761061947,0.003360160897587589,0.9203539823008849,0.9552572706935123,0.0,0.0,0.0,0.0
mallawi,3965,2.677569189084575,582.0536416164067,457.35200018629985,115385.36620409065,58809.119944204154,1107,0,3515,542.0,3.0,0.0,0.0005806077027288562,0.009897336368383627,0.8945229340042578,0.8171168554555136,0.0,0.0,0.0,0.0
malmo,2798,2.8393859977536504,88.06835553095516,72.70337848961293,25056.081267094116,14776.721938211089,932,42,3357,981.0,24.0,0.00786222388618495,0.004492699363534257,0.005959938604733397,0.8092452830188679,0.7122227465785748,5.0,1.0,0.0009359790340696368,0.00018719580681392738
malout,6581,2.702127659574468,8.004562056089,6.131153915302213,9891.657316752371,5726.542718687646,11,0,29,6.0,1.0,0.0,0.02127659574468085,0.0013978001124426097,0.851063829787234,0.5168539325842697,0.0,0.0,0.0,0.0
malpura,6885,2.260869565217391,11.395734144815236,6.441067125330351,24974.745284566692,12487.37264228335,10,0,10,3.0,0.0,0.0,0.0,0.0009125806101299701,0.8695652173913043,0.6829268292682927,0.0,0.0,0.0,0.0
malumfashi,2613,3.014736842105263,196.56337235527172,182.90739069690548,60073.52715944746,30720.657934443676,66,2,734,148.0,0.0,0.002105263157894737,0.0,0.006398410241562143,0.8438818565400844,0.9714436805922793,0.0,0.0,0.0,0.0
malummaduri,2859,2.0,3.7553925014033314,1.8776962507016657,10100.942113848943,5073.475183115879,4,0,4,0.0,0.0,0.0,0.0,0.0007402012162986385,1.0,0.6363636363636364,0.0,0.0,0.0,0.0
maluru,8181,2.6677966101694914,218.1352386990997,165.63489311389264,96304.77646448818,48152.38823224412,71,0,180,44.0,0.0,0.0,0.0,0.004530102175763538,0.8508474576271187,0.8170940170940171,0.0,0.0,0.0,0.0
mambasa,4039,2.898876404494382,279.790044383331,225.82305080377466,98440.88542900054,49313.57690860941,103,0,281,148.0,2.0,0.0,0.003745318352059925,0.0056736919510392255,0.7191011235955056,0.9200376293508937,0.0,0.0,0.0,0.0
mamfe,2819,2.7016806722689077,198.86179530020496,162.93298354428558,73454.12109776682,36842.64938517853,43,0,180,15.0,0.0,0.0,0.0,0.005397597583745031,0.9369747899159664,0.8131634819532909,0.0,0.0,0.0,0.0
mamou,1518,2.6988984088127297,109.17726462253232,83.38630737388026,40043.688338986,20021.84416949303,193,0,488,132.0,4.0,0.0,0.004895960832313341,0.0054529075193225215,0.8335373317013464,0.8275015346838551,0.0,0.0,0.0,0.0
mamoudzou,5729,2.6579710144927535,202.10883873602336,159.92960282589675,49214.94667577732,26474.680644379943,216,9,724,85.0,1.0,0.008695652173913044,0.000966183574879227,0.007634042557522865,0.9161793372319688,0.6634098680996581,0.0,0.0,0.0,0.0
mampong,1812,2.8330658105939004,158.73513198042463,137.58743381930867,56987.179459321276,28645.13680999439,83,0,479,60.0,1.0,0.0,0.0016051364365971107,0.005541433892717222,0.9020866773675762,0.8477034649476228,0.0,0.0,0.0,0.0
mamuju,12848,2.485858585858586,636.4413392176127,450.97333278904574,110532.14119519778,58380.68915207188,577,1,1265,137.0,0.0,0.000505050505050505,0.0,0.010901572908120183,0.9307731177362304,0.6946622818112825,0.0,0.0,0.0,0.0
man,1562,2.7379518072289155,105.14731728031373,81.79004423988259,34068.2079206093,17127.630598772754,295,0,791,242.0,0.0,0.0,0.0,0.00613904630146845,0.8177710843373494,0.8377970577140702,0.0,0.0,0.0,0.0
manacapuru,1001,2.862808145766345,182.3986468899367,150.72814228525317,47278.85729122686,24551.681500002112,162,0,575,196.0,0.0,0.0,0.0,0.007429171272440993,0.789924973204716,0.8656636217087588,0.0,0.0,0.0,0.0
manachanallur,8461,2.9266409266409266,209.19405238438267,178.50148871408715,61126.25656620729,30563.128283103626,38,0,164,57.0,0.0,0.0,0.0,0.006844654462286588,0.7799227799227799,0.9551656920077972,0.0,0.0,0.0,0.0
manado,13017,2.6153351206434317,272.1171141182107,206.10865169082274,55254.52845805928,28724.89512407276,2262,22,6082,959.0,0.0,0.0023592493297587133,0.0,0.009473215235176411,0.8969149736644093,0.7565184667490995,0.0,0.0,0.0,0.0
managua,367,2.931794871794872,184.57571427072472,156.7578929461625,46385.058375458255,24780.31329460088,2645,33,10799,4023.0,47.0,0.0018803418803418803,0.002678062678062678,0.007448481868505673,0.7674830164982588,0.878786148619715,3.0,0.0,0.00017094017094017094,0.0
