city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,8way_int_count,7way_int_prop,8way_int_prop
sambalpur,9055,2.427906976744186,453.8726491224037,314.4035653145581,81495.63816811722,41799.38853250715,991,2,2095,135,2.0,0.00062015503875969,0.00062015503875969,0.010858356187900438,0.957493018926466,0.6809501630181649,0.0,0.0,0.0,0.0,0.0,0.0
sambhal,7267,2.8838709677419354,27.78513395577887,24.19995538083966,26280.28536444817,13140.142682224077,20,0,113,22,0.0,0.0,0.0,0.002114523002354188,0.8580645161290322,0.9573770491803278,0.0,0.0,0.0,0.0,0.0,0.0
sambhar,6817,2.8484848484848486,33.32034145570823,29.78636584676948,18276.975675724087,9138.48783786204,7,0,55,4,0.0,0.0,0.0,0.0036461548176118783,0.9393939393939394,0.937007874015748,0.0,0.0,0.0,0.0,0.0,0.0
samitah,5523,3.10989010989011,144.51372876924012,138.16147695520758,66383.12928780162,47775.82054119973,12,0,209,50,2.0,0.0,0.007326007326007326,0.0030248298644000877,0.8095238095238095,0.6192236598890942,0.0,0.0,0.0,0.0,0.0,0.0
sammanturai,9253,2.969111969111969,185.9616028761416,168.370640441912,54108.71160301555,27152.498293923018,98,2,771,164,1.0,0.0019305019305019305,0.0009652509652509653,0.006848784257828738,0.8404255319148937,0.969946679592826,0.0,0.0,0.0,0.0,0.0,0.0
sampang,12649,2.497089117778773,689.7808420682687,495.1718270646819,135407.83317430437,68996.42348081365,630,1,1464,138,0.0,0.0004478280340349306,0.0,0.00999734199643089,0.9381720430107527,0.7050908275398071,0.0,0.0,0.0,0.0,0.0,0.0
sampit,12655,2.678779568049366,615.336928822078,478.2203694342307,156198.5923155863,81188.38531513496,650,1,1902,364,0.0,0.00034281796366129587,0.0,0.00757912509817298,0.8751714677640604,0.7647159773468337,0.0,0.0,0.0,0.0,0.0,0.0
samsun,4207,3.1545691314686897,359.3980421834669,346.6190833740899,81116.39899063692,46066.12861253479,314,7,6565,1895,45.0,0.0007926622126599479,0.0050956856528139504,0.007801785238051742,0.7795784224841342,0.9175310321373916,5.0,0.0005661872947571057,0.0,0.0,0.0,0.0
samunakar,2752,2.6569920844327175,181.5767037734226,141.33279053604133,58738.063931489676,29378.429398579974,84,0,257,38,0.0,0.0,0.0,0.006180613037884157,0.899736147757256,0.8286852589641435,0.0,0.0,0.0,0.0,0.0,0.0
samundri,6419,2.8772893772893773,233.54776567799289,196.7618538679061,69805.57182519289,36344.42975305807,172,2,707,210,1.0,0.0018315018315018315,0.0009157509157509158,0.006425957629954061,0.8064220183486238,0.8606896551724138,0.0,0.0,0.0,0.0,0.0,0.0
san,1648,3.236894492368945,284.9402864813382,269.24682677466865,82661.2911221665,41603.74985916152,83,0,904,518,1.0,0.0,0.0006635700066357001,0.006848908750916157,0.654943596549436,1.102691924227318,1.0,0.0006635700066357001,0.0,0.0,0.0,0.0
sanandaj,5490,2.747739762453466,242.21515850523312,196.82933639212703,51357.34396365633,31124.154721122875,1057,15,3886,661,21.0,0.002659102995922709,0.0037227441942917923,0.007782224470849651,0.8785993601137575,0.6936071841379924,1.0,0.0001772735330615139,0.0,0.0,0.0,0.0
sanawad,7281,2.0,7.735293491621225,3.223038954842177,21474.498757143174,10737.249378571583,7,0,3,2,0.0,0.0,0.0,0.0007204166745962531,0.8333333333333334,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0
sana a,5635,3.0392181829757434,328.28386716982817,308.42840948781776,89241.59422207133,51244.805368650246,950,15,12266,2432,37.0,0.000954988221811931,0.0023556376138027632,0.006406188194260576,0.8422125924037727,0.8702954205041589,5.0,0.00031832940727064365,0.0,2.0,0.0,0.00012733176290825746
sanchahe,10598,2.1538461538461537,1.282286649799871,0.6904620421999306,5239.24392822617,2619.6219641130856,6,0,6,1,0.0,0.0,0.0,0.0004894930136356562,0.9230769230769231,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
sanchore,6544,2.0,12.320015195688093,5.749340424654443,36103.234524927575,18051.617262463784,8,0,6,1,0.0,0.0,0.0,0.0006824881680438748,0.9333333333333333,0.56,0.0,0.0,0.0,0.0,0.0,0.0
sancti spiritus,537,2.960431654676259,163.45528476249035,138.4078202629145,39807.90263811912,23325.139809439148,213,3,803,368,3.0,0.002158273381294964,0.002158273381294964,0.0070076872463737064,0.7325162220620043,0.7457565908270134,0.0,0.0,0.0,0.0,0.0,0.0
sanda,12888,3.027806385169928,223.113792127082,202.89338666139383,64634.12910774881,36450.28840743874,440,2,3426,958,28.0,0.00041194644696189496,0.00576725025746653,0.006121043258509558,0.7966206470224604,0.9167096175651994,1.0,0.00020597322348094748,0.0,0.0,0.0,0.0
sandafa al far,3888,2.6541822721598,223.44962463073753,179.0944556965462,63246.810901311546,32142.20889217282,159,0,601,41,0.0,0.0,0.0,0.006951906304272428,0.9488139825218477,0.80463368816531,0.0,0.0,0.0,0.0,0.0,0.0
sandakan,12793,2.7069392812887236,339.366724748095,275.86687910130155,79334.91296506772,48976.13508793887,302,9,1167,133,2.0,0.0055762081784386614,0.0012391573729863693,0.006929226329083474,0.9152647975077881,0.5822152886115445,1.0,0.0006195786864931846,0.0,0.0,0.0,0.0
