city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,6way_int_count,5way_int_prop,6way_int_prop
daurala,7067,2.1481481481481484,18.45351257871536,9.568488003778336,19166.210472261926,13689.932410133782,13,0,11,3,0.0,0.001347962285413141,0.8888888888888888,0.4489795918367347,0.0,0.0,0.0,0.0
dausa,6996,2.7303754266211606,70.34838957266946,55.222285330081824,30740.685853550614,18864.104818228046,63,2,179,49,0.006825938566552901,0.0037292196078497755,0.8316151202749141,0.6845753899480069,0.0,0.0,0.0,0.0
davanagere,7655,3.0340277777777778,261.46795100764996,240.768404886211,81505.25942254181,42621.09194548149,228,4,2100,540,0.001388888888888889,0.00613470793620457,0.8094575799721836,0.9825996171915782,6.0,2.0,0.0020833333333333333,0.0006944444444444445
davao city,13024,2.8223569180557173,493.82782048013144,417.2698298939821,115184.43430364203,60047.81904583289,1330,12,6099,1128,0.0013987644247581304,0.00822390934970021,0.8671647017625773,0.8515383268141747,10.0,0.0,0.0011656370206317753,0.0
davenport,541,2.883566614826335,60.51191149742447,49.30042514740918,22833.281065830328,12621.55202069484,1787,32,5398,2381,0.0033177812337998962,0.004794332059813764,0.7474253614896494,0.8146818583840592,39.0,8.0,0.004043545878693624,0.0008294453084499741
daveyton,3721,2.9217213114754097,414.595536380984,369.4827843690368,124821.18549207629,64147.08405343043,531,0,3669,680,0.0,0.006463201601426689,0.860655737704918,0.9270117888262429,0.0,0.0,0.0,0.0
david,404,2.9560306575231947,134.7317692116117,112.12248482596004,43351.32694281886,22524.838925868222,416,1,1344,712,0.0004033884630899556,0.005981475368371295,0.7102502017756255,0.9177943849727328,6.0,0.0,0.0024203307785397336,0.0
davis,40,2.7056603773584906,99.11633315506138,74.96507569625398,31049.941418645114,17848.331321333153,452,19,1025,346,0.010242587601078167,0.005553254888124636,0.8044662309368191,0.6940278156531224,8.0,5.0,0.00431266846361186,0.0026954177897574125
dawadimi,5526,3.043499275012083,349.47809438972064,345.4242160594387,86624.8293574778,54717.1926967159,24,2,1906,134,0.0009666505558240696,0.006386988753732173,0.9337203676826318,0.7541777670138048,3.0,0.0,0.0014499758337361043,0.0
dawaki kudu,2742,2.1333333333333333,8.718122819758575,4.6496655038712404,15833.182788580214,9579.949945064871,7,0,7,1,0.0,0.000910038452158065,0.9333333333333333,0.64,0.0,0.0,0.0,0.0
dawei,10452,3.0597667638483963,328.8176127755057,310.6032260619937,105434.42470229024,53011.06433300545,38,0,531,117,0.0,0.0062028109963975795,0.8294460641399417,0.9787856620336504,0.0,0.0,0.0,0.0
dawmat al jandal,4779,3.040057224606581,203.18774288997525,194.46723890328104,54832.459983420624,32786.37259396738,60,0,1163,174,0.0,0.006197323058768671,0.8748211731044349,0.7431028305266929,1.0,0.0,0.000715307582260372,0.0
dawu,11453,2.801526717557252,20.820599263802542,16.052523096519515,23065.986460575645,14961.785939285473,30,3,62,35,0.022900763358778626,0.0013915851589036213,0.71875,0.6294820717131474,1.0,0.0,0.007633587786259542,0.0
daxin,11227,2.934065934065934,32.51829201332774,26.443446252596182,25760.65288565885,13222.145149406537,17,0,47,26,0.0,0.002459380958678047,0.7032967032967034,0.8983050847457628,1.0,0.0,0.01098901098901099,0.0
dayangshu,10324,2.6875,12.991240994830624,10.068211770993734,14410.958237534354,7205.479118767174,18,0,51,11,0.0,0.0018029669895224633,0.8625,0.8580645161290322,0.0,0.0,0.0,0.0
dayao,10339,3.0144927536231885,52.49118082365609,46.024875939582515,35527.59032166931,18324.307590981334,17,0,85,36,0.0,0.002864565581156837,0.7391304347826086,0.977859778597786,0.0,0.0,0.0,0.0
dayao,11791,2.9771689497716896,124.53993547472209,110.60738561567783,48710.755906028375,28055.695009795963,49,0,305,80,0.0,0.004439025140216186,0.8082191780821918,0.851894374282434,4.0,0.0,0.0091324200913242,0.0
dayi,10290,3.099255583126551,31.50199641940273,26.499197980589393,25867.104090767345,16735.752884664944,64,0,173,164,0.0,0.0018823172543535923,0.5880893300248139,0.7565543071161048,2.0,0.0,0.004962779156327543,0.0
dayr abu maqrufah,4048,2.7452339688041594,543.5181941497804,444.6110704310161,124997.67186524838,64666.93283500564,105,0,409,63,0.0,0.008404885933534827,0.8908145580589255,0.7667536988685814,0.0,0.0,0.0,0.0
dayton,702,2.8825847123719464,67.43464756666032,55.907698025288056,26039.38170195817,14324.594614841595,2603,58,9167,3329,0.0038087733123194118,0.004707612981716902,0.7758734344100198,0.8342179001153783,66.0,5.0,0.004334121355397951,0.00032834252692408723
