city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
lecce,3218,2.9351427564328514,236.11028220825045,211.39235699998454,38401.76827066061,25850.439037784345,297,31,2085,407,17.0,0.010927035600986958,0.005992245329573493,0.009133704919407341,0.8488952245188881,0.5685749955412877,0.0,0.0,0.0,0.0
lecco,2605,2.6382036685642,140.5142510446488,111.62928482737439,32151.04311793723,19387.674291273666,325,34,1116,100,6.0,0.021505376344086023,0.003795066413662239,0.007247607368145949,0.9314802844214609,0.5619941728714795,0.0,0.0,0.0,0.0
lechang,11988,2.673076923076923,36.28391258298412,28.026996578522994,20482.278072956487,10331.988080709145,71,0,207,30,2.0,0.0,0.00641025641025641,0.0035118035657367643,0.8910256410256411,0.8077544426494345,2.0,0.00641025641025641,0.0,0.0
ledong,11836,2.5105263157894737,98.47566430047704,66.85979313032388,50780.374650974125,25942.975284108044,61,3,95,30,1.0,0.015789473684210527,0.005263157894736842,0.0037958508313732436,0.8342245989304813,0.7208672086720868,0.0,0.0,0.0,0.0
leesburg,859,2.753771551724138,98.66557997960498,76.4977206846183,28941.21542420073,17983.65655585666,417,12,1048,370,8.0,0.00646551724137931,0.004310344827586207,0.005486402594108314,0.794468546637744,0.6703774097203367,1.0,0.0005387931034482759,0.0,0.0
leeuwarden,2217,2.8035287081339715,219.07822602045843,186.38682805867353,41712.64039563573,24614.941908080313,499,64,2378,401,2.0,0.019138755980861243,0.0005980861244019139,0.008900213002271678,0.8771341463414634,0.6683447749809306,0.0,0.0,0.0,0.0
legazpi,12955,2.5293072824156306,331.8201637976962,240.93798039164867,79266.94269544707,40375.7330152657,771,3,1821,220,0.0,0.0010657193605683837,0.0,0.008218306864478175,0.9217638691322901,0.7330485851575014,0.0,0.0,0.0,0.0
legionowo,3219,2.876923076923077,101.81504280150477,86.5688928025102,34397.66888364982,18396.67803002892,146,12,634,182,1.0,0.012307692307692308,0.0010256410256410256,0.005534425434598134,0.8099688473520249,0.7579385736595523,0.0,0.0,0.0,0.0
legnica,2998,2.819423368740516,116.05299855083759,96.59342899109926,30681.43198060487,17485.533149308587,221,14,872,207,1.0,0.010622154779969651,0.0007587253414264037,0.0066370866452777596,0.8381901840490797,0.7064925086438725,3.0,0.002276176024279211,0.0,0.0
leicester,1864,2.46422929361318,193.53328417074408,135.76302376379965,37114.73655377193,20346.385362384302,3968,52,8452,782,33.0,0.003911833295719551,0.002482509591514331,0.009511924635446147,0.9379956196661884,0.6181591570041923,6.0,0.0004513653802753329,0.0,0.0
leiden,2138,2.6840140769969074,150.0679232419377,118.09226891353934,31202.619727465746,18160.034442923854,1998,168,6031,1160,19.0,0.01791617788205183,0.00202623440332729,0.008263636487782786,0.8718644803996091,0.6834844946505186,1.0,0.00010664391596459421,0.0,0.0
leipzig,2806,2.861054629253084,94.81873663095462,79.3562261026859,30582.80305118447,16927.372722509528,1203,108,4629,1388,47.0,0.014640097600650671,0.0063711535854683475,0.005601503445650926,0.8023111844820471,0.7907520814697585,1.0,0.00013555645926528398,1.0,0.00013555645926528398
leiyang,11805,2.9965034965034967,29.731156617561957,25.105154976018227,20017.277945229,13462.543977091906,89,4,301,176,2.0,0.006993006993006993,0.0034965034965034965,0.002208435245831174,0.6866197183098591,0.6427939876215738,0.0,0.0,0.0,0.0
leizhou,11829,2.913544668587896,24.097238819530144,20.486125221214387,16624.916797864546,9607.2443254563,52,0,223,70,2.0,0.0,0.005763688760806916,0.002508236285370585,0.792507204610951,0.8098693759071117,0.0,0.0,0.0,0.0
leme,1280,3.3002577319587627,346.5715108961907,332.2799021994406,90482.9338328287,52533.06770639315,96,2,1346,875,9.0,0.000859106529209622,0.003865979381443299,0.006597206788554132,0.6199484092863284,0.8857327307940607,0.0,0.0,0.0,0.0
lemery,12843,2.7217659137577,360.1841715657315,283.63579013441074,118944.68806489914,59875.75344789411,207,1,622,144,0.0,0.001026694045174538,0.0,0.006015526332861529,0.8520041109969168,0.8238021638330757,0.0,0.0,0.0,0.0
lemwerder,2422,2.7992459943449575,90.57187193062202,75.88915565157679,31888.171711266976,17389.6522420581,172,14,736,135,2.0,0.013195098963242224,0.001885014137606032,0.005208377411456658,0.8672397325692455,0.7592149353757779,2.0,0.001885014137606032,0.0,0.0
lenasia,3678,3.0923482849604222,154.11086232367833,143.13198822674082,54721.441154453685,27876.058693941923,81,2,785,269,0.0,0.001759014951627089,0.0,0.0055284308307605185,0.7629955947136564,0.9841059602649007,0.0,0.0,0.0,0.0
lenasia south,3677,2.85175079581628,371.58004832022215,318.0143933327231,118202.64363214793,60905.124548116604,317,4,1568,309,0.0,0.0018190086402910413,0.0,0.0061009652484441505,0.8587699316628702,0.8690992018244014,1.0,0.00045475216007276033,0.0,0.0
lencois paulista,1241,3.3198271204754186,286.00474971620656,275.3433084788115,77420.50953099238,43195.08365727301,69,2,1051,726,3.0,0.0010804970286331713,0.0016207455429497568,0.00662123384192243,0.6057328285559762,0.9507175737882481,0.0,0.0,0.0,0.0
