city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,6way_int_count,2way_int_prop,5way_int_prop,6way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,max_info_centrality,avg_info_centrality,max_betweenness_centrality,avg_betweenness_centrality,global_efficiency,avg_closeness_centrality
amora,1554,2.776707794161902,180.89553145116463,151.4993271226576,42390.727479718276,23454.110567332187,540,32,2390,355,3.0,3.0,0.009629852542882938,0.0009027986758952753,0.0009027986758952753,0.007712743185543053,0.8903068975995139,0.7349855557244944,4.660058344193673e-05,1.4164311076576515e-08,0.21487107553429768,6.466177416018588e-05,0.035100045143990684,9.099569222125092e-06
ampana,12950,2.761904761904762,196.68237052172213,155.4727309838375,86850.12952866715,43889.93946896781,66,0,192,57,0.0,0.0,0.0,0.0,0.0,0.004481263198387083,0.819047619047619,0.8496,0.0006307825135046965,2.0413673576203772e-06,0.379678984298738,0.0012053301088848826,0.09200369030603112,0.00024231786911902648
amravati,7680,2.861419774930993,440.19025730814343,377.22582174867296,81033.57357553857,42708.13531247477,2021,4,10019,2082,3.0,0.0,0.00028310566919102553,0.00021232925189326916,0.0,0.010306941618674854,0.8523893805309735,0.8823508585590369,1.3867428018913289e-05,9.823907635954442e-10,0.19888244518880105,1.4076186933880746e-05,0.024796226913080487,1.6890480875333884e-06
amreli,6583,2.809264305177112,86.50842132587626,71.18676632265566,42775.551789055666,21387.775894527836,65,0,243,58,1.0,0.0,0.0,0.0027247956403269754,0.0,0.004044760042020538,0.8392370572207084,0.8998628257887518,0.0010134481130763084,2.761439000207925e-06,0.2149338696128969,0.0005856508708798281,0.11230367121147425,0.00031233172701524364
amritsar,6548,2.762618956985154,211.42713038413171,172.65073471642154,51728.87198987968,27457.170185464518,2409,1,9034,1681,10.0,0.0,7.613247049866768e-05,0.0007613247049866769,0.0,0.007700252027284975,0.8712501903456678,0.8347865818832578,1.5118983480035047e-05,1.1555322133930791e-09,0.1593990298279362,1.2135441935891602e-05,0.028656069707088023,2.465219754165808e-06
amroha,7221,2.5264957264957264,122.60574578130344,89.91088023962253,45392.423764373554,22765.796196853185,156,0,394,35,0.0,0.0,0.0,0.0,0.0,0.005385524175001211,0.9401709401709402,0.7296137339055794,0.00036497964894581557,6.380763093458314e-07,0.26221753259177993,0.00044823509844748704,0.07677208987600759,0.00013332506658299812
amuntai,12722,2.541274817136886,181.14617653516444,134.77124105855495,60591.73544975155,30811.996622835446,245,0,661,51,0.0,0.0,0.0,0.0,0.0,0.005879079462215474,0.9467084639498433,0.7066526977475118,0.00017564920615053818,1.8354149023044743e-07,0.2645567411538977,0.0002764438256571554,0.0607746162668802,6.279971508899134e-05
anaco,907,2.996173469387755,173.48039673899623,153.0492445720311,53690.351510408516,28527.957214863603,277,3,1525,546,1.0,0.0,0.0012755102040816326,0.00042517006802721087,0.0,0.006081066212781954,0.767134951042997,0.8864265927977839,0.00011835531879948751,5.066580428060253e-08,0.22365813448254465,9.509274425278259e-05,0.047263459955190025,1.9789755338679146e-05
anakapalle,9095,2.8213457076566124,106.39610996747679,87.63484695697045,40287.12673900596,24004.415419111177,76,0,281,73,1.0,0.0,0.0,0.002320185614849188,0.0,0.004432355802456629,0.8283062645011601,0.7736289381563594,0.0007576763364549953,1.8257261119397476e-06,0.36184936158680764,0.0008395576834960734,0.09475530317388144,0.0002046249698687369
anand,6704,2.7559207346544223,91.55393295922711,73.7653002624609,33986.78706288927,17803.101005944573,402,1,1370,293,2.0,1.0,0.0004833252779120348,0.0009666505558240696,0.0004833252779120348,0.0051425834706356295,0.8568665377176016,0.8554829339143064,0.00014123190677182854,6.889361305942855e-08,0.21071236439190125,0.00010184261207921761,0.05512861453721188,2.9684488348446424e-05
anantapur,8011,2.8332710280373834,569.6545424162132,479.5036054855476,106814.78344248437,56057.43782027788,1270,0,5554,1200,1.0,0.0,0.0,0.00012461059190031152,0.0,0.010161979650988431,0.8503426791277259,0.8630102835774385,2.7319318332223365e-05,3.4338006953523584e-09,0.22915775237511482,2.8555483162008077e-05,0.030458265675354174,4.061418603961775e-06
anantnag,6486,2.4013840830449826,27.31984949841883,18.717405538709095,33345.150892511476,16688.03323452636,91,1,187,10,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0016370922273750027,0.9652777777777778,0.6742556917688266,0.0006696021242301604,2.3829257090041294e-06,0.3551199384528182,0.0012287887143696131,0.09786622889678177,0.0003232482517547102
anapolis,1190,3.152782177172421,189.8336825160066,178.1081303808716,53117.18994833547,29699.37694586245,585,12,6304,2518,45.0,7.0,0.0012670256572695597,0.004751346214760849,0.0007390983000739098,0.0063918405716741206,0.7283010889100328,0.8980066620842807,2.7667295229483094e-05,2.925898395672916e-09,0.19115175509243945,2.0182848177852335e-05,0.028242321941738584,2.638495993466417e-06
anchau,2720,2.782258064516129,84.9169581757663,65.05734698949837,45114.50417274882,22615.94990649212,29,0,65,29,1.0,0.0,0.0,0.008064516129032258,0.0,0.0037547376310464015,0.7580645161290323,0.8600823045267489,0.004352172322697349,3.509816389272056e-05,0.2729207527698211,0.0022009738126598476,0.1927408143478161,0.0015670386791010549
anchorage,183,2.799366420274551,238.26189334148083,189.13767509974468,77348.45549756814,42914.917810770145,781,3,2213,777,14.0,0.0,0.0007919746568109821,0.003695881731784583,0.0,0.00555195967966378,0.7910171730515192,0.7649702577660278,5.168083657976351e-05,1.3822101251608322e-08,0.2615185346654138,6.9038683913784e-05,0.03957729668978714,1.0705568640541213e-05
ancona,2935,2.8801369863013697,117.80570581488038,106.50926827098775,26935.107470507606,17738.81427223006,140,55,1109,152,4.0,0.0,0.03767123287671233,0.0027397260273972603,0.0,0.006641126289895489,0.8889679715302491,0.5212121212121212,0.00017809161785845032,1.2256821600719224e-07,0.3460960678129052,0.00023705210124171588,0.056987126201578045,3.4257463083498205e-05
anda,10846,3.095890410958904,8.939720979856682,7.531408770701177,10172.608125759974,5108.504298543836,23,0,63,60,0.0,0.0,0.0,0.0,0.0,0.001749968377711833,0.589041095890411,0.9860627177700348,0.0037257568483440207,2.551888252290425e-05,0.2684815871902148,0.001838914980754896,0.17380123109927526,0.0011272993018518805
