city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
shrirampur,7153,2.9459901800327333,151.51608593348206,137.8771583944616,63735.4007514006,31867.700375700326,55,0,480,75,1.0,0.0,0.0016366612111292963,0.004754534658830159,0.8756137479541735,0.9679539852095317,0.0,0.0,0.0,0.0
shuangcheng,11142,2.879385964912281,25.699773311226906,22.149146735333716,15325.766802918888,8108.7701005749705,63,1,321,70,1.0,0.0021929824561403508,0.0021929824561403508,0.003169379942021615,0.843956043956044,0.8209944751381215,0.0,0.0,0.0,0.0
shuangfeng,11594,2.8536585365853657,12.354738067970814,9.34138731968525,15659.750432512797,8660.929027136515,10,0,17,14,0.0,0.0,0.0,0.001426491087649006,0.6585365853658537,0.7532467532467533,0.0,0.0,0.0,0.0
shuangliao,11105,2.9128205128205127,17.19191821696493,14.194352989391557,12335.534226739963,7433.267651704416,34,0,110,51,0.0,0.0,0.0,0.002312834546328074,0.7384615384615385,0.6883116883116883,0.0,0.0,0.0,0.0
shuangluan,10764,2.708029197080292,23.12975396587752,18.233674659231912,17441.338093109774,10660.277454658075,58,2,178,34,2.0,0.0072992700729927005,0.0072992700729927005,0.0021697140683492088,0.8676470588235294,0.686456400742115,0.0,0.0,0.0,0.0
shuangyang,11376,3.2044728434504792,29.886830197155763,27.59518826510548,17860.77362771078,10953.921917468697,24,2,179,103,4.0,0.006389776357827476,0.012779552715654952,0.0027284136606354602,0.6527331189710611,0.8119935170178282,1.0,0.003194888178913738,0.0,0.0
shuangyashan,11517,2.9802712700369915,34.78097862222298,29.634594609070383,15194.349316471995,9787.918390475234,120,2,465,222,2.0,0.002466091245376079,0.002466091245376079,0.0035534602184739156,0.723114956736712,0.7526348419094855,0.0,0.0,0.0,0.0
shuantaizi,11286,3.012987012987013,11.78416535588567,10.138973439317216,10715.678095504483,6629.665563034461,43,5,168,89,3.0,0.016233766233766232,0.00974025974025974,0.0017774901680699478,0.6963696369636964,0.7737104825291181,0.0,0.0,0.0,0.0
shubra khit,3828,2.6507723304231026,346.2286429408499,275.5412638582318,82399.55906407943,41436.285202207204,304,0,1097,88,0.0,0.0,0.0,0.008355687322144582,0.9408999328408327,0.798183652875883,0.0,0.0,0.0,0.0
shubra millis,3907,2.7214934409687186,442.9636129918165,366.08193646851436,97023.58959523312,48511.79479761661,172,0,751,68,0.0,0.0,0.0,0.009131049775416254,0.9313824419778002,0.847749114820435,0.0,0.0,0.0,0.0
shucheng,11897,3.184729064039409,27.971234668537996,23.768660001590167,20805.04830125593,15693.579641932607,61,2,145,197,1.0,0.0049261083743842365,0.0024630541871921183,0.0017823361722904818,0.5099009900990099,0.6077210460772104,0.0,0.0,0.0,0.0
shuikou,12114,2.7906976744186047,40.18993927149892,31.85597899620748,21284.560527419173,13035.258567791116,107,1,304,102,1.0,0.001937984496124031,0.001937984496124031,0.003083171619687272,0.7980582524271844,0.7219512195121951,1.0,0.001937984496124031,0.0,0.0
shuikoucun,12059,2.7717391304347827,73.40602891481676,59.043979779309126,60260.671144414744,44214.31189864881,18,0,59,15,0.0,0.0,0.0,0.0016602323040350209,0.8369565217391305,0.5865921787709497,0.0,0.0,0.0,0.0
shuitou,12582,3.104651162790698,30.041811995869487,26.373916345211,19943.772320127708,10562.639791491843,21,0,91,60,0.0,0.0,0.0,0.002844157576978818,0.6511627906976745,0.9469026548672567,0.0,0.0,0.0,0.0
shuitu,10595,3.1176470588235294,77.93008954190049,67.61581298488424,52810.148028132004,32317.61195312856,27,0,99,78,0.0,0.0,0.0,0.0024113814366892397,0.6176470588235294,0.7220843672456576,0.0,0.0,0.0,0.0
shujaabad,6340,2.5384615384615383,44.30526734727018,31.354496891914284,23687.893151962577,12288.036589126987,76,1,151,31,1.0,0.0038461538461538464,0.0038461538461538464,0.003605561150955027,0.8764478764478765,0.7543859649122807,0.0,0.0,0.0,0.0
shulan,11387,2.5996275605214154,110.99538650458008,82.16138945171431,41848.22120928605,22383.681231251896,279,0,670,122,3.0,0.0,0.002793296089385475,0.004958763724244309,0.8836126629422719,0.704619692020532,0.0,0.0,0.0,0.0
shunan,12767,2.9391864679822794,140.6437016859265,120.16738345819293,35620.513693577224,18802.39597884094,723,4,3127,1081,27.0,0.0008054772452678212,0.005436971405557793,0.007480094656244781,0.7758968158000806,0.8988809355781833,3.0,0.0006041079339508659,1.0,0.0002013693113169553
shunufa,3872,2.753229974160207,482.7467531149813,406.0311838215153,161476.32715800207,80760.3409274168,123,0,596,55,0.0,0.0,0.0,0.005977522476642948,0.9289405684754521,0.8353856124432922,0.0,0.0,0.0,0.0
shunyi,10738,3.137979094076655,21.677345237357223,19.260359008801714,16187.8314156424,10735.392788012647,160,10,761,481,22.0,0.006968641114982578,0.015331010452961672,0.0020192409970842032,0.6463157894736842,0.6815465729349737,1.0,0.0006968641114982578,0.0,0.0
