city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
jangipur,9586,2.7698412698412698,15.702458020587159,13.210004366525704,25431.214981680427,12715.607490840208,20,0,95,11,0.0,0.001234896408362601,0.9126984126984127,0.8785425101214575,0.0,0.0,0.0,0.0
jaora,7006,2.869565217391304,44.65829956348119,39.22163700792695,32804.864576848595,18576.483356110242,14,0,89,11,0.0,0.0024040233400145685,0.8956521739130435,0.9066666666666666,1.0,0.008695652173913044,0.0,0.0
jaragua do sul,1256,2.5366748166259168,139.7871051070375,96.95095879876847,35601.255629389314,19227.880360799274,752,3,1333,362,0.0012224938875305623,0.007270021577210749,0.8506731946144431,0.621605064325097,4.0,0.0016299918500407497,0.0,0.0
jaranwala,6450,2.810836961780358,462.83204387868045,371.92260516811234,115916.03415692708,61117.47699396459,406,0,1242,417,0.0,0.007572826409774499,0.7972907595549105,0.8353112133688545,2.0,0.0009675858732462506,0.0,0.0
jardim alice,1300,2.7048076923076922,235.47732504151267,187.0233370041245,65754.06807882935,38965.91172693634,214,3,700,122,0.0028846153846153848,0.006043162205254702,0.8813886210221794,0.583373610439826,1.0,0.0009615384615384616,0.0,0.0
jardim britania,1309,2.7174211248285323,181.00382247432046,149.7192111824626,55827.50802979203,31882.071142328623,126,0,558,44,0.0,0.005677291844255642,0.9382716049382716,0.7708189951823813,1.0,0.0013717421124828531,0.0,0.0
jarqurgon,6022,2.446475195822454,145.62333930503667,101.0111413630237,56020.49016129923,28222.212524927887,352,2,725,70,0.0017406440382941688,0.00515988387432104,0.9389712292938099,0.6745303626037571,0.0,0.0,0.0,0.0
jarud,10642,3.1094890510948905,20.301822162258535,17.338052503534662,15633.015231562089,10024.323144219774,20,3,58,54,0.021897810218978103,0.002025256156468277,0.582089552238806,0.7984790874524715,2.0,0.014598540145985401,0.0,0.0
jasdan,6568,2.5,24.21219484774146,17.20340160234262,38736.81273382385,19521.547862160864,11,2,20,5,0.05263157894736842,0.0012402804848621971,0.8611111111111112,0.8208955223880597,0.0,0.0,0.0,0.0
jaspur,7259,2.8292682926829267,46.058619147849754,39.31833341889613,40859.21553543983,20429.60776771991,12,0,60,10,0.0,0.0022545033498208088,0.8780487804878049,0.9119496855345912,0.0,0.0,0.0,0.0
jatai,1132,3.4445833333333336,351.59574393760164,343.24534501908363,97418.3573499153,54378.010619312685,57,6,1166,1158,0.0025,0.006465770629216992,0.5108604845446951,0.9795107673008572,10.0,0.004166666666666667,3.0,0.00125
jatani town,9473,2.7156133828996283,717.4142375621662,578.0651895598495,170478.357183023,86834.36181682629,209,0,755,112,0.0,0.008261870330498008,0.895910780669145,0.8146250582207731,0.0,0.0,0.0,0.0
jatibarang,12174,2.7415119963784518,193.6126085089997,158.46609152751086,64383.61420433322,34321.1287266858,401,1,1575,232,0.0004526935264825713,0.0056412074920618675,0.894927536231884,0.769440036272954,0.0,0.0,0.0,0.0
jatiwangi,12159,2.442737896494157,244.92371609765613,166.58083796024223,74455.75599015458,37396.29404357989,958,0,1790,247,0.0,0.006549411442006352,0.9175292153589315,0.6939014202172097,0.0,0.0,0.0,0.0
jau,1244,3.222784810126582,260.2239970780968,253.05045229225897,66250.19061593512,40655.431532612245,98,3,2468,982,0.0008438818565400844,0.006400719098734814,0.7224099099099099,0.7781377658825187,3.0,0.0008438818565400844,1.0,0.00028129395218002813
jaudiri,3098,3.2694560669456068,448.97164466414245,428.6833862441728,144684.4472815703,72434.33872105632,54,0,712,428,0.0,0.006198325995535436,0.6410041841004184,1.0842767295597484,1.0,0.0008368200836820083,0.0,0.0
jaunpur,8384,2.8285714285714287,19.007207882470183,16.15612670009966,25531.33613749401,12765.668068747022,21,0,101,18,0.0,0.0014889317018201135,0.8714285714285714,0.8981818181818182,0.0,0.0,0.0,0.0
javanrud,5471,2.8947368421052633,317.9402606098695,281.858224455131,68685.48216593545,36256.87453703063,69,2,463,72,0.003289473684210526,0.008769102816216111,0.8778877887788779,0.8823529411764706,2.0,0.003289473684210526,0.0,0.0
jayapura,13068,2.293298969072165,1174.345700525726,736.6900605875302,222742.80887088148,114368.79471613708,723,1,1140,76,0.0005154639175257732,0.010268060474366698,0.960804538421867,0.6067647818228763,0.0,0.0,0.0,0.0
jaynagar,9066,2.5417867435158503,200.07980077566987,145.30291007339713,89938.38672604282,44969.19336302138,95,0,221,31,0.0,0.004449263725068226,0.9106628242074928,0.7343976777939042,0.0,0.0,0.0,0.0
