city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,7way_int_count,6way_int_prop,7way_int_prop
betul,7647,2.60989010989011,58.849639195237586,43.00550556575054,30768.157677051844,15384.078838525933,49,0,107,25,1.0,0.0,0.005494505494505495,0.003825359959015682,0.8571428571428571,0.8050139275766016,0.0,0.0,0.0,0.0
beziers,2106,2.8102027883396703,273.14428906237134,230.21666948856392,48630.16938965917,27929.991411163377,496,7,2269,370,13.0,0.002217997465145754,0.004119138149556401,0.009779605193619857,0.8780565258812322,0.6701096456380105,0.0,1.0,0.0,0.0003168567807351077
bhabua,8662,2.4615384615384617,23.838149116389992,15.89209941092666,39639.92883648762,19819.96441824381,13,0,21,5,0.0,0.0,0.0,0.0012027342034200395,0.8717948717948718,0.7945205479452054,0.0,0.0,0.0,0.0
bhadgaon,7212,2.764705882352941,24.897426809940452,19.771485996129183,25490.78521478398,12745.392607391992,7,0,21,6,0.0,0.0,0.0,0.0019534452626826576,0.8235294117647058,0.9365079365079365,0.0,0.0,0.0,0.0
bhadohi,8395,2.4615384615384617,9.667410880305312,6.692822917134446,16781.990585503358,8390.99529275169,16,0,32,4,0.0,0.0,0.0,0.001152117304684489,0.9230769230769231,0.7575757575757576,0.0,0.0,0.0,0.0
bhadrachalam,8626,2.9279026217228465,302.38743574242363,263.3149019105374,59904.089503607,31331.98344429224,138,0,731,199,0.0,0.0,0.0,0.009651078626415835,0.8136704119850188,0.8995776630689817,0.0,0.0,0.0,0.0
bhadrak,9553,2.642857142857143,17.813683546249788,14.155516389430634,22197.175068493194,14337.966363021764,23,0,83,6,0.0,0.0,0.0,0.0012424135400534938,0.9464285714285714,0.6986301369863014,0.0,0.0,0.0,0.0
bhadravathi,7635,2.9408450704225353,62.614846540846486,54.50137346794806,39681.46053105783,19840.730265528906,46,0,238,71,0.0,0.0,0.0,0.0031558740884468812,0.8,0.9617021276595744,0.0,0.0,0.0,0.0
bhadravati,8041,2.967741935483871,169.58861821916088,156.3028739347105,73258.38800305905,36629.19400152954,17,0,173,27,0.0,0.0,0.0,0.0046298757819262775,0.8755760368663594,0.9696969696969697,0.0,0.0,0.0,0.0
bhagalpur,9323,2.7689530685920576,26.331353510854974,21.625931132561394,19828.965735782705,9970.024651760079,99,0,386,68,1.0,0.0,0.0018050541516245488,0.0026410519964167305,0.8754512635379061,0.8730734360834089,0.0,0.0,0.0,0.0
bhagwanpur,7008,2.642857142857143,35.37850131930905,27.797393893742825,32041.403966078724,16020.701983039384,21,0,70,7,0.0,0.0,0.0,0.002208299071836126,0.9285714285714286,0.8115183246073299,0.0,0.0,0.0,0.0
bhagwanpur,9130,2.3333333333333335,9.137336589025175,5.330113010264685,28373.292602697893,14186.646301348947,5,0,5,2,0.0,0.0,0.0,0.0006440801014512038,0.8333333333333334,0.7894736842105263,0.0,0.0,0.0,0.0
bhai pheru,6496,2.7829457364341086,77.40505107930262,65.40426796623245,43072.82192405857,27873.216871338154,20,1,96,11,1.0,0.007751937984496124,0.007751937984496124,0.002777040462771189,0.90625,0.6772908366533864,0.0,0.0,0.0,0.0
bhalki,7747,2.5853658536585367,39.398262953783295,27.86706404048087,44962.24324116835,22510.983582036682,12,0,22,7,0.0,0.0,0.0,0.0017501795428087083,0.8292682926829268,0.7532467532467533,0.0,0.0,0.0,0.0
bhaluka,9880,2.482456140350877,17.361225702656682,12.487899189630246,25825.377269009765,15629.954528934728,32,2,73,7,0.0,0.017543859649122806,0.0,0.0011107662322700277,0.9375,0.593607305936073,0.0,0.0,0.0,0.0
bhalwal,6362,2.8822733423545333,522.577513284041,421.4562894685905,117364.40873247274,58682.20436623656,286,0,796,394,2.0,0.0,0.0013531799729364006,0.008905212728932717,0.7320703653585927,0.923415791257201,0.0,0.0,0.0,0.0
bhamo,10161,2.5665961945031714,152.98372465815396,109.64372655203847,50444.276688058555,25681.894704013375,134,1,274,64,0.0,0.0021141649048625794,0.0,0.0059568706445263485,0.864406779661017,0.7369542066027689,0.0,0.0,0.0,0.0
bhandara,8087,2.710044532409698,591.8672470543721,472.3809349325592,119284.45464041375,61281.70515886094,408,0,1385,226,2.0,0.0,0.0009896091044037606,0.00965813933408137,0.8871845620979713,0.7936586574188754,0.0,0.0,0.0,0.0
bhanvad,6452,3.179856115107914,138.28603551416361,116.39903708746145,37627.761585394466,18813.880792697233,22,0,48,69,0.0,0.0,0.0,0.007350213230214604,0.5035971223021583,1.0769230769230769,0.0,0.0,0.0,0.0
bharatpur,7184,2.708137432188065,234.53582526635003,185.7625523809427,53028.224456905045,28352.44079769675,575,2,1847,338,2.0,0.0007233273056057866,0.0007233273056057866,0.00827215642349222,0.8765834238146941,0.7853649701141098,1.0,0.0,0.0003616636528028933,0.0
