city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
perus,1311,2.816576086956522,153.54644870389063,131.84966790877567,45908.09581412319,24343.985409375076,104,1,557,74,0.001358695652173913,0.006307366937738905,0.8993197278911564,0.8498293515358362,0.0,0.0,0.0,0.0
pervomaisk,3565,2.955817378497791,85.93147176661041,73.97193703620587,31230.768120763772,15745.102331221724,189,0,855,310,0.0,0.005457663593345643,0.7687776141384389,0.9254887495389156,4.0,0.0029455081001472753,0.0,0.0
pesaro,2909,2.8918478260869565,212.9508492736197,188.5309421014818,37828.61282193637,23352.023705627027,211,33,1344,248,0.017934782608695653,0.009119160375908061,0.8605423353624793,0.5893599334995844,4.0,0.002173913043478261,0.0,0.0
pescara,2976,2.76712796856313,152.0173734274841,127.68108794968595,33440.64963223757,20177.29119438232,937,69,4281,553,0.011788826242952332,0.007534082348467478,0.9021438450899032,0.5686240595001297,12.0,0.0020502306509482316,1.0,0.00017085255424568598
peshawar,6203,2.6445841392649903,152.855957297375,115.750691067548,53646.30808494338,29050.725749878402,3012,14,7774,1590,0.0011283043197936814,0.00526169151894647,0.8702598031305471,0.7446233305088166,16.0,0.0012894906511927789,2.0,0.00016118633139909736
petaluma,15,2.7630522088353415,85.56528867196187,68.07804984476037,27220.777192693487,15028.596009793026,458,22,1368,379,0.009817045961624275,0.005693498488894457,0.8228931951329428,0.7559214978569817,14.0,0.006247211066488175,0.0,0.0
peterborough,1939,2.28338898163606,186.85246478749775,118.22551611763214,29671.514331216058,16865.638755955984,2640,24,4371,153,0.00333889816360601,0.011078884558790403,0.9786432160804021,0.5346645255882148,0.0,0.0,0.0,0.0
peterborough,917,2.9344262295081966,86.77991491586025,75.7700611346606,35220.52874063454,18208.164592888912,178,16,930,278,0.011404133998574484,0.004765989151358595,0.798846431146359,0.8764897074756229,1.0,0.0007127583749109052,0.0,0.0
peterhof,3389,2.818556701030928,69.44878575765004,56.990962333081896,33117.33294108886,18492.214672486567,87,3,308,85,0.006185567010309278,0.003755568869800037,0.8195020746887967,0.7372262773722628,2.0,0.004123711340206186,0.0,0.0
petit goave,728,2.6403162055335967,79.48308765548755,60.005018743866096,39014.35777121975,19540.812169859404,62,0,159,31,0.0,0.00406754268781549,0.8735177865612648,0.8023952095808383,1.0,0.003952569169960474,0.0,0.0
petlad,6696,2.711864406779661,28.27865816893763,22.527066676950316,40539.28836706227,20300.14055951953,12,0,40,7,0.0,0.001393027702740544,0.8813559322033898,0.8495575221238938,0.0,0.0,0.0,0.0
petrolina,1384,3.1704258390472755,289.547774169554,279.25529645187044,72321.07740594214,38953.393976368585,394,8,8005,2670,0.0007217610970768675,0.007433184752661364,0.7583062477428675,0.9427913487154016,6.0,0.0005413208228076507,1.0,9.022013713460844e-05
petropavl,5876,3.0397394136807816,51.47783832270374,43.194433719636756,22365.658948286648,11486.913173281746,247,3,731,550,0.001954397394136808,0.0044814335710693645,0.6383812010443864,0.95096436744034,4.0,0.0026058631921824105,0.0,0.0
petropavlovsk kamchatsky,12727,2.569937369519833,216.14887812625165,160.8707203590996,84119.6272834676,42996.67711020189,245,1,635,76,0.0010438413361169101,0.005027106573195296,0.9195402298850575,0.7281299109481404,0.0,0.0,1.0,0.0010438413361169101
petropolis,1368,2.3385997521685256,202.45111840216185,131.8315523176407,60374.70071355211,31783.600659525582,1126,2,1982,117,0.0006195786864931846,0.006369672227224105,0.9634221946683199,0.5950054288816504,1.0,0.0003097893432465923,0.0,0.0
petrozavodsk,3455,2.741214057507987,49.60306174761714,39.02477302028984,21248.515382555794,11751.62779829445,267,9,762,210,0.00718849840255591,0.004220952416040286,0.827835880933226,0.7154373236598146,3.0,0.0023961661341853034,1.0,0.0007987220447284345
pforzheim,2477,2.772684752104771,141.6190774835284,116.64695764662935,42796.603946947915,23264.58675869967,377,43,1422,282,0.020112254443405052,0.00608732400675764,0.8587112171837709,0.7416965352449223,13.0,0.00608044901777362,1.0,0.0004677268475210477
phagwara,6639,2.7944444444444443,78.92130717713746,65.21969134777332,33277.11458400266,18002.772264054835,125,0,496,96,0.0,0.004383841889435851,0.8625,0.8466898954703833,3.0,0.004166666666666667,0.0,0.0
phalodi,6514,3.020618556701031,75.69921039583882,69.8461786642018,45326.68232655919,22663.34116327956,15,0,145,34,0.0,0.0033401610932147553,0.8247422680412371,1.0052219321148825,0.0,0.0,0.0,0.0
phaltan,7203,2.608632040965618,335.2129030706745,253.55533414416786,71259.00204485709,35641.11638247688,333,0,904,129,0.0,0.009405230169374928,0.9049012435991222,0.7907658482960791,1.0,0.000731528895391368,0.0,0.0
