city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
xinshao,11502,2.8015873015873014,28.228030299092495,22.403198650073406,27479.35370967673,15069.728210902827,26,0,73,27,0.0,0.0018731612079552794,0.7857142857142857,0.8340080971659919,0.0,0.0,0.0,0.0
xinshi,11606,2.7422680412371134,19.72550843739296,14.234902996056777,25702.740545033572,15207.249972056301,27,1,40,28,0.010309278350515464,0.001297112132281581,0.6979166666666666,0.6898395721925134,1.0,0.010309278350515464,0.0,0.0
xintai,11446,3.079283887468031,7.575231907545391,6.509662201880438,9041.309258270852,5507.7847554842,55,2,196,134,0.005115089514066497,0.0013753681822810152,0.6452442159383034,0.7554980595084088,3.0,0.0076726342710997444,1.0,0.0025575447570332483
xintian,11747,2.843283582089552,29.634341193634295,23.442090794964443,25242.368397557526,14418.66544743735,28,1,69,36,0.007462686567164179,0.0020552762876470823,0.7293233082706767,0.7318007662835249,0.0,0.0,0.0,0.0
xinxiang,10990,3.191817572099262,18.07747841517185,16.25881861485275,11552.439060902252,8417.943043205412,150,3,755,577,0.002012072434607646,0.002147493553043601,0.6081989247311828,0.5974419387411646,6.0,0.004024144869215292,0.0,0.0
xinxiang,10997,3.025041736227045,35.416487346691845,30.804657608725297,20179.9971607834,12386.955058798032,78,3,350,163,0.005008347245409015,0.0028591762203526135,0.7181208053691275,0.7961246840775064,4.0,0.00667779632721202,1.0,0.001669449081803005
xinxing,11645,2.7934272300469485,9.450803006452926,7.276674615297089,9955.852144319088,5468.241896208278,49,0,110,54,0.0,0.0017283074132119478,0.7464788732394366,0.7624703087885986,0.0,0.0,0.0,0.0
xinxing,12008,3.2214532871972317,75.92446699901164,70.14474978801422,32706.574150677923,23548.807032593937,44,3,316,212,0.005190311418685121,0.0032241321988805837,0.6260869565217392,0.5903930131004367,2.0,0.0034602076124567475,1.0,0.0017301038062283738
xinyang,11373,2.830120481927711,20.237056272848,16.604138941939144,13653.02215403794,7918.600124910898,149,4,521,151,0.004819277108433735,0.0025556355862931916,0.8111380145278451,0.7213114754098361,5.0,0.006024096385542169,0.0,0.0
xinye,11104,3.156862745098039,12.469154194791527,10.676203918416276,12834.037668532126,8072.305736439309,22,1,61,69,0.006535947712418301,0.0015446830932709032,0.5460526315789473,0.7023411371237458,0.0,0.0,0.0,0.0
xinyi,11737,3.3422712933753944,22.284787108995413,20.527311784942146,14153.057115379937,9822.792996535285,50,2,266,313,0.0031545741324921135,0.002268681332982966,0.5,0.6179507545671168,3.0,0.00473186119873817,0.0,0.0
xinyi,11857,3.0708661417322833,22.16338112472017,19.54565894463511,14992.894016620437,9450.435433260796,30,8,133,80,0.031496062992125984,0.002345223273704001,0.6626016260162602,0.784394250513347,3.0,0.011811023622047244,0.0,0.0
xinying district,12700,3.111913357400722,79.44162779329406,69.54727342914732,37173.60872800521,23094.052883083226,69,1,287,193,0.0018050541516245488,0.0034399171161284712,0.64376130198915,0.812897366030881,4.0,0.007220216606498195,0.0,0.0
xinyu,11979,3.116591928251121,12.117711428098323,10.297337738227052,13163.488997512299,8878.012233326464,67,0,195,183,0.0,0.0013649126752282015,0.5874439461883408,0.6482525366403608,0.0,0.0,1.0,0.002242152466367713
xinzheng,11084,3.167487684729064,23.8091615544991,21.228858331844023,14979.485582006051,11365.165749607017,88,2,417,296,0.0024630541871921183,0.0020949242693906484,0.6234567901234568,0.5455108359133127,9.0,0.011083743842364532,0.0,0.0
xinzhou,10510,3.262086513994911,17.48673794486838,15.617926256103821,15605.576614518264,10177.746951510451,42,0,171,174,0.0,0.001718134477913427,0.5419847328244275,0.7195902688860435,5.0,0.01272264631043257,1.0,0.002544529262086514
xinzhou,11639,2.9330708661417324,25.19276399136639,19.836822040445977,20418.407907438803,11441.430541567022,54,2,106,91,0.007874015748031496,0.002201889344155034,0.6349206349206349,0.8016032064128257,1.0,0.003937007874015748,0.0,0.0
xin an,10834,3.0229885057471266,14.125500425271559,12.339517612880902,13052.738483663943,8269.414429619575,11,2,48,26,0.022988505747126436,0.0017081621129878945,0.6941176470588235,0.6787878787878788,0.0,0.0,0.0,0.0
xiong,10828,2.8606965174129355,15.908893701804196,12.822093431304873,13886.997417505489,7815.51630262491,39,3,108,50,0.014925373134328358,0.0020355524940125908,0.7424242424242424,0.7902813299232737,0.0,0.0,1.0,0.004975124378109453
xiongxiangcun,12158,2.9019607843137254,48.767274167265406,41.117505670439456,24579.24007039479,14489.147612028246,24,0,97,31,0.0,0.0033657793731620886,0.7908496732026143,0.6877076411960132,1.0,0.006535947712418301,0.0,0.0
