city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,5way_int_count,2way_int_prop,5way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
ergani,4566,3.058991981672394,349.6092983000683,322.1771826831672,64037.96720713074,35572.78334563415,137,0,1238,365,6.0,0.0,0.003436426116838488,0.00982799953838799,0.7875143184421535,0.9678806997418985,0.0,0.0,0.0,0.0
erie,846,3.133828250401284,67.9678342893158,60.69920353566305,27065.882495018464,14784.075815036837,533,60,2630,1733,24.0,0.012038523274478331,0.004815409309791332,0.004597367812480097,0.6423639317627945,0.9347759829320329,4.0,0.0008025682182985554,0.0,0.0
erigavo,5827,3.3817991631799162,566.1709554021969,552.5496876467048,151836.06083693533,75932.95459009553,23,0,522,411,0.0,0.0,0.0,0.007456195514299751,0.5700836820083682,1.1657052962768746,0.0,0.0,0.0,0.0
erin osun,2236,2.655644241733181,112.30356999395484,88.67756239545464,37966.00460760959,18984.617131820156,369,0,1254,128,3.0,0.0,0.0017103762827822121,0.005915503547644508,0.9253135689851767,0.8053097345132744,0.0,0.0,0.0,0.0
eripa,2262,2.4734513274336285,234.62372690089072,167.66253050660995,66352.05090976098,33275.84072106852,129,0,303,20,0.0,0.0,0.0,0.00705087300025268,0.9557522123893806,0.7018909899888766,0.0,0.0,0.0,0.0
erlangen,2733,2.7467350746268657,110.04294252807082,88.33204481847476,31638.528322540515,18334.437375159403,423,19,1390,302,10.0,0.008861940298507462,0.0046641791044776115,0.006001980877644144,0.8531764705882353,0.7166077738515901,0.0,0.0,0.0,0.0
ermelo,3838,2.9801474758933635,292.59178027111057,262.55257877986213,101918.93777558664,52962.81086799049,181,0,1257,323,2.0,0.0,0.0011344299489506524,0.00552447605170341,0.815655133295519,0.9074126668560069,0.0,0.0,0.0,0.0
erode,8188,2.6589901798905013,202.2671291230679,158.42822932008437,53589.35654581494,27590.969138748966,2494,3,7946,1061,3.0,0.00026071087164334755,0.00026071087164334755,0.007330917884975719,0.9075104311543811,0.7906360039994783,0.0,0.0,0.0,0.0
errachidia,1681,3.240571655418817,757.9229349089351,729.6399829909359,136580.87213649641,72220.77858770992,94,4,1624,796,1.0,0.0015879317189360857,0.0003969829297340214,0.010494527333133925,0.6831013916500994,1.0181094527363184,0.0,0.0,0.0,0.0
eruwa titun,2161,2.846613545816733,103.55534002776177,91.3844932914312,44609.355252770896,22396.181559003282,59,0,402,41,0.0,0.0,0.0,0.00462379445152035,0.9183266932270916,0.8608608608608609,0.0,0.0,0.0,0.0
erzincan,4517,3.2262051915945613,405.8610293066277,397.16520173186683,108227.14756480667,59108.181717730346,52,0,1733,632,9.0,0.0,0.003708281829419036,0.006866410326150904,0.7354758961681088,0.9841204372035471,1.0,0.00041203131437989287,0.0,0.0
erzurum,4624,3.0963205999531285,344.779677153394,326.6801581277647,75943.75507294173,43373.38067081197,224,4,3194,827,18.0,0.0009374267635340989,0.004218420435903445,0.007949107766584883,0.8017827820783486,0.8875718812345968,0.0,0.0,0.0,0.0
er roseires,4547,3.3244246473645136,630.844806478956,623.3514754443136,160464.55960510482,80232.27980255288,16,0,862,469,0.0,0.0,0.0,0.007862730661915996,0.651818856718634,1.136481963555225,0.0,0.0,0.0,0.0
escuintla,282,2.800925925925926,264.60648044715487,213.56356369423145,69189.59801178132,37614.181426852585,375,3,1204,359,2.0,0.0015432098765432098,0.00102880658436214,0.00703475312793205,0.8134981968057702,0.7933969564095951,1.0,0.00051440329218107,0.0,0.0
esfarayen,5888,2.7922318125770653,350.10246998857247,287.7229300214347,71712.6506117872,40519.8490689145,289,1,1093,236,3.0,0.0006165228113440197,0.0018495684340320592,0.008640270831047087,0.8525601480567551,0.7272165585418597,0.0,0.0,0.0,0.0
eskisehir,3661,3.1925414930674134,236.8155418065805,227.8223418035439,55223.90918952168,30241.12904599827,556,11,10217,3777,76.0,0.0007513148009015778,0.005190902260774537,0.007830909403097094,0.7363636363636363,0.9978807041531362,3.0,0.00020490403660952122,1.0,6.830134553650706e-05
eslamabad e gharb,5487,2.7305593451568897,277.246187016237,215.40477968041878,58641.641009180676,33716.87405852784,327,0,885,250,3.0,0.0,0.0020463847203274215,0.00822277256589611,0.8267394270122783,0.7471814144174923,1.0,0.0006821282401091405,0.0,0.0
esmeraldas,437,2.9562841530054644,497.4537026904224,408.5256012726966,103751.14646570438,59047.499375018575,229,3,646,401,2.0,0.00234192037470726,0.00156128024980484,0.008424636232789932,0.6846635367762128,0.8090944727557821,0.0,0.0,0.0,0.0
essaouira,1543,3.041164658634538,267.65180590966406,250.18456958021812,47499.64144024486,26988.323191441556,65,3,755,172,1.0,0.0030120481927710845,0.001004016064257028,0.009917318834930097,0.8257804632426989,0.8667339727410399,0.0,0.0,0.0,0.0
esteli,370,3.1596298438403703,278.9622663702924,251.3725916743294,68799.18301316412,36469.55944850598,171,4,936,614,4.0,0.002313475997686524,0.002313475997686524,0.007649181141444265,0.6417391304347826,0.9820029027576197,0.0,0.0,0.0,0.0
