city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
chust,6068,2.881844380403458,48.14842894876823,42.251287074639556,24832.231911456238,12478.310023747343,85,0,521,88.0,0.0,0.003858569698712202,0.8731988472622478,0.8734634851771511,0.0,0.0,0.0,0.0,0.0,0.0
chutmalpur,7001,2.28,21.582536722404342,13.81282350233878,28469.591528038156,14234.795764019069,9,0,16,0.0,0.0,0.0015161816916936716,1.0,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
chuzhou,11987,3.2350157728706623,14.098149834783586,12.452624459745754,11533.512881520292,7996.235498528905,74,8,257,285.0,0.012618296529968454,0.001763098377652493,0.5287539936102237,0.6760224538893344,10.0,0.015772870662460567,0.0,0.0,0.0,0.0
chu se,11935,2.5075154730327145,398.176772987855,276.3649573788383,87775.85129231079,45511.28794891113,346,0,650,135.0,0.0,0.008748967364642148,0.8806366047745358,0.6730172795746566,0.0,0.0,0.0,0.0,0.0,0.0
ci,10936,2.995647442872688,47.77385395003524,41.22379345198905,26292.057205293117,15403.477374056678,126,0,546,246.0,0.0,0.0031014979793133205,0.7312295973884657,0.8210583742498636,1.0,0.001088139281828074,0.0,0.0,0.0,0.0
cianorte,1134,3.5222894881673086,314.5442192346377,311.0819823690941,79933.70793722718,49410.064251544616,20,0,824,958.0,0.0,0.00636599494453814,0.4645019262520638,0.8669054836042988,14.0,0.007705008255365988,1.0,0.000550357732526142,0.0,0.0
ciego de avila,569,3.176005273566249,162.19883275642636,144.02229909222564,44913.61368250038,25543.773689760666,170,0,746,596.0,0.0,0.00634983830996923,0.6038233355306526,0.9227467811158798,4.0,0.0026367831245880024,1.0,0.0006591957811470006,0.0,0.0
cienaga,647,3.3060052219321148,321.3151495793078,289.43531750616495,73999.42895911205,38355.34259226529,190,1,781,920.0,0.0005221932114882506,0.008377324457639024,0.5073145245559039,1.0839654721422967,22.0,0.011488250652741514,1.0,0.0005221932114882506,0.0,0.0
cienfuegos,503,3.2148355493351994,94.47690241452416,82.8408388561223,28455.511461030197,16478.991426330795,176,3,593,652.0,0.002099370188943317,0.005733172617807493,0.5392706872370266,0.900597119775202,5.0,0.0034989503149055285,0.0,0.0,0.0,0.0
ciherang,12212,2.569924812030075,252.79152149702978,189.30853790303885,112998.37803478596,56499.18901739298,167,0,450,48.0,0.0,0.004474250443120683,0.9278195488721804,0.7516981132075472,0.0,0.0,0.0,0.0,0.0,0.0
cikajang,12082,2.5245791245791245,419.87173184222587,309.0369043121568,149597.97391690986,74798.02139484261,392,1,1014,77.0,0.0006734006734006734,0.005613406932595364,0.9474393530997305,0.745190685116436,1.0,0.0006734006734006734,0.0,0.0,0.0,0.0
cikembulan,12103,2.286101083032491,182.84509077093927,114.52571569948724,64751.86123722753,32397.3215964735,414,0,657,37.0,0.0,0.005643833556624701,0.9666064981949458,0.6173677069199457,0.0,0.0,0.0,0.0,0.0,0.0
cilacap,12256,2.617806905370844,172.72070084465756,130.58966032532453,46164.71396384703,23412.542736601772,1526,2,4065,663.0,0.00031969309462915604,0.007377272207799809,0.8939878477774225,0.7842117891705991,0.0,0.0,0.0,0.0,0.0,0.0
cilegon,11834,2.6123315292369735,260.5519317496298,198.50390725146897,58013.57454163388,31048.920825731395,2244,9,6326,844.0,0.0009551098376313276,0.008391658222584687,0.9103462927554705,0.735961323912235,0.0,0.0,0.0,0.0,0.0,0.0
cili,11242,2.803030303030303,15.670085520211554,12.464840754713736,18260.333562063755,10639.800502048478,27,0,78,26.0,0.0,0.001472780012857816,0.7954545454545454,0.7722007722007722,1.0,0.007575757575757576,0.0,0.0,0.0,0.0
cipeuyeum,12020,2.3403726708074535,345.91177280224764,227.09859866582343,100477.71390414271,50310.99148098859,553,3,1007,47.0,0.0018633540372670807,0.006875471196646165,0.9707529558182949,0.6388282954191337,0.0,0.0,0.0,0.0,0.0,0.0
cipolletti,1037,3.327495621716287,209.138889891391,199.98219593817774,47518.754959228994,31028.792872709324,75,6,931,687.0,0.0035026269702276708,0.00674015553068242,0.5893380199179847,0.7524200645350543,13.0,0.007589025102159953,0.0,0.0,1.0,0.0005837711617046118
citeko kaler,12032,2.376101860920666,118.32651872080024,79.73422613115628,43838.99519678879,22168.878559360495,333,0,659,29.0,0.0,0.005337505837472258,0.9715964740450539,0.6543937162493864,0.0,0.0,0.0,0.0,0.0,0.0
city of loja,455,3.0086206896551726,1157.5280325737006,1009.315137936348,247614.2089067915,142038.29907520165,505,1,2411,1010.0,0.0002535496957403651,0.008149407871751911,0.7395384225209232,0.8072579621875396,16.0,0.004056795131845842,1.0,0.0002535496957403651,0.0,0.0
ciudad acuna,230,3.1900735294117646,266.72235791583535,241.4229577899951,62505.37500403294,33258.83527987958,516,2,2862,2052.0,0.0003676470588235294,0.008019594061888059,0.6211842589187201,1.0050593321681538,8.0,0.0014705882352941176,0.0,0.0,0.0,0.0
