city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,7way_int_count,8way_int_count,6way_int_prop,7way_int_prop,8way_int_prop
sanmen,12579,2.7719298245614037,19.755138911303703,15.249580913988824,20440.240023829338,13080.310353323304,26,1,60,27,0.008771929824561403,0.0015102958857764817,0.7610619469026548,0.6561085972850679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanmenxia,10706,3.2281553398058254,17.108185983057634,15.281098159624293,13775.901146135251,9051.098500901957,44,0,186,182,0.0,0.0018901778586712735,0.558252427184466,0.6495726495726496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanming,12420,2.8978494623655915,38.637306811122,33.340256683790756,23639.568224750306,14873.93250329268,51,4,250,66,0.010752688172043012,0.0025976524232961765,0.8179347826086957,0.6839945280437757,1.0,0.002688172043010753,0.0,0.0,0.0,0.0,0.0,0.0
sanremo,2437,2.5572207084468666,65.93362851161518,49.989188374269546,26073.029407552298,14602.560681519964,355,24,1007,80,0.01634877384196185,0.004515210034022075,0.943213296398892,0.5709330558446063,2.0,0.0013623978201634877,0.0,0.0,0.0,0.0,0.0,0.0
sansarpur,7670,2.6538461538461537,12.09608371031445,7.908977810590217,26924.424295838886,13462.212147919443,9,0,10,5,0.0,0.0008985212517382498,0.7307692307692307,0.9148936170212766,2.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
santaldih,9373,2.5833333333333335,16.877175289926377,12.657881467444783,16124.641733786393,8077.236422163492,12,0,32,4,0.0,0.0020894739744916143,0.9166666666666666,0.8021978021978022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
santana,1121,3.0289389067524115,196.6190291973049,165.64046832699,62601.8311118593,34262.19222580802,196,0,620,428,0.0,0.005738658749605679,0.6559485530546624,0.85581957309706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
santander,1705,2.783493708364175,215.54603125943095,184.79362746575566,39393.89319757508,25798.012931276593,771,61,4167,387,0.011287934863064397,0.008355140833273659,0.9241998877035373,0.5251380956839248,14.0,0.0025906735751295338,1.0,0.0,3.0,0.0001850481125092524,0.0,0.0005551443375277572
santander de quilichao,516,2.7354581673306773,667.746057535053,511.317897443176,123946.6683099194,62434.47878419045,294,0,707,252,0.0,0.010695149067283291,0.797609561752988,0.846307385229541,2.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,0.0
santarem,1068,3.33718487394958,160.39904712834075,152.60655140388093,48053.42657861558,26286.912289661515,185,3,1964,1655,0.0007878151260504202,0.006101859562692905,0.5647831800262813,1.0055226824457593,1.0,0.0002626050420168067,0.0,0.0,0.0,0.0,0.0,0.0
santa ana,311,2.770194614769395,291.5973107153356,225.20858681480334,66259.41631302533,35519.34131570164,854,3,2056,827,0.0007997867235403892,0.008209535985579565,0.7764140875133404,0.7808036310238954,11.0,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0
santa barbara,5,2.825561312607945,75.98076319469962,60.86334709793037,28793.164951590956,16119.016878379754,576,8,1664,639,0.002763385146804836,0.00471373432809117,0.7758919293384136,0.7878315132605305,8.0,0.002763385146804836,0.0,0.0,0.0,0.0,0.0,0.0
santa barbara del zulia,713,2.9371554575523704,208.27050990842497,169.46376660685516,65246.21494988785,34121.77235028095,169,0,458,279,0.0,0.006103742436658923,0.6912899669239251,0.9215035931453842,1.0,0.0011025358324145535,0.0,0.0,0.0,0.0,0.0,0.0
santa clara,523,3.0146198830409356,129.43100316038905,111.45447494366834,31785.493843750686,18542.763451874598,380,8,1554,782,0.0029239766081871343,0.006980135592858685,0.7089442815249267,0.7842597688497523,10.0,0.003654970760233918,2.0,0.0,0.0,0.0007309941520467836,0.0,0.0
santa clarita,24,2.450575095849308,83.57021218068218,55.47200948549365,23495.79159504937,13471.388996371841,2017,32,3207,718,0.005334222370395066,0.0062035334443381876,0.8754818166582873,0.6101098164137816,23.0,0.0038339723287214534,2.0,0.0,0.0,0.0003333888981496916,0.0,0.0
santa cruz,12861,2.631164742917104,615.8767676906178,478.87165252754227,166864.09688241553,84172.36543631149,424,2,1337,140,0.001049317943336831,0.007316852324372626,0.9248949579831933,0.7896397580857218,2.0,0.001049317943336831,1.0,0.0,0.0,0.0005246589716684155,0.0,0.0
santa cruz,6,2.7361376673040154,106.09318423312172,82.85179287694481,30190.19869713411,16720.884547291334,802,54,2141,639,0.014750068287353183,0.00634495046796481,0.8159135015248129,0.7343598279927868,22.0,0.006009287080032778,3.0,0.0,0.0,0.0008194482381862879,0.0,0.0
santa cruz,836,2.8750826173165898,215.5138471946217,179.19128867867423,54385.97041469734,28983.79922990921,255,3,933,320,0.0019828155981493722,0.007435665886486917,0.7867549668874172,0.8527363184079602,2.0,0.0013218770654329147,0.0,0.0,0.0,0.0,0.0,0.0
santa cruz barillas,280,3.2134387351778657,250.9551984348251,209.29465165908337,102252.33439732005,51126.16719866006,42,0,73,138,0.0,0.004908547074528252,0.45454545454545453,1.1057884231536925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
santa cruz del quiche,278,3.288184438040346,296.33893508833796,266.02183942368094,70860.0772417806,43843.87321998497,71,3,275,345,0.004322766570605188,0.006758958853873804,0.5007235890014472,0.7000726216412491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
