city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop
pupri,8974,2.5902777777777777,241.80445651781895,186.39093523248545,100901.33905408577,50450.66952704288,66,0,208,14,0.0,0.004792888950427217,0.9513888888888888,0.7548161120840631,0.0,0.0,0.0,0.0
puranpur,7565,2.5714285714285716,16.386532963005354,10.534199761932014,29314.274969444443,15593.747816388597,10,0,11,6,0.0,0.0010508399363611332,0.75,0.7254901960784313,1.0,0.03571428571428571,0.0,0.0
puri,9508,2.5568754499640027,283.85018620166073,211.9169496696344,58978.99259716832,30212.959358487933,704,0,1897,177,0.0,0.00939498123416754,0.9362850971922246,0.7468924518104846,0.0,0.0,0.0,0.0
purmerend,2176,2.710449013848091,175.31777832317098,138.01768868412455,40701.31471893676,22670.431891319597,507,19,1520,331,0.007973143096936634,0.007733323262813505,0.8574450084602369,0.7431717128943468,6.0,0.002517834662190516,0.0,0.0
purna,7643,2.739130434782609,588.1122802008316,471.2203984217843,117122.56790773821,58561.2839538691,128,0,428,88,0.0,0.010042680769501391,0.8633540372670807,0.8643803585346843,0.0,0.0,0.0,0.0
purnea,9397,2.810344827586207,39.20097884146119,31.09043149495198,54713.96665317686,32410.608942306393,12,0,33,13,0.0,0.0012095107164213491,0.7758620689655172,0.7207207207207207,0.0,0.0,0.0,0.0
purnia,9383,2.9035639412997902,120.23881661944003,105.61858315208673,73347.18452605164,36673.59226302576,58,0,350,68,0.0,0.003278621187613097,0.8553459119496856,0.9399367755532139,1.0,0.0020964360587002098,0.0,0.0
puruliya,9374,2.857142857142857,48.29851775525009,41.398729504500075,31733.961048888144,15866.980524444072,30,0,150,30,0.0,0.0030439640157648904,0.8571428571428571,0.9180722891566265,0.0,0.0,0.0,0.0
purwakarta,12050,2.5516105941302794,214.93412676853973,159.1466433281156,47812.95118975529,24722.909814226274,1813,5,4668,499,0.0007158196134574087,0.008693722882282264,0.9285100286532951,0.7464707989967754,0.0,0.0,0.0,0.0
purwodadi,12467,2.664523043944266,247.2326015417528,194.10276594783917,67870.33186708206,34464.62485110082,802,2,2574,354,0.0005359056806002144,0.007173517849385674,0.9050938337801608,0.7836351441985244,0.0,0.0,0.0,0.0
purwokerto,12287,2.5766186859297817,267.38640393960696,198.0082458026239,65163.86513213537,33002.33798696113,4885,6,12139,1790,0.0003186912413023849,0.00810204428683957,0.9045215450826205,0.7584292053032919,6.0,0.0003186912413023849,1.0,5.311520688373081e-05
purworejo,12354,2.667977126518942,231.3175837332265,181.54875406653517,72252.1464860427,36424.82874836754,602,0,1921,275,0.0,0.006350546912141449,0.9017155110793423,0.7889465211947774,0.0,0.0,0.0,0.0
purworejo,12520,2.6313747228381374,254.42480227111523,195.754781348286,63304.66007183044,31892.175479020745,416,0,1221,167,0.0,0.007977655912450391,0.9074279379157428,0.7765750763252844,0.0,0.0,0.0,0.0
pusad,7710,2.868100358422939,367.7017951546346,315.77544845537795,92743.4044632134,47961.763011959425,197,0,988,210,0.0,0.0076665612784698285,0.8494623655913979,0.8944344703770197,0.0,0.0,0.0,0.0
pushkin,3405,2.81986143187067,33.06790942362283,26.88199565153634,18807.196384265284,10148.754472473105,81,2,265,84,0.004618937644341801,0.003258321946137756,0.802784222737819,0.7724620770128354,1.0,0.0023094688221709007,0.0,0.0
putian,12585,2.5833943833943835,34.47331137161715,24.43858923365191,20093.87919474565,12727.84028448333,1192,5,2228,657,0.001221001221001221,0.0027084965399545432,0.8361858190709046,0.6083180428134557,13.0,0.0031746031746031746,0.0,0.0
puttur,7577,2.5104895104895104,86.84726189545614,63.161645014877195,88244.39383924418,44122.196919622045,39,0,96,8,0.0,0.0019683349415639227,0.9440559440559441,0.7544483985765125,0.0,0.0,0.0,0.0
putuo,12613,3.171003717472119,27.183570063394026,23.74772849404311,20548.823165639595,13509.568778784023,34,4,120,104,0.01486988847583643,0.0020121715584352487,0.5811320754716981,0.7428571428571429,7.0,0.026022304832713755,0.0,0.0
puyang,11090,3.2001058761249337,27.830993223436874,24.913821885035336,15447.874192570473,11483.515766588755,198,1,928,749,0.0005293806246691371,0.002423560326743404,0.5963983050847458,0.6104481569875365,13.0,0.006881948120698782,0.0,0.0
pu er,10415,2.938650306748466,43.32353514491695,36.05864786090225,22639.67048317414,13681.186828161593,82,0,275,130,0.0,0.003166650356366674,0.7300613496932515,0.6783144912641316,2.0,0.00408997955010225,0.0,0.0
