city_name,city_id,streets_per_node_avg,node_density_km,intersection_density_km,edge_density_km,street_density_km,1way_int_count,2way_int_count,3way_int_count,4way_int_count,2way_int_prop,nodes_per_km_street,organic_prop,meshedness_coefficient,5way_int_count,5way_int_prop,6way_int_count,6way_int_prop,7way_int_count,7way_int_prop
katsina ala,2814,3.110978520286396,298.67910637891515,284.42234712455166,98679.82436855776,50164.38698750043,40,0,625,173,0.0,0.005954006902413412,0.7935560859188544,0.9916217833632556,0.0,0.0,0.0,0.0,0.0,0.0
katsiro,2898,2.8210526315789473,48.68319207023587,39.9714629629305,37012.37658469407,18524.08167147879,17,0,61,17,0.0,0.0026281028627288196,0.8210526315789474,0.8972972972972973,0.0,0.0,0.0,0.0,0.0,0.0
katta kurgan,5979,2.770375620127569,53.079176021498895,44.50224325544521,26656.196414914735,13903.641412204594,228,0,1053,128,0.0,0.003817645640292915,0.9078667611622963,0.8157614483493077,2.0,0.001417434443656981,0.0,0.0,0.0,0.0
katwa,9638,2.6666666666666665,7.294881546478871,5.62313785874413,11333.69484236068,5666.847421180343,11,0,31,6,0.0,0.0012872909757925732,0.875,0.8901098901098901,0.0,0.0,0.0,0.0,0.0,0.0
kaunas,3294,2.7636454682023035,72.14506806900101,58.90462367877123,26381.10862896455,14475.649132320144,733,25,2696,533,0.006259389083625438,0.004983891734977253,0.8639455782312925,0.7049035673767805,7.0,0.0017526289434151227,0.0,0.0,0.0,0.0
kauran yankwani,2582,2.9425742574257425,311.5124599548121,275.73479128673466,82280.75327863135,41140.37663931568,58,0,360,87,0.0,0.007571939914062823,0.8277227722772277,0.9671641791044776,0.0,0.0,0.0,0.0,0.0,0.0
kaura namoda,2455,2.767732962447844,176.9153209478356,144.9278498446108,63090.41924223868,31829.73497783555,130,0,497,91,0.0,0.005558177630791759,0.8720445062586927,0.8660153524075367,1.0,0.0013908205841446453,0.0,0.0,0.0,0.0
kavali,8585,2.722095671981777,343.9324164099559,270.6802958306145,83702.26261707442,41851.13130853709,187,0,564,125,0.0,0.008217995682706866,0.8553530751708428,0.8572244431753284,1.0,0.0011389521640091116,1.0,0.0011389521640091116,0.0,0.0
kawardha,8396,2.696629213483146,48.564056049529434,38.742112129399885,41379.982877412214,20689.991438706125,18,0,62,9,0.0,0.0023472245599230872,0.898876404494382,0.8439306358381503,0.0,0.0,0.0,0.0,0.0,0.0
kawm abu shil,4025,2.5268882175226586,925.683107666683,680.6986960908479,235707.08962264349,118577.99475889669,438,0,1124,93,0.0,0.007806533662075026,0.9438066465256798,0.7276853252647504,0.0,0.0,0.0,0.0,0.0,0.0
kawthaung,10610,2.8034321372854913,451.16473632396884,356.14564209037167,113462.4341549157,56890.81818658394,135,0,364,140,0.0,0.0079303611848979,0.7784711388455539,0.8864526233359437,2.0,0.0031201248049922,0.0,0.0,0.0,0.0
kaya,1843,3.099041533546326,1125.151453367054,1008.3226283369286,372699.9088662325,186758.57313417498,130,0,740,380,0.0,0.006024630808025607,0.694888178913738,0.9895958383353342,2.0,0.001597444089456869,0.0,0.0,0.0,0.0
kayanja,4461,2.434285714285714,107.55536512832134,75.59605663304872,91134.05167534295,45567.02583767147,52,0,118,5,0.0,0.0023603771181265566,0.9714285714285714,0.6260869565217392,0.0,0.0,0.0,0.0,0.0,0.0
kayes,1521,3.1926884996191927,367.3830992281982,341.64109989156896,93480.68318114636,47432.291079562296,184,1,1575,857,0.0003808073115003808,0.0077454217552332585,0.6700952380952381,1.0428979980934223,9.0,0.003427265803503427,0.0,0.0,0.0,0.0
kayseri,4216,2.9176977531548167,445.45313312947656,397.32938744512865,108336.74751757835,60948.16103963807,1755,24,12325,2089,0.0014773776546629731,0.00730872146970559,0.8680106035386228,0.8111107685667602,49.0,0.0030163127116035705,2.0,0.00012311480455524777,1.0,6.155740227762388e-05
kazan,4552,2.8065955074079976,41.73512421484479,33.43730120701839,19459.490066523165,11050.125082213455,1248,22,3731,1249,0.0035048590090807712,0.003776891564967227,0.7960031974420464,0.7467413034786086,26.0,0.004142106101640911,1.0,0.00015931177314003505,0.0,0.0
kazaure,2718,2.919597989949749,97.66596198165065,88.8318548677325,33502.46757343133,16817.64087415439,36,0,322,40,0.0,0.0058073520960805645,0.8994974874371859,0.9456384323640961,0.0,0.0,0.0,0.0,0.0,0.0
kazerun,5841,2.789978348283328,974.0921478624739,816.8152839020003,157292.21924418004,88638.60357962988,522,1,2352,350,0.0003093102381688834,0.010989479848781495,0.8892326732673267,0.7197708623625948,8.0,0.0024744819053510673,0.0,0.0,0.0,0.0
kebkabiya,3548,3.2717105263157893,753.4076222342286,719.7025443974342,176614.85073962755,88307.42536981424,68,0,904,547,0.0,0.008531645205135408,0.6394736842105263,1.1034596375617793,1.0,0.0006578947368421052,0.0,0.0,0.0,0.0
kebri dehar,5714,3.096091205211726,348.63588124642985,327.6268786306026,110473.11760215089,56573.78721177593,37,0,444,133,0.0,0.006162498542679509,0.7833876221498371,0.9918233851185609,0.0,0.0,0.0,0.0,0.0,0.0
